Support Vector Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'C': 10.0, 'gamma': 0.001}",0.9160327814586441,0.9309584032859614,0.9073593073593074,0.0926406926406926,0.9616254116254117,0.03837458837458838,0.9754448395873145,0.9491203831629362,0.993458905161033,0.9471744849043977,0.9185625008635409,0.08715079262543576,0.022377952127667328,0.9908814589665653,0.009118541033434659,0.9794071397555983,0.020592860244401726,0.975339185680937,0.9748905454671372,0.9760448769510826,0.975339185680937,0.9579639550925417,0.9705162756905048,0.9491203831629362
"{'C': 1.0, 'gamma': 0.001}",0.9149474124806638,0.9144304201120154,0.9164502164502165,0.08354978354978353,0.9179769965484252,0.08202300345157487,0.9644164264226789,0.9481039498326732,0.9898283749347578,0.946633794146104,0.8968589395440428,0.0930004074882481,0.02481459532109437,0.9797576832151302,0.020242316784869978,0.9811015172995765,0.01889848270042346,0.9679495348540842,0.9679526133820066,0.9692909436171078,0.9679495348540842,0.9473416948395853,0.9495392569240008,0.9481039498326732
"{'C': 1.0, 'gamma': 'auto'}",0.9133872850681722,0.9173940403427164,0.9116883116883117,0.08831168831168829,0.9281089281089282,0.0718910718910719,0.9659065848408029,0.9472322004236898,0.9903790949003712,0.9455922827441351,0.9006290515635323,0.09535065167393157,0.024223044612069228,0.982776089159068,0.01722391084093212,0.9801492442270068,0.019850755772993306,0.9695632515928433,0.9694073128031704,0.970423883149659,0.9695632515928433,0.9493577642313168,0.9541290861679673,0.9472322004236898
"{'C': 1.0, 'gamma': 'scale'}",0.9133872850681722,0.9173940403427164,0.9116883116883117,0.08831168831168829,0.9281089281089282,0.0718910718910719,0.9659065848408029,0.9472322004236898,0.9903790949003712,0.9455922827441351,0.9006290515635323,0.0953506711646233,0.024223046879373895,0.982776089159068,0.01722391084093212,0.9801492442270068,0.019850755772993306,0.9695632515928433,0.9694073128031704,0.970423883149659,0.9695632515928433,0.9493577642313168,0.9541290861679673,0.9472322004236898
"{'C': 1.0, 'gamma': 0.0001}",0.9109180552553294,0.8923343047566651,0.9255411255411256,0.07445887445887445,0.8687154115725545,0.13128458842744556,0.9360729765134332,0.9450501613198189,0.9823692855607751,0.9441292780770147,0.8695164713482739,0.12361643015198316,0.033420046071178086,0.9645591970985127,0.035440802901487455,0.9827312211919247,0.017268778808075376,0.9572326003006737,0.9581488258703934,0.9614597754379035,0.9572326003006737,0.9328040382433924,0.9257233163822395,0.9450501613198189
"{'C': 100.0, 'gamma': 1e-05}",0.9087154506264994,0.8940769778331072,0.9207792207792209,0.07922077922077919,0.8776377062091347,0.12236229379086525,0.9621466104984058,0.9441889657777726,0.989574698351294,0.9426103524097958,0.8726574065343244,0.10264349962231575,0.02818548377011263,0.9675987107763242,0.03240128922367591,0.9820410100425299,0.017958989957470202,0.9589034440767805,0.9593995272052128,0.9624481792804673,0.9589034440767805,0.9342578172245203,0.9298393581258322,0.9441889657777726
"{'C': 10.0, 'gamma': 0.0001}",0.9080797045062535,0.8923529472597794,0.9207792207792209,0.07922077922077919,0.8736287522001808,0.12637124779981923,0.963610600593985,0.943682380164804,0.9897734948266864,0.9423523325503254,0.8701908929858333,0.09925686284767349,0.027070551699098184,0.9665855395503871,0.03341446044961308,0.9819610603644662,0.018038939635533872,0.958068022188727,0.9586622540589089,0.9616826494319527,0.958068022188727,0.9331296332111547,0.9277949062823235,0.943682380164804
"{'C': 10.0, 'gamma': 'auto'}",0.9057924976334546,0.9254804226200106,0.8943722943722944,0.10562770562770561,0.9663873163873165,0.03361268361268362,0.9754843500249796,0.9431334622823984,0.993359506923337,0.9406257851122101,0.9131175359636844,0.08813400442996636,0.02252883034675492,0.9918946301925027,0.008105369807497473,0.9765904892858867,0.023409510714113426,0.9736971495561423,0.9730728296037479,0.9746655386804706,0.9736971495561423,0.954744435687746,0.9714889028366013,0.9431334622823984
"{'C': 10.0, 'gamma': 'scale'}",0.9057924976334546,0.9254804226200106,0.8943722943722944,0.10562770562770561,0.9663873163873165,0.03361268361268362,0.9754843500249796,0.9431334622823984,0.993359506923337,0.9406257851122101,0.9131175359636844,0.08813416564866453,0.022528801435891487,0.9918946301925027,0.008105369807497473,0.9765904892858867,0.023409510714113426,0.9736971495561423,0.9730728296037479,0.9746655386804706,0.9736971495561423,0.954744435687746,0.9714889028366013,0.9431334622823984
"{'C': 100.0, 'gamma': 'auto'}",0.9057924976334546,0.9254804226200106,0.8943722943722944,0.10562770562770561,0.9663873163873165,0.03361268361268362,0.9754843500249796,0.9431334622823984,0.993359506923337,0.9406257851122101,0.9131175359636844,0.08812965125732142,0.02252854172835158,0.9918946301925027,0.008105369807497473,0.9765904892858867,0.023409510714113426,0.9736971495561423,0.9730728296037479,0.9746655386804706,0.9736971495561423,0.954744435687746,0.9714889028366013,0.9431334622823984
