Support Vector Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'C': 1.0, 'gamma': 'auto'}",0.9130621797125045,0.9203477443609023,0.908276125095347,0.09172387490465295,0.9327835880933226,0.06721641190667738,0.9646950053312272,0.9465469694302646,0.9894975402773789,0.9457683110587105,0.9023229633971628,0.09865421011282008,0.02638039560650611,0.9848178137651822,0.015182186234817818,0.9788751781318823,0.02112482186811765,0.9704190432979,0.9702668313454785,0.970199227433555,0.9704190432979,0.951092127312416,0.9558293831126025,0.9465469694302646
"{'C': 1.0, 'gamma': 'scale'}",0.9130621797125045,0.9203477443609023,0.908276125095347,0.09172387490465295,0.9327835880933226,0.06721641190667738,0.9646950053312272,0.9465469694302646,0.9894975402773789,0.9457683110587105,0.9023229633971628,0.0986542101621995,0.026380395631282506,0.9848178137651822,0.015182186234817818,0.9788751781318823,0.02112482186811765,0.9704190432979,0.9702668313454785,0.970199227433555,0.9704190432979,0.951092127312416,0.9558293831126025,0.9465469694302646
"{'C': 100.0, 'gamma': 0.001}",0.9082722343711602,0.921715452688904,0.8995423340961098,0.10045766590389016,0.9451039824871601,0.054896017512839956,0.9695784520605422,0.9436982925541277,0.9915446841889092,0.9426582530204851,0.9045602868598477,0.09363852046483015,0.024852603773866687,0.9878542510121457,0.012145748987854255,0.9769797753889811,0.023020224611018936,0.9712414117189525,0.9709681950135104,0.9709757309263016,0.9712414117189525,0.9520500792379518,0.9610418789380706,0.9436982925541277
"{'C': 10.0, 'gamma': 0.001}",0.9082722343711602,0.921715452688904,0.8995423340961098,0.10045766590389016,0.9451039824871601,0.054896017512839956,0.9695538677308633,0.9436982925541277,0.9915535626603915,0.9426582530204851,0.9045602868598477,0.09360868109799153,0.0248470752697909,0.9878542510121457,0.012145748987854255,0.9769797753889811,0.023020224611018936,0.9712414117189525,0.9709681950135104,0.9709757309263016,0.9712414117189525,0.9520500792379518,0.9610418789380706,0.9436982925541277
"{'C': 10.0, 'gamma': 'auto'}",0.90703320802005,0.9255249745158002,0.8951563691838291,0.10484363081617087,0.9583041958041958,0.04169580419580421,0.9695538462995612,0.9430235287214692,0.9916259801060476,0.9417869683726439,0.9098555112174431,0.09316064921434625,0.02473011319455589,0.9908906882591093,0.009109311740890691,0.9760811305149982,0.02391886948500177,0.9728847982024026,0.9725289909949706,0.9727262743370388,0.9728847982024026,0.9544745115078097,0.9671926631595971,0.9430235287214692
"{'C': 10.0, 'gamma': 'scale'}",0.90703320802005,0.9255249745158002,0.8951563691838291,0.10484363081617087,0.9583041958041958,0.04169580419580421,0.9695538462995612,0.9430235287214692,0.9916259801060476,0.9417869683726439,0.9098555112174431,0.09316037447176007,0.02473007931683298,0.9908906882591093,0.009109311740890691,0.9760811305149982,0.02391886948500177,0.9728847982024026,0.9725289909949706,0.9727262743370388,0.9728847982024026,0.9544745115078097,0.9671926631595971,0.9430235287214692
"{'C': 100.0, 'gamma': 'auto'}",0.90703320802005,0.9255249745158002,0.8951563691838291,0.10484363081617087,0.9583041958041958,0.04169580419580421,0.9695538462995612,0.9430235287214692,0.9916259801060476,0.9417869683726439,0.9098555112174431,0.09316153332517657,0.024730262693438844,0.9908906882591093,0.009109311740890691,0.9760811305149982,0.02391886948500177,0.9728847982024026,0.9725289909949706,0.9727262743370388,0.9728847982024026,0.9544745115078097,0.9671926631595971,0.9430235287214692
"{'C': 100.0, 'gamma': 'scale'}",0.90703320802005,0.9255249745158002,0.8951563691838291,0.10484363081617087,0.9583041958041958,0.04169580419580421,0.9695538462995612,0.9430235287214692,0.9916259801060476,0.9417869683726439,0.9098555112174431,0.09316125856896759,0.024730228812742894,0.9908906882591093,0.009109311740890691,0.9760811305149982,0.02391886948500177,0.9728847982024026,0.9725289909949706,0.9727262743370388,0.9728847982024026,0.9544745115078097,0.9671926631595971,0.9430235287214692
"{'C': 1.0, 'gamma': 0.001}",0.9038830033929748,0.9039136405248702,0.9038901601830663,0.09610983981693366,0.9040750915750916,0.09592490842490842,0.9625334365105098,0.9408114768526668,0.9889938607299802,0.9400692433532198,0.8816994743900921,0.10069483367579275,0.026948436054682896,0.9777327935222673,0.02226720647773278,0.9777406241804354,0.022259375819564664,0.9638454973641,0.9638432549544464,0.9638734771242479,0.9638454973641,0.9408231714005915,0.9409078578777634,0.9408114768526668
"{'C': 10.0, 'gamma': 0.0001}",0.9029766412647323,0.8832982691865707,0.9170099160945843,0.08299008390541573,0.8536890645586297,0.14631093544137025,0.95708467474652,0.9397802616910168,0.9884764388528089,0.9394529161290633,0.8562884028221681,0.10865051021257671,0.02991838124323111,0.9625506072874493,0.037449392712550655,0.9804240499062344,0.01957595009376556,0.9539946309739866,0.9547609194948218,0.9565424325262115,0.9539946309739866,0.9273186571298238,0.9170565572324321,0.9397802616910168
