Perceptron Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.8955744470813864,0.8984536141043027,0.8949220713926598,0.10507792860734037,0.9090516165980562,0.09094838340194378,0.9468015366003745,0.9363404019441173,0.981545826321368,0.9344516825759583,0.8778182021202134,0.2968944416326126,0.03444361550678823,0.9777587324955745,0.022241267504425396,0.9760553004750034,0.023944699524996425,0.9621802513252139,0.962046780913452,0.9635081935918192,0.9621802513252139,0.9375909795191244,0.9425534585365298,0.9363404019441173
"{'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.8948563671093072,0.8972472640797089,0.894670688788336,0.10532931121166417,0.9073373478946235,0.09266265210537655,0.9578591897288823,0.9356885701158146,0.9853324802705606,0.9339916019320934,0.8762456405654528,0.17317025604819664,0.03195701677885391,0.9767064514432936,0.023293548556706452,0.9760309750281592,0.02396902497184081,0.9613619207196494,0.9613332666788177,0.9630136803413263,0.9613619207196494,0.9367097583069999,0.9416841614613914,0.9356885701158146
"{'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.8920077404958188,0.8893847227476009,0.894670688788336,0.1053293112116642,0.8886376952940421,0.11136230470595797,0.946238168220569,0.933677773894492,0.9795293096995881,0.9323417831444379,0.8652419377636519,0.26945564938504074,0.03758708173271172,0.9726848590006486,0.027315140999351523,0.9757997855624095,0.024200214437590437,0.9580709997897442,0.9582318667786527,0.9594481076735115,0.9580709997897442,0.9317468530716295,0.932218740428226,0.933677773894492
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.891238163466797,0.8941492450940515,0.8906485671191555,0.10935143288084465,0.9051700707273465,0.09482992927265374,0.9460522740069314,0.9336975769328711,0.981511115303685,0.9316789757566296,0.872668951491836,0.3022585518214557,0.03585088881058855,0.9767465867465869,0.023253413253413253,0.9750555984226698,0.024944401577330057,0.9605347908602613,0.9603947536178119,0.9619580696402958,0.9605347908602613,0.9349293706635147,0.9401128345750079,0.9336975769328711
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.8902473288472007,0.8923524330983095,0.8906485671191555,0.10935143288084465,0.9032720643252914,0.0967279356747087,0.9325873971161422,0.9331849316833837,0.9753618208416969,0.9308888813535982,0.8710657449563587,0.4490617950189085,0.03952085923665681,0.9757212962476121,0.024278703752387967,0.975159863305692,0.024840136694308044,0.9597164602546966,0.9595992401972825,0.9616401770624525,0.9597164602546966,0.9337616327208168,0.9392159638154917,0.9331849316833837
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.8873823181956444,0.883183789805182,0.8908999497234793,0.1091000502765209,0.8790510873715209,0.1209489126284792,0.9470307004981495,0.9307532680597694,0.9780009956790143,0.929355140087858,0.8571358858113546,0.34422113784153857,0.03986818699814697,0.9706065863960601,0.02939341360393993,0.9747506388528285,0.02524936114717146,0.9556072087192269,0.9557148207905117,0.9566538635359116,0.9556072087192269,0.9278791346247932,0.9269008631121748,0.9307532680597694
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.8835461667763008,0.8885686545407754,0.881850175967823,0.11814982403217698,0.9036907021427147,0.09630929785728548,0.9526696964038357,0.9287724160943974,0.9810293083822497,0.9267362791725441,0.8659125868883497,0.2956994030961791,0.03791291663440982,0.9756946562209721,0.02430534377902799,0.973058677462898,0.026941322537102037,0.9580799842910165,0.9580598883471693,0.9599750294239239,0.9580799842910165,0.9313536404157664,0.9383746898028062,0.9287724160943974
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.8817275918402928,0.883963037678208,0.8818501759678232,0.11814982403217698,0.8945079043763255,0.10549209562367458,0.9492376569101022,0.9277867351087163,0.9797371473842061,0.9256502432667332,0.8603354449294512,0.2930222518099577,0.03868026212189158,0.97372329424961,0.026276705750389977,0.9730863540513517,0.026913645948648254,0.9564781496002823,0.9564146020004264,0.9582918011161679,0.9564781496002823,0.9285690827390651,0.9337971292138385,0.9277867351087163
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.8788590812420602,0.8832379812355842,0.8775766716943187,0.12242332830568124,0.8973205339155567,0.10267946608444345,0.9381267774121995,0.9261095234315047,0.9773209075066659,0.9236513878282433,0.8596041940821195,0.4302203363990206,0.04183191737286795,0.9746423751686911,0.025357624831309048,0.9721213633441151,0.02787863665588491,0.9563907128043964,0.9562122199059088,0.9579935355116292,0.9563907128043964,0.9281886089263574,0.9347209486298359,0.9261095234315047
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.8784526241049947,0.8812757218329973,0.8775766716943187,0.12242332830568126,0.8902071064073923,0.10979289359260781,0.9513151697367027,0.9256100229320043,0.9793202566267583,0.9235627577424321,0.855931078438876,0.37255476666795967,0.04020340658476555,0.9736433741696899,0.026356625830310048,0.9719681763676792,0.028031823632320724,0.9555982242179547,0.9554740079225995,0.9565559952098364,0.9555982242179547,0.9269669394148146,0.931087641387536,0.9256100229320043
