Perceptron Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.9118805590142499,0.8978593463073073,0.9215652768284347,0.0784347231715653,0.8757388528472866,0.12426114715271341,0.93946640301959,0.9455941128639145,0.9736752860583252,0.9451853402871159,0.8740279506870537,0.3353174173642721,0.038074786156573275,0.9696229488993943,0.030377051100605883,0.9815722326691613,0.01842776733083869,0.9605423605423605,0.9609097660699165,0.9616562534708016,0.9605423605423605,0.9367032753320509,0.9286555427582238,0.9455941128639145
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.9070526189071327,0.8989711336881149,0.9128503075871496,0.08714969241285035,0.8870605710513287,0.11293942894867137,0.9430440216666818,0.9427625629555066,0.9759060895810804,0.9420978368702119,0.8758514848697291,0.3320212726934911,0.03491702160753136,0.9726748183238634,0.02732518167613655,0.9796711872658258,0.020328812734174122,0.9613654058098503,0.9615860109081269,0.962276525759658,0.9613654058098503,0.9375413378099177,0.9333658791585773,0.9427625629555066
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.9035597077168552,0.8964054990620456,0.908464342674869,0.09153565732513103,0.8849988896291361,0.11500111037086387,0.9450057366728001,0.9405649470943697,0.9789330529439183,0.9398859114150523,0.8722882775115507,0.23616267280529535,0.03445119680153367,0.9726655515138701,0.02733444848612987,0.9786333515605691,0.021366648439430962,0.9605423605423605,0.9607026471402018,0.9610169687042607,0.9605423605423605,0.9360176477261319,0.9318161205948526,0.9405649470943697
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.9035597077168552,0.8964054990620456,0.908464342674869,0.09153565732513103,0.8849988896291361,0.11500111037086387,0.9449738163701907,0.9405649470943697,0.9789462792135559,0.9398859114150523,0.8722882775115507,0.23831735257270859,0.03456120902886381,0.9726655515138701,0.02733444848612987,0.9786333515605691,0.021366648439430962,0.9605423605423605,0.9607026471402018,0.9610169687042607,0.9605423605423605,0.9360176477261319,0.9318161205948526,0.9405649470943697
"{'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.9010922469804344,0.9035334035334035,0.8996924128503077,0.10030758714969241,0.9085710846274226,0.09142891537257736,0.9560224440186068,0.9392262182015615,0.9843606924138779,0.9382868094308329,0.881738986038867,0.1662365988572976,0.03131015062306166,0.9787600235528154,0.02123997644718456,0.9768053567813019,0.023194643218698168,0.9638426305092972,0.9637837997795988,0.9640050943766788,0.9638426305092972,0.9406416348719789,0.9426882207043622,0.9392262182015615
"{'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.9010922469804344,0.9035334035334035,0.8996924128503077,0.10030758714969241,0.9085710846274226,0.09142891537257736,0.9556870353757319,0.9392262182015615,0.984294330530702,0.9382868094308329,0.881738986038867,0.16673924813242139,0.03126944648162899,0.9787600235528154,0.02123997644718456,0.9768053567813019,0.023194643218698168,0.9638426305092972,0.9637837997795988,0.9640050943766788,0.9638426305092972,0.9406416348719789,0.9426882207043622,0.9392262182015615
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.8980037273477052,0.8956482114376851,0.8996354522670312,0.10036454773296881,0.8919658119658119,0.10803418803418803,0.9479095978280929,0.9371667620530523,0.9809836167957444,0.9363754154611902,0.8714436068961559,0.2713699701753782,0.037312329289808495,0.9746980718390734,0.025301928160926617,0.9766751196187075,0.023324880381292618,0.9605504494393383,0.9606145247664709,0.9607506014186707,0.9605504494393383,0.9356628965480329,0.9343204657922598,0.9371667620530523
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.8952055076885023,0.8950746262783661,0.8953634085213033,0.10463659147869675,0.895143895143895,0.10485610485610486,0.9441888954618806,0.9355357813248247,0.9781330719294639,0.9345615876622437,0.8709241156686539,0.30838397082453767,0.037939472516929584,0.9757081541283461,0.024291845871653894,0.9757355421786253,0.02426445782137458,0.9605544938878272,0.9605228570870499,0.9605759607120912,0.9605544938878272,0.935392993814165,0.9354397186612603,0.9355357813248247
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.8947279678820275,0.8880145968753563,0.899749373433584,0.10025062656641603,0.8789648459864879,0.12103515401351199,0.9382677392735009,0.9352096519418976,0.9785859991507317,0.9343021182839609,0.8626453162835381,0.3386502460382929,0.03973822346329297,0.9706699304502114,0.029330069549788673,0.9766698087511569,0.023330191248843096,0.9572663572663572,0.9574847926242515,0.9583407004053153,0.9572663572663572,0.9308015859679721,0.9278173273688225,0.9352096519418976
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.8944536588237941,0.8931575820120713,0.8953634085213033,0.10463659147869675,0.8911799311799311,0.10882006882006882,0.9435475362131346,0.9350276512435238,0.9779345951905775,0.9340849337799545,0.8684359841959194,0.30600220352185653,0.03760966737445478,0.9746918939657445,0.025308106034255522,0.9757019738671114,0.024298026132888523,0.9597314486203375,0.959736281421867,0.9597951319925806,0.9597314486203375,0.9341738760470322,0.9334409525235213,0.9350276512435238
