Perceptron Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.9113632622434881,0.9103465684004733,0.9124076354679802,0.0875923645320197,0.9100223626433304,0.08997763735666961,0.9577914872742408,0.9455699664357997,0.984948745718885,0.9447224090883553,0.8902730669436034,0.2077926364722537,0.03137924062107793,0.9787322974036192,0.02126770259638079,0.9798689747774577,0.020131025222542287,0.9663039674159428,0.9663033980679488,0.9667237312342171,0.9663039674159428,0.9447957535538425,0.9449456687103941,0.9455699664357997
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.9077019056145056,0.9079115034654084,0.9079433497536946,0.09205665024630541,0.9096916748126425,0.09030832518735744,0.9583181753486765,0.9433378235786569,0.9851807471102877,0.942402233469708,0.8873724887488106,0.20675585959135429,0.03148855241824737,0.9787322974036192,0.02126770259638079,0.9788851038097157,0.021114896190284227,0.9654815989948902,0.9654519059751758,0.9658601834759324,0.9654815989948902,0.9433312655221178,0.9442883893111792,0.9433378235786569
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.9005264931799015,0.9037277238741985,0.8993226600985222,0.10067733990147783,0.9128944795453335,0.08710552045466656,0.9538064473051331,0.9390356743975432,0.9829096749324,0.9377182822373165,0.8832923954048519,0.2636630791348297,0.03288222090742895,0.9787486886965644,0.021251311303435605,0.9770011108295269,0.022998889170473102,0.9638638793207535,0.9638116422415207,0.9648857364983776,0.9638638793207535,0.9407326432388502,0.9449477951874301,0.9390356743975432
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.899779572790124,0.9019517675900455,0.8993226600985222,0.10067733990147783,0.909618269867914,0.09038173013208592,0.957552887130416,0.9385316421394787,0.9833368174924002,0.9372300812637788,0.8811008881575211,0.25280305348692533,0.033247258103131096,0.9777406241804354,0.022259375819564636,0.9769757077676111,0.023024292232388832,0.9630468858567012,0.9630480772304615,0.9642441674766605,0.9630468858567012,0.93958126705463,0.9432969888177627,0.9385316421394787
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.897755141798664,0.8905469533390007,0.9034790640394088,0.09652093596059115,0.8817859802234803,0.11821401977651975,0.945958017526299,0.9370529335408164,0.9826241696962298,0.9360177451279439,0.8662730510619353,0.3685110753131072,0.03944250725895636,0.9706268030422239,0.02937319695777603,0.9777829516540877,0.02221704834591233,0.9580910331194172,0.9583570876307844,0.9596538192956462,0.9580910331194172,0.9323024154209355,0.9297844659387839,0.9370529335408164
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.8955925546856103,0.8978803415348406,0.8950123152709359,0.10498768472906403,0.9053771857321553,0.0946228142678447,0.9471771021503914,0.9358560461746759,0.9796608076272642,0.9345444558346326,0.8758454686091347,0.31582792102150026,0.03559654464336012,0.976699777078416,0.023300222921584055,0.9759100580504911,0.024089941949508836,0.9613752742295942,0.9614311298390762,0.962599363920815,0.9613752742295942,0.9370204331097229,0.9406436218913232,0.9358560461746759
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.8952812427189365,0.8968605313848235,0.8947044334975369,0.10529556650246306,0.9013656186848623,0.0986343813151377,0.953530070929496,0.9357021052879764,0.9844440574053762,0.9344669488812772,0.8739863666111571,0.19695248605220136,0.03292251065779728,0.9766997770784159,0.02330022292158404,0.9758734822192456,0.024126517780754295,0.9613643819326266,0.9613157702725672,0.9618249578241383,0.9613643819326266,0.9365381417642713,0.938619550452054,0.9357021052879764
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.8948877512487229,0.8955867038643139,0.8951662561576355,0.10483374384236453,0.8996392489356486,0.10036075106435147,0.9510893353305053,0.9354207887134887,0.9827748605851901,0.9340928683264791,0.8726655860430841,0.3586911703894571,0.03786255909164077,0.9756753212693416,0.024324678730658272,0.9758654953101409,0.024134504689859212,0.9605473884685743,0.9605836361278627,0.9614989744991111,0.9605473884685743,0.935620087033665,0.9377523721228946,0.9354207887134887
"{'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.8947012567457286,0.9020584515148062,0.8905480295566502,0.10945197044334977,0.9175799663299663,0.08242003367003366,0.9579862384017772,0.9356605214659726,0.9852458681829985,0.9340230165992484,0.8814051930590009,0.17664988803201243,0.03143647701628555,0.9807730133752951,0.019226986624704942,0.9750984789729121,0.02490152102708787,0.9638585043637532,0.9636003496167536,0.9642765448859,0.9638585043637532,0.9399432733614933,0.9463392226514393,0.9356605214659726
"{'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.8947012567457286,0.9020584515148062,0.8905480295566502,0.10945197044334977,0.9175799663299663,0.08242003367003366,0.9579395487676561,0.9356605214659726,0.9852471096417623,0.9340230165992484,0.8814051930590009,0.17621896520974478,0.03137203613382393,0.9807730133752951,0.019226986624704942,0.9750984789729121,0.02490152102708787,0.9638585043637532,0.9636003496167536,0.9642765448859,0.9638585043637532,0.9399432733614933,0.9463392226514393,0.9356605214659726
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.8946201835877743,0.8950453195992892,0.8950123152709359,0.10498768472906403,0.8984177817899928,0.10158221821000726,0.9606394200994355,0.9353520139166114,0.9863502214520199,0.9340682537968137,0.8720384311075841,0.2306744698401887,0.03387137181479406,0.975691712562287,0.024308287437713072,0.9759062282098784,0.02409377179012162,0.9605526922340912,0.9605267001553149,0.9612996547310161,0.9605526922340912,0.9353712474767909,0.9371620049999356,0.9353520139166114
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.8931259714145254,0.8981655639490843,0.8903940886699507,0.10960591133004927,0.909192947856741,0.09080705214325904,0.9611888168530411,0.9345631930367849,0.985240357317267,0.9330778314042001,0.8761811581119838,0.1719660152051607,0.03126065800744032,0.9787322974036192,0.021267702596380805,0.974992711258761,0.025007288741239017,0.9621921253106795,0.9620063778466299,0.9625840809608378,0.9621921253106795,0.9374681135390572,0.9420928295577511,0.9345631930367849
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.890712277829278,0.8922358035805139,0.8905480295566501,0.10945197044334976,0.8983250225377507,0.10167497746224928,0.9615981023474582,0.9331198710594686,0.9866986777313547,0.9315433856693477,0.869138555820833,0.23017456478235968,0.034473520555615235,0.975691712562287,0.024308287437713072,0.9749911666223148,0.025008833377685266,0.9597249488560383,0.9596116197894217,0.9605372667400948,0.9597249488560383,0.9337253972228305,0.9366580945800327,0.9331198710594686
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.88959388329192,0.895821341323555,0.8860837438423645,0.11391625615763547,0.908885066083342,0.09111493391665805,0.9614006756233292,0.9324080206229919,0.9853111204667981,0.9308414468567523,0.8733698994170676,0.17174558381857674,0.03127826704259795,0.9787322974036192,0.021267702596380805,0.9740088402910191,0.025991159708980957,0.9613751318466273,0.9611617540815316,0.961728338663919,0.9613751318466273,0.9360490466621003,0.9414469531871805,0.9324080206229919
