Perceptron Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.8956583722827337,0.899333176721212,0.8948051948051949,0.10519480519480517,0.9120551406265692,0.0879448593734308,0.9586020595833673,0.9362467011865716,0.9832550428295109,0.9343159420554951,0.8791539721077242,0.17990359899013328,0.03220377578933064,0.9776882075679486,0.02231179243205145,0.9761306693213092,0.023869330678690875,0.9621745772965433,0.9621454124541967,0.9640592692111765,0.9621745772965433,0.9380001440237984,0.944092904973939,0.9362467011865716
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.8935066358628457,0.894802258630307,0.8948051948051949,0.10519480519480519,0.9064583564583567,0.09354164354164354,0.9571840785016292,0.9352330710968546,0.9835497835497833,0.9327972357834924,0.8748950394397357,0.2814693814466923,0.03521509769914597,0.9756609473885146,0.02433905261148555,0.9763033057517679,0.023696694248232175,0.9605464567321282,0.9604365329241465,0.9630720159706793,0.9605464567321282,0.9352249958256948,0.9413808311050621,0.9352330710968546
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.8916809796585219,0.8951763277948307,0.890909090909091,0.10909090909090907,0.9074671360385648,0.09253286396143537,0.9544621390558913,0.9338026174924882,0.9796494581069048,0.931791242964403,0.8739488288666173,0.34107115866277293,0.035900058497653396,0.9766961440758851,0.023303855924114932,0.9751616758769056,0.024838324123094474,0.9605891799438199,0.9605256729354805,0.9623536468857394,0.9605891799438199,0.9354368330902778,0.9413144059577351,0.9338026174924882
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.8915684775228415,0.8961235161627448,0.8904761904761904,0.10952380952380951,0.911778961778962,0.08822103822103822,0.9614479614522334,0.9340821990220696,0.984765589020908,0.9315164452413026,0.8761875238267678,0.19173985181689746,0.03341338007720885,0.9776882075679486,0.022311792432051444,0.9753238566912602,0.024676143308739736,0.9613535592341459,0.9611599623029399,0.9633453969011337,0.9613535592341459,0.9361646910167003,0.943551409235111,0.9340821990220696
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.8915684775228415,0.8961235161627448,0.8904761904761904,0.10952380952380951,0.911778961778962,0.08822103822103822,0.9607411429049468,0.9340821990220696,0.9843879524730588,0.9315164452413026,0.8761875238267678,0.19146671106219187,0.03350657513626566,0.9776882075679486,0.022311792432051444,0.9753238566912602,0.024676143308739736,0.9613535592341459,0.9611599623029399,0.9633453969011337,0.9613535592341459,0.9361646910167003,0.943551409235111,0.9340821990220696
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.8899132498449362,0.8983567881998741,0.8857142857142858,0.11428571428571425,0.9182822468536754,0.0817177531463246,0.9569718738964432,0.9327144178670542,0.9816708114580456,0.930611045942578,0.8778722965156924,0.2651518331017084,0.034839303035343244,0.9797145500198229,0.020285449980177086,0.974152591597701,0.025847408402299002,0.9621745772965433,0.9620127449701827,0.9635564210806907,0.9621745772965433,0.9375395229457292,0.9462174192256882,0.9327144178670542
"{'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.888938976731589,0.8955020527037525,0.8861471861471861,0.11385281385281384,0.9134851920566207,0.08651480794337939,0.963301749562248,0.9324348363374727,0.9871030911733963,0.9300642551688877,0.8750281461185923,0.16551702191926398,0.03244987469683994,0.9787224865277595,0.021277513472240578,0.9742684138101739,0.025731586189825923,0.9613674747945257,0.9610971358311302,0.9628342976270117,0.9613674747945257,0.935882514183007,0.9438768029333973,0.9324348363374727
"{'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.888938976731589,0.8955020527037525,0.8861471861471861,0.11385281385281384,0.9134851920566207,0.08651480794337939,0.9627549279627949,0.9324348363374727,0.986918878223226,0.9300642551688877,0.8750281461185923,0.16572002274486808,0.03243052584809708,0.9787224865277595,0.021277513472240578,0.9742684138101739,0.025731586189825923,0.9613674747945257,0.9610971358311302,0.9628342976270117,0.9613674747945257,0.935882514183007,0.9438768029333973,0.9324348363374727
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.8800746634177469,0.8872042990970745,0.8774891774891775,0.12251082251082249,0.9093795093795094,0.09062049062049062,0.9517031935138175,0.9270821069155943,0.9816063369254858,0.9241343571060783,0.8660537503594461,0.38219536486913636,0.04040535601086294,0.9766750363420114,0.02332496365798863,0.9723465973524138,0.02765340264758627,0.9580838908102128,0.957813050925571,0.9604108993992174,0.9580838908102128,0.9306964665613581,0.9408630533659617,0.9270821069155943
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.874581937082563,0.8803827609679196,0.8727272727272728,0.12727272727272723,0.8985284556713127,0.10147154432868719,0.9545446939632234,0.9237306576402321,0.9826087623959961,0.9208283140791755,0.857119746247158,0.37727081636377396,0.04103259085571469,0.9747340425531916,0.025265957446808502,0.9713124133402976,0.02868758665970243,0.9556481794785033,0.9554057369494002,0.9576292623898458,0.9556481794785033,0.9265522020389415,0.934920434505805,0.9237306576402321
