Perceptron Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.9120523675368727,0.9121077631296786,0.912463768115942,0.08753623188405797,0.9140149700284518,0.08598502997154814,0.9609721405546656,0.9461103642917813,0.9880977904798989,0.9451118460696583,0.892749303080269,0.20859645188424764,0.028986153952282167,0.9797569604676204,0.020243039532379648,0.9799163737844718,0.020083626215528217,0.9671220400728597,0.967057920515648,0.9675284586202816,0.9671220400728597,0.9459393937267301,0.9469656719064619,0.9461103642917813
"{'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.91116330952825,0.9159707333339873,0.9081159420289856,0.09188405797101448,0.9246667547685125,0.07533324523148759,0.9641079509264967,0.945459293887897,0.9890313319813797,0.9445588473083874,0.8971070784914768,0.1832196102789772,0.029004529671035405,0.9828026457468082,0.01719735425319182,0.9788780248263164,0.021121975173683593,0.9687681306078391,0.9686441629539626,0.9687156015386875,0.9687681306078391,0.9483943730578792,0.9517723897974143,0.945459293887897
"{'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.9111161009896623,0.9159050296022929,0.9081159420289856,0.09188405797101448,0.9247054394880483,0.07529456051195182,0.9646026203261266,0.9454567301797494,0.9893060921384322,0.9445347669379821,0.8971095823530696,0.1831431200748413,0.02780128437917075,0.9827975183305133,0.017202481669486746,0.9788980144084022,0.021101985591597816,0.9687681306078391,0.9686277509531258,0.9687230439507738,0.9687681306078391,0.9483626957520572,0.9518017269482252,0.9454567301797494
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.9101088771939139,0.9137846276396427,0.9081159420289856,0.09188405797101448,0.9217649957248236,0.07823500427517645,0.9650871655979267,0.944946552258404,0.9876921771727922,0.9438627070376132,0.8949762371557322,0.20588526786281172,0.02868297452785081,0.9817771624878224,0.018222837512177615,0.9789623136308606,0.02103768636913943,0.9679417122040073,0.967805612804567,0.96821533268429,0.9679417122040073,0.9470437379792823,0.950363654677842,0.944946552258404
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.907994619701442,0.915254859556919,0.903864734299517,0.0961352657004831,0.9306432794706672,0.06935672052933288,0.9519219386537623,0.943838740528213,0.9832890641623078,0.9424374851109114,0.897592170838025,0.29544281729617555,0.029567579058306565,0.9838127467569093,0.016187253243090782,0.9780714681668595,0.02192853183314054,0.9687613843351548,0.9685231846311364,0.9692033843521941,0.9687613843351548,0.9480484263994293,0.9543573738187632,0.943838740528213
"{'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.9058987043556608,0.9165191034119016,0.8992270531400968,0.10077294685990339,0.936009485094851,0.06399051490514904,0.9674372625978632,0.9425300009586038,0.9906809555621445,0.9410742134497392,0.8987520043144199,0.12355378537176227,0.02558585040548439,0.9858329487771111,0.014167051222888794,0.9770876979464471,0.02291230205355286,0.9695878027389867,0.9692260226534042,0.9693710590310435,0.9695878027389867,0.9489608344197521,0.9565485915206491,0.9425300009586038
"{'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.9058987043556608,0.9165191034119016,0.8992270531400968,0.10077294685990339,0.936009485094851,0.06399051490514904,0.9670849653157791,0.9425300009586038,0.9904823239135018,0.9410742134497392,0.8987520043144199,0.12287395701721551,0.02557983027472579,0.9858329487771111,0.014167051222888794,0.9770876979464471,0.02291230205355286,0.9695878027389867,0.9692260226534042,0.9693710590310435,0.9695878027389867,0.9489608344197521,0.9565485915206491,0.9425300009586038
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.896896721814602,0.9073561823180768,0.8905314009661837,0.10946859903381642,0.9275659099880688,0.07243409001193121,0.9493433032868319,0.9371720738615463,0.9845571782465772,0.9353394092637337,0.8880243586733145,0.27377054545735235,0.031166259423376436,0.9838127467569091,0.016187253243090827,0.9751540484009181,0.024845951599081807,0.9663023679417122,0.9658678845679546,0.9662112087866694,0.9663023679417122,0.9433766139946478,0.9513599791944936,0.9371720738615463
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.8889654796409905,0.9021119800399925,0.8815458937198069,0.11845410628019323,0.9302238182094543,0.06977618179054568,0.9485743182606626,0.9326741928220631,0.9830518852419831,0.9302035329805761,0.8833430355103733,0.27413117983564506,0.03366288742964404,0.9838024919243195,0.016197508075680656,0.9733974134176184,0.02660258658238146,0.9646596505430749,0.9640932537009974,0.9652437672265954,0.9646596505430749,0.9402617847978997,0.9518106158135364,0.9326741928220631
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.8889334965580336,0.9005992537208701,0.8820289855072463,0.1179710144927536,0.9239728387554476,0.07602716124455255,0.948920014461631,0.9324106882107323,0.9852253078369463,0.9303256715482515,0.8803000939144427,0.29844669714738276,0.03235343047347378,0.9827923909142184,0.017207609085781672,0.9732410155819835,0.026758984418016517,0.9638433515482696,0.9633631102472446,0.9639921553572293,0.9638433515482696,0.9392457044144187,0.9486069271687155,0.9324106882107323
