Perceptron Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.9190690234854759,0.922692832212283,0.9169082125603865,0.08309178743961354,0.9297930502899447,0.0702069497100553,0.966677050763405,0.9503579159505005,0.9901350095773696,0.9495499651987978,0.9055209988835934,0.15428082580846061,0.02646769432890796,0.9838076193406143,0.01619238065938573,0.9809181148304089,0.019081885169590973,0.971233893273966,0.9711242379290116,0.9713225026477623,0.971233893273966,0.9525096517475223,0.9553555825601769,0.9503579159505005
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.9189896718307512,0.9224905277857527,0.9169082125603865,0.08309178743961351,0.9294347236950632,0.07056527630493696,0.9682348573689066,0.9503604796586478,0.9907381324463644,0.9494813012868093,0.9053418303021917,0.14729860518072724,0.02574123177391207,0.9838127467569091,0.016187253243090827,0.9809325547939409,0.019067445206059075,0.971233893273966,0.9710940738481597,0.9712701965475891,0.971233893273966,0.9524136610763112,0.9551836392445019,0.9503604796586478
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.9176100952752033,0.9129876272253312,0.921256038647343,0.078743961352657,0.9074993125135833,0.0925006874864166,0.9661900912386944,0.9494938348392331,0.9896436718146422,0.9486789448918781,0.8937869738981841,0.18750057316257515,0.029316607820627998,0.9777316310311234,0.022268368968876608,0.9818800001187519,0.01811999988124795,0.9671220400728598,0.9671762105951849,0.9678924876608086,0.9671220400728598,0.9463547866819637,0.9446896563161676,0.9494938348392331
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.9174671928218604,0.9186348611977901,0.9169082125603865,0.08309178743961354,0.9214926550330278,0.07850734496697231,0.9673111590746764,0.9493478149403994,0.9906101600620838,0.9485773809050212,0.9003676772502308,0.16787512049192768,0.02702183965266534,0.9817874173204123,0.018212582679587763,0.9808777107900049,0.019122289209995015,0.969594549011671,0.9695271816091608,0.9697248871485075,0.969594549011671,0.9499680019085162,0.9511851829115164,0.9493478149403994
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.9171377126498423,0.9243039800339876,0.9126570048309178,0.08734299516908214,0.9375418822370042,0.06245811776299581,0.9687865151891006,0.9492449768040145,0.9911597670716334,0.9482783399391334,0.9077715337318596,0.12380573622317488,0.024661793669724513,0.9858329487771111,0.014167051222888794,0.9799831613621354,0.020016838637864565,0.9720603116777979,0.9718539047869612,0.9720167172013691,0.9720603116777979,0.9535849788659796,0.9587625217995697,0.9492449768040145
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.9171377126498423,0.9243039800339876,0.9126570048309178,0.08734299516908214,0.9375418822370042,0.06245811776299581,0.9664962206311994,0.9492449768040145,0.9901883025056719,0.9482783399391334,0.9077715337318596,0.12221892781549312,0.024908119520703192,0.9858329487771111,0.014167051222888794,0.9799831613621354,0.020016838637864565,0.9720603116777979,0.9718539047869612,0.9720167172013691,0.9720603116777979,0.9535849788659796,0.9587625217995697,0.9492449768040145
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.9168055468950275,0.911132339655758,0.921256038647343,0.078743961352657,0.9042337101913773,0.0957662898086227,0.9618284523034152,0.9489862206260351,0.989094419017909,0.9481670391525541,0.8915855985774661,0.1960313450816542,0.030344772217108972,0.9767164026047274,0.023283597395272547,0.9818744889586529,0.018125511041347166,0.9662989948053701,0.9663973992209167,0.9672698399021211,0.9662989948053701,0.9451634171719313,0.943054099575015,0.9489862206260351
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.9161354409351781,0.9220481161562379,0.912463768115942,0.08753623188405794,0.9330842625619933,0.06691573743800679,0.9692928310374975,0.9486433079414761,0.9910714169825476,0.9476309169183912,0.9049540775121006,0.14728198573927467,0.025737827699775388,0.9848228477670101,0.01517715223298981,0.9799681367440958,0.020031863255904246,0.9712305201376239,0.9710338839523353,0.9711740379689452,0.9712305201376239,0.9522026326017059,0.9565261996530445,0.9486433079414761
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.913887480360349,0.9163755688755687,0.91256038647343,0.08743961352657006,0.9218639814291988,0.07813601857080119,0.968079466701924,0.9471713381887736,0.9907199115409222,0.9462935116047071,0.8978122917827276,0.17834414785158087,0.02704341444258458,0.9817822899041173,0.018217710095882668,0.9799023638073528,0.02009763619264726,0.9687681306078391,0.9686936730944566,0.9690133957011584,0.9687681306078391,0.9485849664263993,0.9508831726182757,0.9471713381887736
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.9122894530567999,0.9123996782655418,0.91256038647343,0.08743961352657006,0.9139048908162094,0.08609510918379057,0.9680894747670514,0.9461561097623777,0.9907433069259008,0.9453079005403744,0.8928060792952971,0.18750460727859672,0.02697226442141278,0.9797518330513254,0.02024816694867455,0.9798671158244693,0.020132884175530785,0.9671220400728598,0.9671011885485239,0.9674781610475552,0.9671220400728598,0.9460790445310294,0.9468860033203393,0.9461561097623777
