Perceptron Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.9118752001766456,0.91356193042365,0.9121212121212122,0.08787878787878786,0.9218490504204789,0.07815094957952101,0.9708425585157188,0.9464354794142028,0.9910641368088177,0.9446968632063999,0.896484998013277,0.19568699123207123,0.029730083972948136,0.9807497467071936,0.019250253292806486,0.9802124640438088,0.01978753595619121,0.9679217037333251,0.9677939425988988,0.9692926757394398,0.9679217037333251,0.9469182261967914,0.9510307572321437,0.9464354794142028
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.9111292877765979,0.9118366026113657,0.9121212121212122,0.08787878787878786,0.918796547367976,0.08120345263202407,0.9696574061412802,0.9459288938012342,0.9908891345061557,0.9442004626193617,0.8943898351982636,0.19578269562260514,0.0306550356376057,0.9797365754812565,0.02026342451874367,0.9801894596729784,0.019810540327021668,0.9671006856709277,0.9670337620133085,0.9686951112738091,0.9671006856709277,0.9457884147584246,0.949493003520477,0.9459288938012342
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.909902248517486,0.9092904716147607,0.9116883116883118,0.08831168831168829,0.914098864098864,0.0859011359011359,0.9578586575197929,0.9452053991080356,0.987215237481195,0.9434454251255614,0.8912937848152905,0.24436924859592946,0.031165922908268855,0.9787224865277595,0.021277513472240578,0.9801870301297325,0.019812969870267542,0.9662791793432538,0.9661642388077335,0.967741491749301,0.9662791793432538,0.944270302930133,0.9471429471142983,0.9452053991080356
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.9058667334373621,0.9123793438046464,0.9030303030303031,0.09696969696969694,0.9294174079888367,0.07058259201116344,0.9716125085710144,0.9429031960946853,0.9907406128150809,0.9407145337019186,0.8956741303901736,0.16505832894339317,0.027663442889782588,0.982776089159068,0.017223910840932128,0.9783498002375554,0.02165019976244466,0.9679356192937046,0.967637734822292,0.9691542971741613,0.9679356192937046,0.9463583786554601,0.953883604113196,0.9429031960946853
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.9058667334373621,0.9123793438046464,0.9030303030303031,0.09696969696969694,0.9294174079888367,0.07058259201116344,0.9700889791903422,0.9429031960946853,0.9907406128150809,0.9407145337019186,0.8956741303901736,0.1673900008318841,0.027886092833633074,0.982776089159068,0.017223910840932128,0.9783498002375554,0.02165019976244466,0.9679356192937046,0.967637734822292,0.9691542971741613,0.9679356192937046,0.9463583786554601,0.953883604113196,0.9429031960946853
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.9057513543166693,0.9059800357283196,0.9073593073593076,0.0926406926406926,0.9137880637880639,0.08621193621193621,0.9612874034971057,0.9430519096742502,0.9894622516962944,0.9407516970487958,0.8882966373008271,0.23261652539743255,0.030668247350001416,0.978744511989193,0.021255488010807153,0.979384360633818,0.02061563936618214,0.9654581612808564,0.9651994816098975,0.9671048871186846,0.9654581612808564,0.9423910207168079,0.9465862122109409,0.9430519096742502
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.8948726616442185,0.8835023634533815,0.9164502164502166,0.08354978354978353,0.8810986896701183,0.11890131032988174,0.939582360472203,0.9287481578704982,0.9780556323109515,0.9194226202446998,0.8588764044149639,0.3463987567009453,0.05285668261204355,0.9410460992907803,0.058953900709219846,0.9811622558807233,0.018837744119276714,0.9364307905942529,0.935652260651348,0.9624563373570998,0.9364307905942529,0.9155817113607829,0.9311304727754206,0.9287481578704982
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.8935178707019198,0.902035584915611,0.8900432900432901,0.10995670995670993,0.9262594548308833,0.0737405451691166,0.9581914786153659,0.9359136578551472,0.9886544011544012,0.9327777562036818,0.8850301053994029,0.2935307249422413,0.03226959160833587,0.9817840256670045,0.01821597433299561,0.9756348172501016,0.024365182749898344,0.964651547044115,0.9640917363332132,0.9663721520270071,0.964651547044115,0.9402098813426137,0.9509471360404925,0.9359136578551472
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.8932946767072526,0.9018328665631705,0.8900432900432901,0.10995670995670993,0.9272321593750166,0.0727678406249835,0.952219605437711,0.9359136578551472,0.9887004543919438,0.9325460171628739,0.8853525543012288,0.29090278964041766,0.033090574293961984,0.9817840256670045,0.018215974332995617,0.9757107833662517,0.02428921663374835,0.964651547044115,0.9640513594866074,0.9666181892243263,0.964651547044115,0.9401073311533478,0.951471471370634,0.9359136578551472
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.8917353004149343,0.9033944655226119,0.8852813852813854,0.1147186147186147,0.9288470788470788,0.07115292115292116,0.9625218541031308,0.934545876700132,0.9868629302139938,0.9315986460334128,0.8850946476218678,0.3042172061609291,0.03255087830632558,0.9838103681188789,0.016189631881121255,0.9744398036147928,0.02556019638520724,0.9654581612808564,0.9648295299275589,0.9658906974336718,0.9654581612808564,0.9411628815042952,0.9516434412309358,0.934545876700132
