Logistic Regression Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'C': 1.0, 'solver': 'liblinear'}",0.9272382818755753,0.918059845092682,0.9339593596059114,0.06604064039408866,0.9050073260672455,0.09499267393275442,0.9665159393723106,0.9553336661653999,0.988979550368263,0.9547749408092261,0.8998587751084262,0.1180132974241889,0.02745132094278054,0.9767079727248886,0.023292027275111454,0.9848424803307023,0.015157519669297653,0.9687549478080997,0.9689321227934958,0.9697922995414431,0.9687549478080997,0.9493723017992663,0.9449249031989739,0.9553336661653999
"{'C': 100.0, 'solver': 'sag'}",0.9246070860540171,0.9178342909303148,0.9296490147783252,0.07035098522167486,0.9085723829480782,0.09142761705192184,0.965915952902517,0.9536784281864351,0.9889513097046789,0.9530445724633553,0.8995262034743483,0.12830007024633028,0.02720995532663588,0.977707841594545,0.02229215840545501,0.9838501351200264,0.016149864879973705,0.9687603227650999,0.9688743529918342,0.9695952737846039,0.9687603227650999,0.9492678695864964,0.9462112590340522,0.9536784281864351
"{'C': 10.0, 'solver': 'sag'}",0.9216028377843664,0.9171104464984434,0.9251847290640394,0.07481527093596058,0.9119930818728093,0.08800691812719065,0.9662023641230046,0.951954415410593,0.9890942793257187,0.9511152006405836,0.8989819488886353,0.12598751247767442,0.02691920168644065,0.9787241017571466,0.02127589824285339,0.9829212658686526,0.017078734131347473,0.9687603227651,0.9687799761303064,0.9694914045714826,0.9687603227651,0.9489242470946043,0.9474571738707309,0.951954415410593
"{'C': 1.0, 'solver': 'sag'}",0.9172084310082302,0.9130900916528987,0.9208743842364533,0.07912561576354679,0.9099805289499312,0.09001947105006877,0.9663900501101955,0.9492911129154991,0.9898097633000404,0.948282615902286,0.8945823826785331,0.11147450647123759,0.025641044583257135,0.9777078415945449,0.022292158405455023,0.9819671718643259,0.01803282813567403,0.9671209608799951,0.9671673041027931,0.9683057405209992,0.9671209608799951,0.9463972495393225,0.9459738504071286,0.9492911129154991
"{'C': 10.0, 'solver': 'liblinear'}",0.9141192820289459,0.905063508566766,0.9208743842364533,0.07912561576354678,0.8928331413210446,0.10716685867895544,0.9633558516424032,0.9472790817064773,0.98777001627179,0.9464962341611394,0.8840851663150551,0.14096777821707251,0.028266695538667747,0.9736837791765014,0.026316220823498535,0.9818126673770087,0.018187332622991395,0.9638314871957846,0.9640185999809237,0.9650449361386727,0.9638314871957846,0.9413537084863987,0.9373229043490265,0.9472790817064773
"{'C': 100.0, 'solver': 'liblinear'}",0.910603187764699,0.902796315891917,0.916564039408867,0.08343596059113298,0.8927549294189312,0.1072450705810689,0.9602058954634619,0.9451280071159205,0.986710355518262,0.9442698407910959,0.8813767131286627,0.1765649480581406,0.0301677750661072,0.973691974822974,0.026308025177025948,0.980812784960829,0.01918721503917095,0.9630091187747319,0.9631884799984167,0.9642423394919304,0.9630091187747319,0.9399691411088188,0.9367838571898801,0.9451280071159205
"{'C': 100.0, 'solver': 'newton-cg'}",0.9096018125330281,0.9063141905672997,0.9122536945812808,0.0877463054187192,0.902757362678108,0.09724263732189203,0.9556881219885249,0.9444808336530846,0.9870900198504209,0.9435814472165323,0.8854289381426285,0.16534407868771359,0.0291566141548545,0.9767079727248885,0.023292027275111454,0.9798392798458574,0.02016072015414265,0.9646592305738375,0.9646872972378724,0.9652672779672751,0.9646592305738375,0.9422611061607615,0.9412983212619827,0.9444808336530846
"{'C': 10.0, 'solver': 'lbfgs'}",0.9057460647099651,0.9099596087944943,0.9036330049261083,0.09636699507389163,0.9200402159071513,0.07995978409284861,0.9642870345223026,0.9421989113274654,0.9888631661324558,0.9410260870115553,0.8906340846518854,0.15660179141945144,0.029572449236013584,0.9807648177288224,0.01923518227117753,0.9779582977813278,0.02204170221867212,0.9663147885214269,0.966210402277707,0.9669627300950423,0.9663147885214269,0.9446123676428928,0.9489992568442396,0.9421989113274654
"{'C': 1.0, 'solver': 'newton-cg'}",0.9021501178460054,0.908521076640771,0.8990147783251232,0.10098522167487683,0.924175588449782,0.075824411550218,0.9632684193576385,0.9403979281082736,0.9893123824348644,0.9386842171372851,0.890149455709631,0.1212632441434756,0.02762937833431822,0.9817810778914241,0.01821892210857591,0.9771873517996721,0.022812648200327926,0.9663094135644266,0.9660241267983416,0.9671412673608156,0.9663094135644266,0.9439250676570949,0.950681470124727,0.9403979281082736
"{'C': 1.0, 'solver': 'newton-cholesky'}",0.9005362267920222,0.9046357370699476,0.8990147783251232,0.10098522167487683,0.9168111527765228,0.0831888472234772,0.9631608344751864,0.939381667945672,0.9893136339867887,0.9376814338070725,0.8853875971657323,0.12206323194023885,0.027735648510325416,0.9797485575662208,0.020251442433779174,0.9771627648602543,0.022837235139745712,0.9646592305738375,0.9644447811051172,0.9657383347757305,0.9646592305738375,0.9414595671673299,0.9469869588183886,0.939381667945672
