K-Nearest Neighbors Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'n_neighbors': 21, 'metric': 'euclidean'}",0.8863218794253277,0.8178726405464095,0.9388243335611756,0.06117566643882436,0.7248365365563701,0.27516346344362985,0.927674388263541,0.9279069973750889,0.9769158198390046,0.9278423338119005,0.7792331488507512,0.30877069046251626,0.07810648083659129,0.9169896611890022,0.08301033881099788,0.9847471326786028,0.015252867321397115,0.9211008988786765,0.9248485012717809,0.935847440540611,0.9211008988786765,0.8837547111723518,0.8547918346174866,0.9279069973750889
"{'n_neighbors': 21, 'metric': 'minkowski'}",0.8863218794253277,0.8178726405464095,0.9388243335611756,0.06117566643882436,0.7248365365563701,0.27516346344362985,0.927674388263541,0.9279069973750889,0.9769158198390046,0.9278423338119005,0.7792331488507512,0.30877069046251626,0.07810648083659129,0.9169896611890022,0.08301033881099788,0.9847471326786028,0.015252867321397115,0.9211008988786765,0.9248485012717809,0.935847440540611,0.9211008988786765,0.8837547111723518,0.8547918346174866,0.9279069973750889
"{'n_neighbors': 13, 'metric': 'manhattan'}",0.8831516567483572,0.8062228585431462,0.9432102984734563,0.05678970152654365,0.7041176470588235,0.2958823529411765,0.9211510418441248,0.9255437142619619,0.977599734121921,0.9253709416744874,0.7661884623936475,0.34098221288460223,0.07440606508904508,0.9078771300504674,0.09212286994953256,0.9856755642991009,0.014324435700899104,0.9145246256357368,0.9190217754476665,0.9326968551268396,0.9145246256357368,0.8756943103981548,0.8448966056789621,0.9255437142619619
"{'n_neighbors': 5, 'metric': 'euclidean'}",0.8816723869259894,0.8082084750436621,0.9389952153110048,0.06100478468899525,0.7104288499025341,0.2895711500974659,0.883578444130707,0.9249804730345286,0.9727790246932946,0.9246329573065305,0.7685622687060688,0.582362487142979,0.07289236569531841,0.9109657307580523,0.08903426924194764,0.9848009140286059,0.015199085971394152,0.9161868939646718,0.9203670667266456,0.9332086977315415,0.9161868939646718,0.8772863494943269,0.84761488196557,0.9249804730345286
"{'n_neighbors': 5, 'metric': 'minkowski'}",0.8816723869259894,0.8082084750436621,0.9389952153110048,0.06100478468899525,0.7104288499025341,0.2895711500974659,0.883578444130707,0.9249804730345286,0.9727790246932946,0.9246329573065305,0.7685622687060688,0.582362487142979,0.07289236569531841,0.9109657307580523,0.08903426924194764,0.9848009140286059,0.015199085971394152,0.9161868939646718,0.9203670667266456,0.9332086977315415,0.9161868939646718,0.8772863494943269,0.84761488196557,0.9249804730345286
"{'n_neighbors': 13, 'metric': 'euclidean'}",0.8803992310584604,0.8052699277418379,0.9388812941444521,0.06111870585554798,0.705156771333242,0.2948432286667581,0.9195051168608969,0.9239011304081313,0.9774701015248014,0.9237411393861915,0.7647044753103834,0.3427143875131151,0.07447987332212487,0.9089209666718107,0.09107903332818945,0.9846523868073082,0.015347613192691845,0.9145408034296922,0.9189216928526864,0.9320813873939121,0.9145408034296922,0.8752637090957988,0.8449045790702749,0.9239011304081313
"{'n_neighbors': 13, 'metric': 'minkowski'}",0.8803992310584604,0.8052699277418379,0.9388812941444521,0.06111870585554798,0.705156771333242,0.2948432286667581,0.9195051168608969,0.9239011304081313,0.9774701015248014,0.9237411393861915,0.7647044753103834,0.3427143875131151,0.07447987332212487,0.9089209666718107,0.09107903332818945,0.9846523868073082,0.015347613192691845,0.9145408034296922,0.9189216928526864,0.9320813873939121,0.9145408034296922,0.8752637090957988,0.8449045790702749,0.9239011304081313
"{'n_neighbors': 8, 'metric': 'manhattan'}",0.8769816677664531,0.8031164789355718,0.9346092503987241,0.06539074960127593,0.7048631193368036,0.2951368806631965,0.9208209453326073,0.9217651365316722,0.9766133503651351,0.9214819863535165,0.7619528111091443,0.3519210280179519,0.07387697750706368,0.9089210226646202,0.09107897733537984,0.9836174275356919,0.01638257246430815,0.9137056248167359,0.9180850009745432,0.9311967756433329,0.9137056248167359,0.8739254810947106,0.8442402734362476,0.9217651365316722
"{'n_neighbors': 21, 'metric': 'manhattan'}",0.8766474477197669,0.8071036763475488,0.930166324903167,0.06983367509683303,0.7130171362980892,0.28698286370191084,0.9247915281759639,0.9215500781294731,0.9762881928414568,0.9215033466619046,0.765753055408029,0.3053855900784536,0.07673389850675111,0.9129338313557792,0.08706616864422072,0.9825404604624731,0.01745953953752692,0.9161666717222273,0.9202167188782768,0.9318218567260032,0.9161666717222273,0.8767724671694112,0.8477787983802813,0.9215500781294731
"{'n_neighbors': 5, 'metric': 'manhattan'}",0.8759459231894583,0.7962756972768097,0.9389952153110048,0.06100478468899525,0.6921815298103958,0.30781847018960423,0.8874729553456403,0.9209308210746346,0.970619702622756,0.9205202173571058,0.7547129537898333,0.6075279330846102,0.07220672357312444,0.9028664268382643,0.0971335731617355,0.9846573896961495,0.01534261030385061,0.9096106207217319,0.9145045091574664,0.9296594084787696,0.9096106207217319,0.8690918446795298,0.8384194597532725,0.9209308210746346
