K-Nearest Neighbors Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'n_neighbors': 21, 'metric': 'euclidean'}",0.8839289650004408,0.8226496682323119,0.9301678108314264,0.06983218916857359,0.7375407322215832,0.2624592677784167,0.9310465210209689,0.9266223669541748,0.9758111062729875,0.9266155744276098,0.7839334038591843,0.29230052881577956,0.08189858815820251,0.9230769230769231,0.07692307692307693,0.9827439650327238,0.017256034967276235,0.924410973554576,0.927625847425928,0.9365920763942974,0.924410973554576,0.8873080758309927,0.8601423486271536,0.9266223669541748
"{'n_neighbors': 21, 'metric': 'minkowski'}",0.8839289650004408,0.8226496682323119,0.9301678108314264,0.06983218916857359,0.7375407322215832,0.2624592677784167,0.9310465210209689,0.9266223669541748,0.9758111062729875,0.9266155744276098,0.7839334038591843,0.29230052881577956,0.08189858815820251,0.9230769230769231,0.07692307692307693,0.9827439650327238,0.017256034967276235,0.924410973554576,0.927625847425928,0.9365920763942974,0.924410973554576,0.8873080758309927,0.8601423486271536,0.9266223669541748
"{'n_neighbors': 21, 'metric': 'manhattan'}",0.8787239257121071,0.8114658925979681,0.9301296720061022,0.06987032799389781,0.7196803652968037,0.2803196347031963,0.919198806898536,0.9230607874200552,0.9729874049231511,0.9230321887286016,0.7708648349518146,0.31896507937893337,0.08207095424965188,0.9159919028340081,0.08400809716599189,0.9826273943921002,0.017372605607899716,0.9186543946072077,0.9224191270719954,0.9331452242638067,0.9186543946072077,0.8798018412662093,0.851153879844452,0.9230607874200552
"{'n_neighbors': 13, 'metric': 'euclidean'}",0.8777317487990701,0.7995991429953695,0.9389397406559878,0.06106025934401221,0.6963701902925643,0.30362980970743564,0.913770536864664,0.9218990201255648,0.9742797629525318,0.9217356488374802,0.7579848231307312,0.3318662262652708,0.0792221506101498,0.9048582995951417,0.09514170040485831,0.9845517134304027,0.015448286569597292,0.9112665824042866,0.9160177505244064,0.930311445416497,0.9112665824042866,0.8713065900078578,0.8404609518614835,0.9218990201255648
"{'n_neighbors': 13, 'metric': 'minkowski'}",0.8777317487990701,0.7995991429953695,0.9389397406559878,0.06106025934401221,0.6963701902925643,0.30362980970743564,0.913770536864664,0.9218990201255648,0.9742797629525318,0.9217356488374802,0.7579848231307312,0.3318662262652708,0.0792221506101498,0.9048582995951417,0.09514170040485831,0.9845517134304027,0.015448286569597292,0.9112665824042866,0.9160177505244064,0.930311445416497,0.9112665824042866,0.8713065900078578,0.8404609518614835,0.9218990201255648
"{'n_neighbors': 13, 'metric': 'manhattan'}",0.8770868943571881,0.8030725470316549,0.9345156369183829,0.06548436308161709,0.7040692640692641,0.29593073593073593,0.9094279067450899,0.9217112597547381,0.9736730545338879,0.921622315624552,0.7615532849174321,0.3564744983834294,0.07860812885498869,0.9089068825910931,0.09109311740890685,0.9835668698114113,0.016433130188588718,0.9137255855155129,0.9180971920658034,0.9309692090755344,0.9137255855155129,0.8739170856931746,0.8438180669403377,0.9217112597547381
"{'n_neighbors': 8, 'metric': 'manhattan'}",0.8626480892145589,0.7873134328358209,0.9214340198321891,0.07856598016781086,0.687293099057805,0.31270690094219505,0.8947260946786756,0.9121340139646776,0.9712936241766184,0.912077148023265,0.7417609974151753,0.42650472246087884,0.08001286341653552,0.902834008097166,0.09716599190283404,0.9802245150320736,0.019775484967926416,0.906328320802005,0.9112171061509811,0.9251052243083858,0.906328320802005,0.8636256260337222,0.8337588070449393,0.9121340139646776
"{'n_neighbors': 5, 'metric': 'euclidean'}",0.8592423599320883,0.7803144224196856,0.9214340198321891,0.07856598016781086,0.6768092105263157,0.32319078947368424,0.8657652333783072,0.909603649592208,0.9677552058724526,0.9095265898953326,0.7335623892643015,0.6586161894294704,0.08018202694921875,0.8977732793522267,0.10222672064777327,0.980092212714414,0.019907787285585954,0.9022259312073286,0.907602771080825,0.9230121989776876,0.9022259312073286,0.8587144473542866,0.8284507116203649,0.909603649592208
"{'n_neighbors': 5, 'metric': 'minkowski'}",0.8592423599320883,0.7803144224196856,0.9214340198321891,0.07856598016781086,0.6768092105263157,0.32319078947368424,0.8657652333783072,0.909603649592208,0.9677552058724526,0.9095265898953326,0.7335623892643015,0.6586161894294704,0.08018202694921875,0.8977732793522267,0.10222672064777327,0.980092212714414,0.019907787285585954,0.9022259312073286,0.907602771080825,0.9230121989776876,0.9022259312073286,0.8587144473542866,0.8284507116203649,0.909603649592208
"{'n_neighbors': 8, 'metric': 'euclidean'}",0.8585569003416404,0.778815775138904,0.9214721586575134,0.07852784134248664,0.67444662255983,0.32555337744016993,0.8853556712606141,0.9091166461303761,0.9710921214760189,0.9090223076737399,0.7318054273367809,0.4825069962762636,0.08027243711451787,0.8967611336032388,0.10323886639676111,0.9800685266764562,0.019931473323543836,0.9014049131449313,0.9068700190668275,0.9225499760191138,0.9014049131449313,0.8576885676810161,0.8272575746181432,0.9091166461303761
