K-Nearest Neighbors Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'n_neighbors': 13, 'metric': 'euclidean'}",0.9015907991820958,0.8263965053463553,0.9604371921182266,0.03956280788177338,0.7266217040964593,0.2733782959035407,0.9361324805098659,0.9377405603916599,0.9790149866479596,0.9373237337473297,0.7919529329987682,0.2726016420629349,0.0705159609644164,0.9150439286650931,0.08495607133490692,0.9901480883060336,0.00985191169396632,0.923599506899309,0.9276084731753045,0.9406448542490439,0.923599506899309,0.8886979803941335,0.8583848962012465,0.9377405603916599
"{'n_neighbors': 13, 'metric': 'minkowski'}",0.9015907991820958,0.8263965053463553,0.9604371921182266,0.03956280788177338,0.7266217040964593,0.2733782959035407,0.9361324805098659,0.9377405603916599,0.9790149866479596,0.9373237337473297,0.7919529329987682,0.2726016420629349,0.0705159609644164,0.9150439286650931,0.08495607133490692,0.9901480883060336,0.00985191169396632,0.923599506899309,0.9276084731753045,0.9406448542490439,0.923599506899309,0.8886979803941335,0.8583848962012465,0.9377405603916599
"{'n_neighbors': 8, 'metric': 'euclidean'}",0.8950250242460307,0.8173880114617604,0.9562807881773399,0.04371921182266009,0.7154195849022833,0.2845804150977167,0.9220098846357208,0.9336175446263044,0.9773371904548738,0.9330333303641078,0.7814353345055773,0.3668404591446702,0.07007953411347158,0.9109543010752689,0.08904569892473119,0.9891555848891536,0.010844415110846495,0.9194552726690769,0.9237209151410206,0.937743066888967,0.9194552726690769,0.8828491375708696,0.8522875848957184,0.9336175446263044
"{'n_neighbors': 8, 'metric': 'minkowski'}",0.8950250242460307,0.8173880114617604,0.9562807881773399,0.04371921182266009,0.7154195849022833,0.2845804150977167,0.9220098846357208,0.9336175446263044,0.9773371904548738,0.9330333303641078,0.7814353345055773,0.3668404591446702,0.07007953411347158,0.9109543010752689,0.08904569892473119,0.9891555848891536,0.010844415110846495,0.9194552726690769,0.9237209151410206,0.937743066888967,0.9194552726690769,0.8828491375708696,0.8522875848957184,0.9336175446263044
"{'n_neighbors': 5, 'metric': 'euclidean'}",0.8889520145185317,0.8149224046502659,0.947506157635468,0.052493842364532015,0.7177255657269671,0.2822744342730329,0.8832590969881604,0.9297506529063781,0.9698388754071177,0.9291169897864937,0.7779150707867086,0.6821568305464387,0.06991100917374218,0.9119951481772882,0.08800485182271178,0.9870809116571828,0.012919088342817159,0.9186490291190254,0.9228682009230855,0.9365107077123744,0.9186490291190254,0.8813704956159834,0.852403238692075,0.9297506529063781
"{'n_neighbors': 5, 'metric': 'minkowski'}",0.8889520145185317,0.8149224046502659,0.947506157635468,0.052493842364532015,0.7177255657269671,0.2822744342730329,0.8832590969881604,0.9297506529063781,0.9698388754071177,0.9291169897864937,0.7779150707867086,0.6821568305464387,0.06991100917374218,0.9119951481772882,0.08800485182271178,0.9870809116571828,0.012919088342817159,0.9186490291190254,0.9228682009230855,0.9365107077123744,0.9186490291190254,0.8813704956159834,0.852403238692075,0.9297506529063781
"{'n_neighbors': 21, 'metric': 'euclidean'}",0.8874570968656337,0.821290619127843,0.9387315270935961,0.06126847290640393,0.7322440008606167,0.26775599913938325,0.9379780899152557,0.9288997590883663,0.9768539904804538,0.9285354956752281,0.7840105593998916,0.26467939854271827,0.07326028847262991,0.9190679910831366,0.08093200891686338,0.9849376164710685,0.015062383528931494,0.9227555674587715,0.9264108852632027,0.9374992886141119,0.9227555674587715,0.8859968166125414,0.8585908086658427,0.9288997590883663
"{'n_neighbors': 21, 'metric': 'minkowski'}",0.8874570968656337,0.821290619127843,0.9387315270935961,0.06126847290640393,0.7322440008606167,0.26775599913938325,0.9379780899152557,0.9288997590883663,0.9768539904804538,0.9285354956752281,0.7840105593998916,0.26467939854271827,0.07326028847262991,0.9190679910831366,0.08093200891686338,0.9849376164710685,0.015062383528931494,0.9227555674587715,0.9264108852632027,0.9374992886141119,0.9227555674587715,0.8859968166125414,0.8585908086658427,0.9288997590883663
"{'n_neighbors': 13, 'metric': 'manhattan'}",0.8842945941702831,0.8093202743992911,0.9428879310344828,0.057112068965517224,0.7097737635927623,0.2902262364072377,0.9342855741931235,0.9264211816200476,0.9779052537242956,0.9261520760151005,0.7700423989044833,0.2729568136457326,0.07094531279026006,0.9099544322056123,0.09004556779438762,0.9857427531414551,0.01425724685854489,0.9161712451333501,0.9205690557150865,0.9339195142242701,0.9161712451333501,0.877793396144648,0.8477582583671087,0.9264211816200476
"{'n_neighbors': 3, 'metric': 'euclidean'}",0.8838530390171645,0.8089072848363228,0.9433497536945812,0.05665024630541872,0.7109453369627788,0.28905466303722116,0.8175627982561077,0.9261480606920323,0.9579815261246527,0.9255006227632598,0.7702340409974467,1.2023270162664306,0.07489023662187756,0.9089463676894834,0.09105363231051664,0.985868818645816,0.014131181354184133,0.9153704477317824,0.9198923636166152,0.9342123894733626,0.9153704477317824,0.8772467547715503,0.8484070778042974,0.9261480606920323
"{'n_neighbors': 3, 'metric': 'minkowski'}",0.8838530390171645,0.8089072848363228,0.9433497536945812,0.05665024630541872,0.7109453369627788,0.28905466303722116,0.8175627982561077,0.9261480606920323,0.9579815261246527,0.9255006227632598,0.7702340409974467,1.2023270162664306,0.07489023662187756,0.9089463676894834,0.09105363231051664,0.985868818645816,0.014131181354184133,0.9153704477317824,0.9198923636166152,0.9342123894733626,0.9153704477317824,0.8772467547715503,0.8484070778042974,0.9261480606920323
