Classifier Model,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
SVM (RBF Kernel),0.9130621797125045,0.9203477443609023,0.908276125095347,0.09172387490465295,0.9327835880933226,0.06721641190667738,0.9646950053312272,0.9465469694302646,0.9894975402773789,0.9457683110587105,0.9023229633971628,0.0986542101621995,0.026380395631282506,0.9848178137651822,0.015182186234817818,0.9788751781318823,0.02112482186811765,0.9704190432979,0.9702668313454785,0.970199227433555,0.9704190432979,0.951092127312416,0.9558293831126025,0.9465469694302646
Neural Network,0.9035506746774352,0.9095161981989006,0.8996186117467582,0.10038138825324183,0.9196428571428572,0.08035714285714285,0.9622626282020029,0.9406999941324884,0.989277663001016,0.9397855772586029,0.8889086171078586,0.11968399761056958,0.02887056729672069,0.9817813765182186,0.018218623481781382,0.97684088401376,0.023159115986239986,0.966313952985913,0.9661672088554316,0.9660741422121105,0.966313952985913,0.9444104245741773,0.9482418705783086,0.9406999941324884
Logistic Regression,0.9006697781549278,0.8964294425577424,0.9038520213577421,0.09614797864225783,0.8907221071322877,0.10927789286771233,0.9597487508872573,0.9387681159420289,0.9886150202120333,0.9380117133708896,0.8727355481831731,0.1209442644702848,0.03156850228668095,0.9736842105263157,0.026315789473684237,0.9776955973803276,0.02230440261967237,0.9605627754731657,0.9607281332689047,0.961303612926965,0.9605627754731657,0.9360329216127713,0.9342088522563077,0.9387681159420289
Deep Neural Network,0.8940652926349811,0.8865775044457618,0.8995041952707856,0.10049580472921438,0.8757575757575757,0.12424242424242421,0.9584429825562244,0.934569911400575,0.9873858537383768,0.9338230446556324,0.860455485221427,0.22958804972755742,0.03869011040439274,0.9696356275303644,0.030364372469635637,0.9765958242909527,0.023404175709047348,0.9564563348025235,0.9567688398992958,0.9575912842833115,0.9564563348025235,0.9298119511200975,0.9261767000242642,0.934569911400575
k-Nearest Neighbors,0.8592423599320883,0.7803144224196856,0.9214340198321891,0.07856598016781086,0.6768092105263157,0.32319078947368424,0.8657652333783072,0.909603649592208,0.9677552058724526,0.9095265898953326,0.7335623892643015,0.6586161894294704,0.08018202694921875,0.8977732793522267,0.10222672064777327,0.980092212714414,0.019907787285585954,0.9022259312073286,0.907602771080825,0.9230121989776876,0.9022259312073286,0.8587144473542866,0.8284507116203649,0.909603649592208
Gaussian Naive Bayes,0.8543307086614174,0.7444627515593738,0.9475972540045766,0.05240274599542338,0.6131045490822027,0.38689545091779726,0.7281890069064735,0.9044666431966203,0.9447898427198078,0.9034341050516844,0.6962041990856143,3.1746708273076822,0.11962651726237605,0.861336032388664,0.13866396761133604,0.9860945506106796,0.013905449389320368,0.8775643310863366,0.8865626611221427,0.9159165641972145,0.8775643310863366,0.8319789193968274,0.7995995498464412,0.9044666431966203
SVM (Polynomial Kernel),0.8494257861537746,0.8596372871939363,0.8427536231884059,0.1572463768115942,0.8772212579552029,0.1227787420447971,0.9240541384205058,0.9077128439828669,0.9797547688972476,0.9053738707662478,0.8281692634278788,0.14577550570178865,0.04099902221006177,0.9726720647773279,0.027327935222672073,0.963893650755326,0.036106349244674096,0.948231300233342,0.9478270734088712,0.9475872226604075,0.948231300233342,0.9139500026263025,0.9205574543552644,0.9077128439828669
Gaussian Process Classifier,0.8293799959240054,0.7954366640440598,0.8602212051868803,0.13977879481311978,0.7615714608263717,0.23842853917362833,0.5756124421627757,0.8906369183829137,0.7465107607074366,0.8893426169355454,0.7509936815488152,0.44096110214346773,0.1469710769473921,0.9210526315789473,0.07894736842105265,0.9660058454358021,0.033994154564197854,0.909656954887218,0.9141881817372352,0.9274180540989958,0.909656954887218,0.868600599896779,0.8637886531310869,0.8906369183829137
Decision Tree Classifier,0.6745508386005077,0.6842990429664038,0.6682684973302822,0.3317315026697178,0.7014824797843666,0.29851752021563344,0.531650655290173,0.8012395118230358,0.8012395118230359,0.7898911936001748,0.6138139459566123,4.175753498598215,0.11585267046927664,0.9342105263157895,0.06578947368421051,0.9239763034695055,0.07602369653049446,0.8841473295307234,0.8829861036042486,0.8821067368398214,0.8841473295307234,0.8066764355587619,0.812729391626936,0.8012395118230358
Random Forest Classifier,0.659791067050421,0.7484557309540152,0.6115179252479024,0.3884820747520976,0.9647887323943662,0.03521126760563381,0.9283219719264151,0.8032285982514815,0.9752928737527677,0.7797042287142324,0.7312395291260899,0.22166154606904426,0.06058826835407484,0.9949392712550607,0.005060728744939291,0.9170077830221517,0.08299221697784831,0.9227702877884366,0.9156120267498242,0.925980489863193,0.9227702877884366,0.8514188436690264,0.940898257708259,0.8032285982514815
