Classifier Model,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
SVM (RBF Kernel),0.9155823456406472,0.9202650119058787,0.9127702362996482,0.08722976370035194,0.9293363499245852,0.0706636500754148,0.9640992045463973,0.9482742816179349,0.9894013772032348,0.9471370150488342,0.9026841766322952,0.09129877870942774,0.02405453099440859,0.9837783269362215,0.016221673063778325,0.9799390757690353,0.02006092423096472,0.9703901403897792,0.9701956500094437,0.9703725504390305,0.9703901403897792,0.9510391234327205,0.9546377128468103,0.9482742816179349
Logistic Regression,0.91232580493478,0.913303529855858,0.9127702362996482,0.08722976370035194,0.919452619104322,0.08054738089567812,0.9589342653256145,0.9467759553827665,0.988349634541585,0.9451726120661994,0.8957548220071843,0.11885333111351007,0.027355249191425176,0.980781674465885,0.019218325534115014,0.9801420656932366,0.019857934306763303,0.967926349319262,0.9677118861173318,0.9688088412340848,0.967926349319262,0.9468031204070743,0.9497973423987793,0.9467759553827665
Deep Neural Network,0.9024034161289134,0.908313672114577,0.899195575666164,0.1008044243338361,0.9214472070360377,0.0785527929639623,0.965750508973039,0.940474805552205,0.98907309466133,0.9386374378838694,0.8891365750032855,0.19465352959272395,0.028262077933051837,0.9817540354382459,0.01824596456175404,0.9770781546388834,0.022921845361116615,0.9662720896004863,0.9659441896332951,0.9665339971697269,0.9662720896004863,0.9438122322275068,0.9492626808374605,0.940474805552205
Neural Network,0.8977086133276679,0.9030844245000325,0.8949220713926598,0.10507792860734037,0.9161046942393694,0.08389530576063085,0.9676868692063733,0.9378385529159523,0.9897699731755458,0.9355255796049297,0.8832125175123736,0.13541742055475614,0.027462689241007473,0.9807550344392448,0.01924496556075504,0.9761469771996087,0.02385302280039122,0.964635243141908,0.9641798945227908,0.9648061258640394,0.964635243141908,0.9407108016378509,0.9461258357194892,0.9378385529159523
k-Nearest Neighbors,0.8884563901331534,0.8143002472978537,0.9477124183006537,0.052287581699346414,0.7182267599572106,0.2817732400427895,0.8802601298162026,0.928805996205377,0.9732954223279301,0.9281031134862379,0.7770294107017222,0.6811045994671026,0.06950072750697928,0.9098995741101006,0.09010042588989958,0.986944973912595,0.01305502608740512,0.91704758173349,0.9215767328741643,0.9362886469551441,0.91704758173349,0.8803957914426357,0.8525858669349027,0.928805996205377
Gaussian Process Classifier,0.8884058141745237,0.8845411500848793,0.8949220713926598,0.10507792860734037,0.8899695554614419,0.11003044453855813,0.8412594727291918,0.931391228310733,0.9139998002227104,0.9292477769686999,0.8624507812278606,0.2392120355732388,0.0698403906137712,0.9678603852288062,0.032139614771193745,0.9760307416516321,0.02396925834836794,0.9541098535896787,0.9549611305277629,0.9600028621014791,0.9541098535896787,0.9278639511065866,0.9330001485565368,0.931391228310733
SVM (Polynomial Kernel),0.8854716439593133,0.8924443768257156,0.882101558572147,0.1178984414278532,0.9101955492048373,0.08980445079516289,0.9319996197681184,0.9304094031183813,0.9814673573187503,0.9279871226708812,0.8709717545463602,0.14064656723752578,0.03504853338460729,0.9787172476646162,0.021282752335383903,0.9732145592098784,0.026785440790121427,0.9605171923526148,0.9601166977985485,0.9613767642876344,0.9605171923526148,0.9341167853052929,0.9417050542073577,0.9304094031183813
Gaussian Naive Bayes,0.8547301467234261,0.7434089174867442,0.9514831573655104,0.04851684263448971,0.6128892259177543,0.38711077408224565,0.7188774510851409,0.9043748752107886,0.942548964909646,0.9026095936234941,0.6963844678658,3.307531289611402,0.12330692856321729,0.8572665930560668,0.14273340694393327,0.9873694601113475,0.012630539888652353,0.8750492989773414,0.8846000938523327,0.9169571079996399,0.8750492989773414,0.8303306611065745,0.800129343014551,0.9043748752107886
Decision Tree Classifier,0.6850579357943876,0.6816844542260486,0.6900452488687783,0.30995475113122173,0.6887877391225756,0.31121226087742443,0.5344711802658121,0.8080842996013273,0.8080842996013273,0.79494740381211,0.6148600041608968,4.266142328465717,0.11836043040392281,0.9261233503338767,0.07387664966612334,0.929040736252315,0.07095926374768492,0.8816395695960773,0.8809573801230519,0.8840216529451698,0.8816395695960773,0.8043750036343821,0.8089142376874452,0.8080842996013273
Random Forest Classifier,0.6539836679866202,0.7426902350792143,0.606586224233283,0.39341377576671693,0.9732084155161078,0.026791584483892183,0.9372527376758852,0.8012753929936594,0.9773255528441288,0.7746403832619454,0.7303873052235601,0.20690938184400706,0.05628359969137775,0.9959645617540354,0.004035438245964563,0.916558287767371,0.08344171223262913,0.9227330111880196,0.9146659495771787,0.927201492595821,0.9227330111880196,0.8485952012833246,0.9448833516417394,0.8012753929936594
