Classifier Model,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
Deep Neural Network,0.9122894530567999,0.9123996782655418,0.91256038647343,0.08743961352657006,0.9139048908162094,0.08609510918379057,0.9680894747670514,0.9461561097623777,0.9907433069259008,0.9453079005403744,0.8928060792952971,0.18750460727859672,0.02697226442141278,0.9797518330513254,0.02024816694867455,0.9798671158244693,0.020132884175530785,0.9671220400728598,0.9671011885485239,0.9674781610475552,0.9671220400728598,0.9460790445310294,0.9468860033203393,0.9461561097623777
SVM (RBF Kernel),0.9088271186413526,0.9169558142523273,0.9036714975845411,0.09632850241545891,0.9316670342574176,0.06833296574258255,0.9634738106789209,0.9442471726757757,0.9894443664185444,0.9429356563249718,0.8988762916303313,0.09393389970946539,0.024898705601285244,0.9848228477670101,0.01517715223298981,0.9780134213503395,0.021986578649660672,0.9695844296026446,0.9692863565106835,0.9693192530199719,0.9695844296026446,0.9491679833810966,0.9548402278038782,0.9442471726757757
Logistic Regression,0.9062270478059951,0.9111894297949064,0.903671497584541,0.09632850241545894,0.9226075388026608,0.07739246119733927,0.958525123862724,0.942726893744329,0.9885903370248255,0.9413614808860447,0.8924955049568363,0.1266934090070509,0.030162492931837842,0.9817822899041173,0.018217710095882668,0.9780746301064003,0.021925369893599767,0.9671321594818864,0.9669183594766564,0.9676111786450324,0.9671321594818864,0.9455053586560289,0.9503410844545304,0.942726893744329
Neural Network,0.9058987043556608,0.9165191034119016,0.8992270531400968,0.10077294685990339,0.936009485094851,0.06399051490514904,0.9674372625978632,0.9425300009586038,0.9906809555621445,0.9410742134497392,0.8987520043144199,0.12355378537176227,0.02558585040548439,0.9858329487771111,0.014167051222888794,0.9770876979464471,0.02291230205355286,0.9695878027389867,0.9692260226534042,0.9693710590310435,0.9695878027389867,0.9489608344197521,0.9565485915206491,0.9425300009586038
k-Nearest Neighbors,0.8780530130156278,0.8007865007865007,0.938647342995169,0.061352657004830925,0.6987425489885851,0.30125745101141493,0.8827757573118247,0.922261681034579,0.9705113346862777,0.9218879116308353,0.7596080063378096,0.6336111386466865,0.07157473032676373,0.9058760190739885,0.09412398092601137,0.9846193334214837,0.015380666578516222,0.912055589286919,0.9167258113289842,0.930863210887009,0.912055589286919,0.8721755175705617,0.8416809412050344,0.922261681034579
SVM (Polynomial Kernel),0.867984420867716,0.8806549603123802,0.86,0.14,0.9038357150622216,0.09616428493777833,0.9223904607025724,0.9193759934369071,0.9805699185137133,0.9170811825644469,0.8549622037588194,0.14525493949702922,0.037276156001710865,0.9787519868738144,0.02124801312618574,0.96808556945277,0.03191443054723005,0.9564426904135466,0.9559280740032576,0.9559951640973077,0.9564426904135466,0.9270035039728235,0.9359606422574958,0.9193759934369071
Gaussian Naive Bayes,0.8594414939069063,0.750835722466699,0.9517874396135266,0.04821256038647341,0.6209352429032188,0.3790647570967812,0.7069607886344518,0.908075948181885,0.941178827684382,0.9067813749277553,0.7045209454472524,3.310712444993861,0.11842830748881432,0.8643644567502434,0.13563554324975646,0.9874385310584446,0.012561468941555498,0.8808641975308642,0.889512673266972,0.9184395789798241,0.8808641975308642,0.8362467919946873,0.8041868869808317,0.908075948181885
Random Forest Classifier,0.6887494716139211,0.7743263083948015,0.6417391304347826,0.35826086956521735,0.9800782381918285,0.019921761808171533,0.9347001521088545,0.8193518499940924,0.9768276712538466,0.7991761204621971,0.7590987428141531,0.20954880382001123,0.056894441745935366,0.996964569553402,0.003035430446597975,0.923271296757013,0.07672870324298695,0.9301524657626661,0.9240057713575439,0.9339674758041566,0.9301524657626661,0.8664987914044868,0.9516747674744209,0.8193518499940924
Gaussian Process Classifier,0.6814978315932189,0.682711735402578,0.6859903381642513,0.31400966183574874,0.7010654498802902,0.2989345501197098,0.7938527548342723,0.8272693833055783,0.8852309901040865,0.7243282431971336,0.6623160557858934,0.3363431145840483,0.10512212922240807,0.9685484284469057,0.03145157155309437,0.9366838644264212,0.06331613557357885,0.9154118599473791,0.8993524599439322,0.8922138673578827,0.9154118599473791,0.8161724796269869,0.8188746571533556,0.8272693833055783
Decision Tree Classifier,0.647785211981647,0.651703784506512,0.6463768115942028,0.3536231884057971,0.6633367076328607,0.3366632923671394,0.49398965062095196,0.7837124277424431,0.7837124277424432,0.7709986558772204,0.5737407608141226,4.708556326161132,0.13063482425959658,0.9210480438906835,0.07895195610931653,0.9183913643285218,0.08160863567147836,0.8693651757404035,0.8690801171451012,0.8703575357205571,0.8693651757404035,0.7855970984461945,0.7908640359806911,0.7837124277424431
