Classifier Model,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
SVM (RBF Kernel),0.9171328050211367,0.9182994267684277,0.916564039408867,0.08343596059113301,0.9210970630325469,0.0789029369674531,0.9665708854950634,0.9491725586501456,0.9899517437913334,0.9483125016879324,0.9000134271685545,0.0930433723010197,0.024604022800889008,0.981781077891424,0.018218922108575925,0.9808930723665475,0.01910692763345251,0.9695826911861527,0.9694985952050914,0.9696639146022623,0.9695826911861527,0.9498031945875769,0.9509950676995472,0.9491725586501456
Deep Neural Network,0.9100475706922573,0.9137152501047884,0.9079433497536946,0.09205665024630541,0.9213198821736086,0.07868011782639146,0.9686878920065962,0.9448663116457956,0.9900116265136512,0.9437530867758701,0.8947173820996027,0.16922380643951854,0.02671759747147258,0.9817892735378967,0.018210726462103324,0.978923531273292,0.02107646872670796,0.9679434004925311,0.9678050796262045,0.9680946883217092,0.9679434004925311,0.9470111558448907,0.9501217067234502,0.9448663116457956
Neural Network,0.9071491040194188,0.9130962493072122,0.9036330049261083,0.09636699507389161,0.9250854760274949,0.07491452397250506,0.9697180202420941,0.9432110736668308,0.9905004382854093,0.9419264226147529,0.8943711665724932,0.1311989211952203,0.02641540587695799,0.982789142407553,0.017210857592446893,0.9779936242466585,0.022006375753341495,0.9679272044300467,0.9677065889582228,0.968070096781066,0.9679272044300467,0.9467116303882698,0.9515395501370767,0.9432110736668308
Logistic Regression,0.8987708816245332,0.9064662197061985,0.8947044334975369,0.10529556650246304,0.9241511505221183,0.07584884947788173,0.963977622968281,0.9382386578712443,0.9895277603906263,0.9365374321565247,0.8874895154993802,0.11969129417697155,0.02722733265042017,0.9817728822449515,0.01822711775504851,0.9761452616329376,0.023854738367062353,0.9654816701863735,0.9652104743181257,0.9662886519433868,0.9654816701863735,0.9426382611150496,0.9501482060775279,0.9382386578712443
k-Nearest Neighbors,0.8889520145185317,0.8149224046502659,0.947506157635468,0.052493842364532015,0.7177255657269671,0.2822744342730329,0.8832590969881604,0.9297506529063781,0.9698388754071177,0.9291169897864937,0.7779150707867086,0.6821568305464387,0.06991100917374218,0.9119951481772882,0.08800485182271178,0.9870809116571828,0.012919088342817159,0.9186490291190254,0.9228682009230855,0.9365107077123744,0.9186490291190254,0.8813704956159834,0.852403238692075,0.9297506529063781
SVM (Polynomial Kernel),0.8842473004894407,0.8889172725319626,0.8817733990147782,0.1182266009852217,0.899531545191306,0.10046845480869399,0.9305931594960917,0.9292447836930697,0.9810971754168718,0.9274033532578916,0.8650014718959578,0.1417465185069332,0.035942782744759504,0.9767161683713612,0.02328383162863884,0.9730061265482683,0.026993873451731598,0.9588971342865018,0.9586266153132355,0.9591644634440318,0.9588971342865018,0.9318422796646574,0.9362688358697873,0.9292447836930697
Gaussian Naive Bayes,0.8546280501165869,0.741595085087271,0.9518165024630543,0.048183497536945785,0.6082020010132118,0.39179799898678824,0.7202987835760861,0.9045364639249442,0.9433443235741352,0.9030185656150334,0.6940640978464594,3.318121380099841,0.12360584958753565,0.8572564253868346,0.1427435746131655,0.9873578909157854,0.012642109084214634,0.8750900216308204,0.8844741422447924,0.916004245864996,0.8750900216308204,0.8295864718121122,0.7977799459644985,0.9045364639249442
Gaussian Process Classifier,0.7597352328864506,0.7340758312894535,0.7832512315270936,0.2167487684729064,0.7087692084338426,0.2912307915661574,0.6654590814023131,0.8648463409143468,0.8072153018129578,0.8008755502075836,0.7057607417052016,0.40023865464273645,0.1318550724713942,0.9464414503015999,0.05355854969840021,0.9554150916849096,0.044584908315090405,0.9162953674847423,0.9084437785134056,0.9092120926908207,0.9162953674847423,0.8412437006718811,0.8320921500593761,0.8648463409143468
Random Forest Classifier,0.6966264304524837,0.7798271482506045,0.6505541871921182,0.3494458128078818,0.9761363636363636,0.02386363636363638,0.9374364618977167,0.8232486710940922,0.9775091980991915,0.8046762328004052,0.7628566334247316,0.20555029396015262,0.055349259793669996,0.9959431549960661,0.004056845003933912,0.9248529902496909,0.07514700975030905,0.9309740902867478,0.9253279953918645,0.9344497358837993,0.9309740902867478,0.8694429469255138,0.9504946769430274,0.8232486710940922
Decision Tree Classifier,0.676255569435011,0.67488330063005,0.6776477832512315,0.32235221674876846,0.6744773455710955,0.32552265442890443,0.5221794551910912,0.8003330379670792,0.8003330379670792,0.7898858599894916,0.599773628478127,4.441943013084095,0.12323786840168854,0.9230182926829269,0.07698170731707316,0.9250124390614431,0.07498756093855682,0.8767621315983115,0.8769770591664613,0.8777875400873355,0.8767621315983115,0.7994036242206346,0.7997448923162693,0.8003330379670792
