K-Nearest Neighbors Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'n_neighbors': 8, 'metric': 'manhattan'}",0.895989940757389,0.8282442748091603,0.9476735316552249,0.052326468344775,0.7355671998529141,0.26443280014708587,0.9268375937991441,0.9343630816170863,0.9747546453706878,0.9342383966823063,0.7922771390255403,0.39725579781047976,0.06254630273452161,0.9210526315789473,0.0789473684210526,0.9869941652550349,0.013005834744965139,0.9260516593207155,0.9294243726635203,0.9396816427632333,0.9260516593207155,0.8905635468411739,0.8612806825539745,0.9343630816170863
"{'n_neighbors': 13, 'metric': 'manhattan'}",0.8915896937287311,0.8189430512239928,0.9476353928299008,0.052364607170099164,0.7210349699752738,0.2789650300247262,0.9334313087397107,0.9313075749574606,0.9747701633947569,0.9311620231887634,0.781453201064181,0.3315773596127518,0.06494852419835798,0.9149797570850202,0.08502024291497973,0.9868947335802787,0.013105266419721318,0.9211214998703656,0.9249910554693892,0.9368631444289575,0.9211214998703656,0.8842597586863656,0.8539648517777763,0.9313075749574606
"{'n_neighbors': 5, 'metric': 'euclidean'}",0.8905823202561152,0.8120560488346282,0.9519832189168573,0.04801678108314267,0.7080609102796642,0.2919390897203358,0.8722896130958772,0.9304450507539752,0.9672649984404772,0.9301951089751697,0.7740319420392673,0.7925691115482922,0.07013328189703516,0.9089068825910931,0.09109311740890691,0.9878923723398075,0.012107627660192466,0.9170137088410681,0.9213988568707143,0.9352288810482909,0.9170137088410681,0.879401995957231,0.8479766413097358,0.9304450507539752
"{'n_neighbors': 5, 'metric': 'minkowski'}",0.8905823202561152,0.8120560488346282,0.9519832189168573,0.04801678108314267,0.7080609102796642,0.2919390897203358,0.8722896130958772,0.9304450507539752,0.9672649984404772,0.9301951089751697,0.7740319420392673,0.7925691115482922,0.07013328189703516,0.9089068825910931,0.09109311740890691,0.9878923723398075,0.012107627660192466,0.9170137088410681,0.9213988568707143,0.9352288810482909,0.9170137088410681,0.879401995957231,0.8479766413097358,0.9304450507539752
"{'n_neighbors': 8, 'metric': 'euclidean'}",0.8875047264084697,0.8151977328719329,0.9432875667429443,0.05671243325705572,0.7177454962910632,0.28225450370893673,0.9215910197054673,0.9286275890394884,0.9739387524435097,0.9285042714625404,0.7766059556513385,0.411866837938287,0.06761516538062862,0.9139676113360324,0.08603238866396762,0.9858006416765588,0.014199358323441214,0.9194794637455708,0.9234308505143198,0.9353544894632402,0.9194794637455708,0.8818613371549203,0.851773068983811,0.9286275890394884
"{'n_neighbors': 8, 'metric': 'minkowski'}",0.8875047264084697,0.8151977328719329,0.9432875667429443,0.05671243325705572,0.7177454962910632,0.28225450370893673,0.9215910197054673,0.9286275890394884,0.9739387524435097,0.9285042714625404,0.7766059556513385,0.411866837938287,0.06761516538062862,0.9139676113360324,0.08603238866396762,0.9858006416765588,0.014199358323441214,0.9194794637455708,0.9234308505143198,0.9353544894632402,0.9194794637455708,0.8818613371549203,0.851773068983811,0.9286275890394884
"{'n_neighbors': 3, 'metric': 'manhattan'}",0.8872733809814347,0.8200307987331842,0.9389016018306635,0.06109839816933643,0.7286630036630037,0.2713369963369963,0.8450396237797908,0.9284588980813238,0.9615998773998895,0.9283891914435454,0.7817761864060957,1.0427750518012233,0.06692693586453036,0.9180161943319838,0.08198380566801616,0.9847597215146884,0.015240278485311565,0.9219519704433498,0.9256561036152077,0.9365438368785308,0.9219519704433498,0.8850926210119235,0.8567113625888461,0.9284588980813238
"{'n_neighbors': 5, 'metric': 'manhattan'}",0.8821934231559716,0.8137578070784177,0.9345919145690312,0.06540808543096877,0.7205922365318338,0.27940776346816615,0.8968034327420094,0.9252919087015197,0.9700012275451876,0.9252096151105764,0.7739869064504479,0.6088604656434878,0.06427096094504386,0.9159919028340081,0.08400809716599189,0.9836956521739131,0.016304347826086973,0.9194808141042261,0.9232487200149991,0.9341812741856638,0.9194808141042261,0.8811975618201313,0.8521439443528734,0.9252919087015197
"{'n_neighbors': 21, 'metric': 'manhattan'}",0.8821398472120272,0.8137352707294152,0.9345156369183829,0.06548436308161709,0.7206122448979593,0.2793877551020408,0.9321613699385531,0.9252537698761956,0.9733939617129428,0.9252072847182207,0.7739607245552653,0.29243939485225834,0.06727394753032975,0.9159919028340081,0.08400809716599189,0.983693212160738,0.016306787839261982,0.9194767630282603,0.9232486695140084,0.9341859286260417,0.9194767630282603,0.881185166665697,0.8521527285293486,0.9252537698761956
"{'n_neighbors': 3, 'metric': 'euclidean'}",0.8804613799542806,0.8052434456928839,0.9389397406559878,0.06106025934401221,0.7048933608531132,0.29510663914688684,0.8260644963990357,0.9239233116235405,0.9581754123470974,0.9237713670724497,0.7646110220818423,1.2285027460970608,0.07439555695729527,0.9089068825910931,0.09109311740890685,0.9846586673720152,0.015341332627984705,0.9145479539365655,0.9189132801585562,0.9320139309680275,0.9145479539365655,0.8752549335203597,0.8447760141125642,0.9239233116235405
