Support Vector Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'C': 10.0, 'gamma': 1e-05}",0.9079391558565042,0.8836498512608862,0.9253386699507389,0.07466133004926107,0.8473185198844428,0.1526814801155572,0.9551256286187033,0.942926022622891,0.9826697605030237,0.9425168383584888,0.8571247328957486,0.11719040504094592,0.031222251731559573,0.9605133752950432,0.0394866247049567,0.9824996964683967,0.017500303531603256,0.9539953158851551,0.954813887040566,0.956974002179639,0.9539953158851551,0.9274788720940785,0.9149091081764198,0.942926022622891
"{'C': 10.0, 'gamma': 0.0001}",0.9071566099079416,0.913609722677919,0.9033251231527093,0.09667487684729065,0.9263620071684588,0.07363799283154122,0.9675046788648145,0.9430612306033674,0.9891023639474238,0.9418771251452369,0.8948586030931318,0.09967903568588213,0.026506159647464035,0.9827973380540257,0.01720266194597428,0.9779635849269954,0.022036415073004537,0.9679487754495315,0.9678198135751215,0.968262399018079,0.9679487754495315,0.9469621756510374,0.9521627960477272,0.9430612306033674
"{'C': 1.0, 'gamma': 0.0001}",0.9042980717632925,0.8812219063987309,0.9208743842364533,0.07912561576354678,0.8468566972243443,0.15314330277565572,0.9567268743943232,0.9406938797657483,0.9829588387180749,0.9402061912220661,0.8541760011415689,0.11647539671473398,0.03098505853413995,0.9605133752950432,0.0394866247049567,0.9815080232452129,0.0184919767547871,0.9531729474641024,0.9539637733961311,0.9560799330075498,0.9531729474641024,0.9260179850750421,0.9141823602347785,0.9406938797657483
"{'C': 100.0, 'gamma': 1e-05}",0.9024484976103715,0.9016093742360638,0.9033251231527093,0.09667487684729063,0.9014877393532497,0.09851226064675035,0.9638257253319367,0.940016547938799,0.9885766515802176,0.9390013150746872,0.879430610718422,0.10356949602314683,0.027716412901817332,0.9767079727248886,0.023292027275111454,0.9778010462600579,0.022198953739942018,0.9630037438177316,0.9630315623601116,0.9634338611100111,0.9630037438177316,0.9394088027584271,0.9396443928066538,0.940016547938799
"{'C': 1.0, 'gamma': 'auto'}",0.8963758551152489,0.9062817786501998,0.8903940886699507,0.10960591133004927,0.9255605692097628,0.07443943079023724,0.9675022844749788,0.9365916155387519,0.988879022487885,0.9351147572984799,0.8863912288591118,0.10336343696656758,0.027569288404198578,0.9827891424075532,0.01721085759244688,0.9750568125238781,0.024943187476121856,0.9654870451433739,0.9652189864394314,0.9657288498956204,0.9654870451433739,0.9425590682178413,0.9503086908668205,0.9365916155387519
"{'C': 1.0, 'gamma': 'scale'}",0.8963758551152489,0.9062817786501998,0.8903940886699507,0.10960591133004927,0.9255605692097628,0.07443943079023724,0.9675022844749788,0.9365916155387519,0.988879022487885,0.9351147572984799,0.8863912288591118,0.10336343703772068,0.02756928841269087,0.9827891424075532,0.01721085759244688,0.9750568125238781,0.024943187476121856,0.9654870451433739,0.9652189864394314,0.9657288498956204,0.9654870451433739,0.9425590682178413,0.9503086908668205,0.9365916155387519
"{'C': 100.0, 'gamma': 0.0001}",0.887737611256435,0.9047712513593916,0.8774630541871922,0.12253694581280788,0.9384609148318825,0.06153908516811743,0.9659422204530536,0.9316504885412751,0.988233968588792,0.9294339401972738,0.8860432638406158,0.10270567693776372,0.02740160967724567,0.985837922895358,0.014162077104641999,0.9722891360764203,0.027710863923579715,0.9654925624833413,0.96498256358497,0.965924503797297,0.9654925624833413,0.9418420971060764,0.9553750254541514,0.9316504885412751
"{'C': 1.0, 'gamma': 1e-05}",0.8850189500366954,0.8269123070866791,0.9296490147783252,0.07035098522167485,0.7477239110303626,0.2522760889696374,0.9407776388165556,0.9273458160699913,0.9772590189254031,0.926995070561516,0.78982620105928,0.13526835972695506,0.03611009563725788,0.9250426173616575,0.0749573826383425,0.9829615564959637,0.017038443504036327,0.9260398085689486,0.9291721866166487,0.9385575748668569,0.9260398085689486,0.8899072395818262,0.8653427337631632,0.9273458160699913
"{'C': 10.0, 'gamma': 'auto'}",0.8829005176088633,0.9058790351459596,0.8686884236453202,0.13131157635467983,0.9494259627664801,0.05057403723351998,0.9686585420495779,0.9287752700445326,0.9892631883697074,0.9263910781565435,0.8877105224759378,0.10470280414320299,0.026656895211363114,0.988862116443745,0.011137883556254918,0.9703870751658299,0.02961292483417012,0.96630948475591,0.9656506282893832,0.966436304910228,0.96630948475591,0.9426754444052121,0.959906518966155,0.9287752700445326
"{'C': 10.0, 'gamma': 'scale'}",0.8829005176088633,0.9058790351459596,0.8686884236453202,0.13131157635467983,0.9494259627664801,0.05057403723351998,0.9686585420495779,0.9287752700445326,0.9892631883697074,0.9263910781565435,0.8877105224759378,0.10470402055510081,0.02665727136033381,0.988862116443745,0.011137883556254918,0.9703870751658299,0.02961292483417012,0.96630948475591,0.9656506282893832,0.966436304910228,0.96630948475591,0.9426754444052121,0.959906518966155,0.9287752700445326
