Support Vector Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'C': 1.0, 'gamma': 0.0001}",0.9032144844066075,0.8797132818871949,0.9207792207792209,0.07922077922077919,0.847186940044083,0.1528130599559171,0.9530130033550366,0.9401468347409605,0.9814482208099229,0.9392365913351594,0.8533697885718755,0.11812401503629263,0.03202931376996204,0.9595144487027004,0.04048555129729967,0.9815447835702606,0.01845521642973926,0.9523069801915657,0.953267623074413,0.9563477633086324,0.9523069801915657,0.9249653760779692,0.9143658618071717,0.9401468347409605
"{'C': 10.0, 'gamma': 1e-05}",0.9032144844066075,0.8797132818871949,0.9207792207792209,0.07922077922077919,0.847186940044083,0.1528130599559171,0.9526347283380583,0.9401468347409605,0.9816140124650763,0.9392365913351594,0.8533697885718755,0.11858768744427281,0.03224100290361014,0.9595144487027004,0.04048555129729967,0.9815447835702606,0.01845521642973926,0.9523069801915657,0.953267623074413,0.9563477633086324,0.9523069801915657,0.9249653760779692,0.9143658618071717,0.9401468347409605
"{'C': 10.0, 'gamma': 0.0001}",0.8995274490905414,0.9019628876444828,0.8991341991341993,0.10086580086580084,0.910964960964961,0.08903503903503902,0.9656840837554596,0.9384323110849476,0.9880169475914158,0.93685431399722,0.8815184421263005,0.10218796365146485,0.027902150527704547,0.9777304230356959,0.022269576964304063,0.9769807981927334,0.023019201807266527,0.9630095109193203,0.9630565393748333,0.9645680818444156,0.9630095109193203,0.9395671147460766,0.9439728795788472,0.9384323110849476
"{'C': 100.0, 'gamma': 1e-05}",0.898122568347537,0.8988659143938647,0.8991341991341992,0.10086580086580084,0.9061359275644991,0.09386407243550099,0.9596813486105509,0.9374191398590103,0.9863497369625953,0.9359860520345225,0.8778693501417572,0.10772153446435238,0.02944719526673197,0.9757040805838215,0.024295919416178428,0.9769329996269337,0.0230670003730662,0.9613818786201817,0.9615697328541126,0.963538853046371,0.9613818786201817,0.937478702098558,0.9415344635957164,0.9374191398590103
"{'C': 1.0, 'gamma': 'auto'}",0.8957999910551437,0.9056246158403728,0.8904761904761906,0.1095238095238095,0.9274743774743774,0.07252562252562253,0.9658002338129795,0.9366256809538491,0.9878327346412453,0.934494232534461,0.886995206009637,0.10266912617550641,0.02765811929963188,0.9827751714315082,0.017224828568491845,0.9752681884612354,0.02473181153876467,0.9654725651065125,0.965110692992486,0.9662975812165842,0.9654725651065125,0.9422356906540384,0.9513712829678065,0.9366256809538491
"{'C': 1.0, 'gamma': 'scale'}",0.8957999910551437,0.9056246158403728,0.8904761904761906,0.1095238095238095,0.9274743774743774,0.07252562252562253,0.9658002338129795,0.9366256809538491,0.9878327346412453,0.934494232534461,0.886995206009637,0.10266935827336443,0.027658214211401716,0.9827751714315082,0.017224828568491845,0.9752681884612354,0.02473181153876467,0.9654725651065125,0.965110692992486,0.9662975812165842,0.9654725651065125,0.9422356906540384,0.9513712829678065,0.9366256809538491
"{'C': 1.0, 'gamma': 1e-05}",0.8863496509128042,0.8373247111756428,0.925108225108225,0.0748917748917749,0.7727501698753358,0.22724983012466426,0.9399319263730801,0.9281581424793728,0.9760883915139235,0.9274084391494732,0.8027906706762726,0.13483107079539444,0.036100238525387816,0.9312080598505206,0.06879194014947945,0.9819367879133969,0.01806321208660313,0.9301087317944188,0.9332698849193901,0.9427501098299884,0.9301087317944188,0.8963428786691753,0.8773434788943663,0.9281581424793728
"{'C': 100.0, 'gamma': 0.0001}",0.881844880739076,0.898116692068964,0.873160173160173,0.1268398268398268,0.9360306360306362,0.06396936396936398,0.9643229765917779,0.9284742579088093,0.9877314175186515,0.9252253266611886,0.880258978898495,0.10536783351959436,0.02877625745450823,0.9837883426574455,0.01621165734255466,0.9715472250013318,0.028452774998668114,0.9630244030102529,0.9624263860714861,0.9647660131439673,0.9630244030102529,0.9377383838433407,0.9537889305159839,0.9284742579088093
"{'C': 1.0, 'gamma': 0.001}",0.8652250453858583,0.8885321953481482,0.8515151515151513,0.14848484848484844,0.9363368113368112,0.06366318866318868,0.9646753461891415,0.9186759310429522,0.9867458782352397,0.9147556626788138,0.868556372136373,0.10610210465949711,0.028468243985923382,0.9858367105707532,0.01416328942924688,0.9667239073947713,0.03327609260522853,0.9605608605577844,0.959583048439281,0.9610677771779695,0.9605608605577844,0.9322758067567916,0.9515303593657913,0.9186759310429522
"{'C': 10.0, 'gamma': 'auto'}",0.8639658372693791,0.8923410618899342,0.8471861471861472,0.15281385281385276,0.9503579753579753,0.04964202464202464,0.9658821569155733,0.9180206318504192,0.9882195818366031,0.91390651862591,0.8741461164808875,0.10419822567776955,0.027006353550081297,0.9888551165146909,0.011144883485309023,0.9658711377154712,0.03412886228452882,0.9622173005082353,0.9611275655296586,0.9629454018121183,0.9622173005082353,0.9347021633927984,0.9581145565367232,0.9180206318504192
"{'C': 10.0, 'gamma': 'scale'}",0.8639658372693791,0.8923410618899342,0.8471861471861472,0.15281385281385276,0.9503579753579753,0.04964202464202464,0.9658821569155733,0.9180206318504192,0.9882195818366031,0.91390651862591,0.8741461164808875,0.10419785544922658,0.027006279133632453,0.9888551165146909,0.011144883485309023,0.9658711377154712,0.03412886228452882,0.9622173005082353,0.9611275655296586,0.9629454018121183,0.9622173005082353,0.9347021633927984,0.9581145565367232,0.9180206318504192
"{'C': 100.0, 'gamma': 'auto'}",0.8639658372693791,0.8923410618899342,0.8471861471861472,0.15281385281385276,0.9503579753579753,0.04964202464202464,0.9658821569155733,0.9180206318504192,0.9882195818366031,0.91390651862591,0.8741461164808875,0.10419822567776955,0.027006353550081297,0.9888551165146909,0.011144883485309023,0.9658711377154712,0.03412886228452882,0.9622173005082353,0.9611275655296586,0.9629454018121183,0.9622173005082353,0.9347021633927984,0.9581145565367232,0.9180206318504192
"{'C': 100.0, 'gamma': 'scale'}",0.8639658372693791,0.8923410618899342,0.8471861471861472,0.15281385281385276,0.9503579753579753,0.04964202464202464,0.9658821569155733,0.9180206318504192,0.9882195818366031,0.91390651862591,0.8741461164808875,0.10419785544922658,0.027006279133632453,0.9888551165146909,0.011144883485309023,0.9658711377154712,0.03412886228452882,0.9622173005082353,0.9611275655296586,0.9629454018121183,0.9622173005082353,0.9347021633927984,0.9581145565367232,0.9180206318504192
"{'C': 10.0, 'gamma': 0.001}",0.849012237410119,0.881632472233976,0.82987012987013,0.17012987012987008,0.9493959743959743,0.050604025604025604,0.9652990913065954,0.9093626231924106,0.9879801050013817,0.9042376874399738,0.8626519201791742,0.10790742366841492,0.027815605530840844,0.9888551165146909,0.011144883485309023,0.9621589902425001,0.037841009757499766,0.9589471438190253,0.9575458177898226,0.9597519525102877,0.9589471438190253,0.9283864533343927,0.9557774823192373,0.9093626231924106
"{'C': 100.0, 'gamma': 0.001}",0.849012237410119,0.881632472233976,0.82987012987013,0.17012987012987008,0.9493959743959743,0.050604025604025604,0.9652990913065954,0.9093626231924106,0.9879801050013817,0.9042376874399738,0.8626519201791742,0.10790742366841492,0.027815605530840844,0.9888551165146909,0.011144883485309023,0.9621589902425001,0.037841009757499766,0.9589471438190253,0.9575458177898226,0.9597519525102877,0.9589471438190253,0.9283864533343927,0.9557774823192373,0.9093626231924106
