Support Vector Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'C': 1.0, 'gamma': 0.0001}",0.9057167394004197,0.8842376490149769,0.9215686274509804,0.07843137254901963,0.8536438192010946,0.14635618079890528,0.9570618241930655,0.9415459205397287,0.9823107456698786,0.94097086233463,0.8582126843134047,0.1174815255144009,0.031729031494225526,0.9615232136284766,0.038476786371523214,0.9814839420318872,0.01851605796811275,0.9539789762670231,0.9548504608280316,0.9573855468495943,0.9539789762670231,0.9277468382084884,0.917563880616491,0.9415459205397287
"{'C': 10.0, 'gamma': 1e-05}",0.9057167394004197,0.8842376490149769,0.9215686274509804,0.07843137254901963,0.8536438192010946,0.14635618079890528,0.9559601781193489,0.9415459205397287,0.9822001167047605,0.94097086233463,0.8582126843134047,0.11878485970422564,0.03219125690420466,0.9615232136284766,0.038476786371523214,0.9814839420318872,0.01851605796811275,0.9539789762670231,0.9548504608280316,0.9573855468495943,0.9539789762670231,0.9277468382084884,0.917563880616491,0.9415459205397287
"{'C': 10.0, 'gamma': 0.0001}",0.9057065094297718,0.9030365422225236,0.9087481146304677,0.09125188536953242,0.9036639014580192,0.0963360985419809,0.9634010742109282,0.9422411025507,0.9879843966376474,0.9409046260183296,0.8826297146180546,0.102255863855331,0.02765459396252546,0.9757340904709325,0.024265909529067427,0.978943892116754,0.02105610788324596,0.9630511922062693,0.9631489417077354,0.9647407080668379,0.9630511922062693,0.9400945872761065,0.9413038967873865,0.9422411025507
"{'C': 100.0, 'gamma': 1e-05}",0.9034773150829662,0.8974423582127797,0.9084967320261439,0.0915032679738562,0.8911397554973407,0.10886024450265938,0.9580254824575765,0.9405971926250563,0.9869178522429295,0.939522240339049,0.8748896351920057,0.1077379999573799,0.02905799831240855,0.9726976532239691,0.027302346776030998,0.9787762635752209,0.02122373642477908,0.960587401135752,0.9608441265556501,0.9622432418097524,0.960587401135752,0.9365136374193797,0.9349580095362806,0.9405971926250563
"{'C': 1.0, 'gamma': 'auto'}",0.8928687078763683,0.9043919472524785,0.8863750628456513,0.11362493715434895,0.9288382154481227,0.07116178455187744,0.9645346979340086,0.9345773696547689,0.9874862930900081,0.9326729751077685,0.885096947758185,0.10289002220288397,0.027617727064673962,0.9827796764638871,0.017220323536113007,0.9741404629784698,0.025859537021530186,0.9646530268970034,0.964403364190803,0.9656105079310683,0.9646530268970034,0.9413445005835224,0.9514893392132961,0.9345773696547689
"{'C': 1.0, 'gamma': 'scale'}",0.8928687078763683,0.9043919472524785,0.8863750628456513,0.11362493715434895,0.9288382154481227,0.07116178455187744,0.9645346979340086,0.9345773696547689,0.9874862930900081,0.9326729751077685,0.885096947758185,0.10289037015150129,0.02761793521436405,0.9827796764638871,0.017220323536113007,0.9741404629784698,0.025859537021530186,0.9646530268970034,0.964403364190803,0.9656105079310683,0.9646530268970034,0.9413445005835224,0.9514893392132961,0.9345773696547689
"{'C': 100.0, 'gamma': 0.0001}",0.8898861908484347,0.9048812085836798,0.8815987933634994,0.11840120663650075,0.9381043105501311,0.061895689449869014,0.9626628341765068,0.9332214483143275,0.9872375165254422,0.9306884857553003,0.8874327680988497,0.10593900379933609,0.028694357662791277,0.9848441032651559,0.015155896734844103,0.9733935783145383,0.02660642168546162,0.9654887707627657,0.964993981809761,0.966726249278667,0.9654887707627657,0.9418832647275426,0.9557489444323347,0.9332214483143275
"{'C': 1.0, 'gamma': 1e-05}",0.8803615067630209,0.8271365804297571,0.9213172448466567,0.07868275515334341,0.7546911507393816,0.24530884926061836,0.9420584661430329,0.9247120251609418,0.9773888260575566,0.9241315540771763,0.7898748858878413,0.135842587869186,0.03631906214068869,0.9281068054752264,0.07189319452477348,0.9809349051959653,0.019065094804034663,0.9268242937209451,0.929743974883394,0.9383962687455785,0.9268242937209451,0.8903226010784098,0.8678130279676736,0.9247120251609418
"{'C': 10.0, 'gamma': 'auto'}",0.8751999519817742,0.9004734933340247,0.8602312719959779,0.13976872800402212,0.9516887524240466,0.04831124757595346,0.9673486050624386,0.9245420867402291,0.9886355720875846,0.9211976565308005,0.8830158212853184,0.10429036647890445,0.026840258397754127,0.9888529014844804,0.011147098515519573,0.9686390205493383,0.03136097945066186,0.9646532121444523,0.9638194206201237,0.9654551989570984,0.9646532121444523,0.9394801679561607,0.9601638864866924,0.9245420867402291
"{'C': 10.0, 'gamma': 'scale'}",0.8751999519817742,0.9004734933340247,0.8602312719959779,0.13976872800402212,0.9516887524240466,0.04831124757595346,0.9673486050624386,0.9245420867402291,0.9886355720875846,0.9211976565308005,0.8830158212853184,0.10429034585169142,0.026840249911544857,0.9888529014844804,0.011147098515519573,0.9686390205493383,0.03136097945066186,0.9646532121444523,0.9638194206201237,0.9654551989570984,0.9646532121444523,0.9394801679561607,0.9601638864866924,0.9245420867402291
