K-Nearest Neighbors Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'n_neighbors': 5, 'metric': 'manhattan'}",0.909616519692209,0.8544798416743321,0.9519859225741579,0.04801407742584215,0.7792880011107436,0.22071199888925644,0.9089300250932535,0.9436286589227767,0.9727283538042053,0.9431865735806522,0.8246973242217914,0.640611917039727,0.05582788949645008,0.9352713952713951,0.06472860472860474,0.9884143411404069,0.011585658859593036,0.9383601154832597,0.9408886316309426,0.9491807061135707,0.9383601154832597,0.9076693566206606,0.8838511711255753,0.9436286589227767
"{'n_neighbors': 21, 'metric': 'manhattan'}",0.9084916576330859,0.8467931356218712,0.9562594268476622,0.043740573152337876,0.7635111427718363,0.2364888572281637,0.9467681119585354,0.9427025090492583,0.9779474888143619,0.9421692099619843,0.8159617584862591,0.2648516920068589,0.05907964064064751,0.9291455912508544,0.07085440874914561,0.9894422463680238,0.010557753631976205,0.9342596632016131,0.9371603731457636,0.94692944636226,0.9342596632016131,0.9024444979100247,0.8764766945699302,0.9427025090492583
"{'n_neighbors': 5, 'metric': 'euclidean'}",0.9069741328897712,0.8440876613484494,0.9562594268476622,0.043740573152337876,0.7605978594739375,0.23940214052606243,0.9019163680540855,0.9416832651352774,0.9723327011252707,0.9410543057721774,0.8132288894614489,0.6820633906201597,0.060787121469811425,0.9271071034228928,0.07289289657710712,0.9894655533659014,0.010534446634098672,0.9325966042290139,0.9357220534148142,0.9464235980377708,0.9325966042290139,0.9005135602919307,0.8750317064199193,0.9416832651352774
"{'n_neighbors': 5, 'metric': 'minkowski'}",0.9069741328897712,0.8440876613484494,0.9562594268476622,0.043740573152337876,0.7605978594739375,0.23940214052606243,0.9019163680540855,0.9416832651352774,0.9723327011252707,0.9410543057721774,0.8132288894614489,0.6820633906201597,0.060787121469811425,0.9271071034228928,0.07289289657710712,0.9894655533659014,0.010534446634098672,0.9325966042290139,0.9357220534148142,0.9464235980377708,0.9325966042290139,0.9005135602919307,0.8750317064199193,0.9416832651352774
"{'n_neighbors': 13, 'metric': 'euclidean'}",0.9050728430299612,0.8393579757311527,0.9560080442433384,0.043991955756661656,0.7509570251376273,0.24904297486237292,0.9389733182737566,0.9405459538741273,0.9779219060952807,0.9399542108040202,0.8072478282015718,0.34616801863021984,0.06091523015630698,0.9250838635049161,0.07491613649508387,0.9894125960644009,0.01058740393559911,0.930942529757687,0.9340632522862324,0.9445737557737248,0.930942529757687,0.8976634099889975,0.8701848106010139,0.9405459538741273
"{'n_neighbors': 13, 'metric': 'minkowski'}",0.9050728430299612,0.8393579757311527,0.9560080442433384,0.043991955756661656,0.7509570251376273,0.24904297486237292,0.9389733182737566,0.9405459538741273,0.9779219060952807,0.9399542108040202,0.8072478282015718,0.34616801863021984,0.06091523015630698,0.9250838635049161,0.07491613649508387,0.9894125960644009,0.01058740393559911,0.930942529757687,0.9340632522862324,0.9445737557737248,0.930942529757687,0.8976634099889975,0.8701848106010139,0.9405459538741273
"{'n_neighbors': 8, 'metric': 'euclidean'}",0.9046163536830018,0.8376478333697235,0.9562594268476622,0.043740573152337876,0.7471204920175173,0.2528795079824828,0.9196932246506927,0.9401586494001356,0.9748084179895327,0.9397257684938549,0.8048664569812719,0.5020166467810274,0.061681543472911896,0.9240578719526086,0.07594212804739121,0.9892942258756082,0.010705774124391828,0.9301066006444759,0.9333113929407333,0.9437916338058072,0.9301066006444759,0.8965445609643712,0.8682073589465626,0.9401586494001356
"{'n_neighbors': 8, 'metric': 'minkowski'}",0.9046163536830018,0.8376478333697235,0.9562594268476622,0.043740573152337876,0.7471204920175173,0.2528795079824828,0.9196932246506927,0.9401586494001356,0.9748084179895327,0.9397257684938549,0.8048664569812719,0.5020166467810274,0.061681543472911896,0.9240578719526086,0.07594212804739121,0.9892942258756082,0.010705774124391828,0.9301066006444759,0.9333113929407333,0.9437916338058072,0.9301066006444759,0.8965445609643712,0.8682073589465626,0.9401586494001356
"{'n_neighbors': 21, 'metric': 'euclidean'}",0.903130176322077,0.8350862317635463,0.9562594268476622,0.043740573152337876,0.7443440042911966,0.25565599570880326,0.9439597530050743,0.9391798913161143,0.9770953453151596,0.9386139710955711,0.8023094106390917,0.2818000245193877,0.06463262469707727,0.9221003557845661,0.07789964421543369,0.9893564496304224,0.01064355036957775,0.928513565207565,0.9319236915975814,0.9433279668078123,0.928513565207565,0.8947036769988362,0.8668502269608095,0.9391798913161143
"{'n_neighbors': 21, 'metric': 'minkowski'}",0.903130176322077,0.8350862317635463,0.9562594268476622,0.043740573152337876,0.7443440042911966,0.25565599570880326,0.9439597530050743,0.9391798913161143,0.9770953453151596,0.9386139710955711,0.8023094106390917,0.2818000245193877,0.06463262469707727,0.9221003557845661,0.07789964421543369,0.9893564496304224,0.01064355036957775,0.928513565207565,0.9319236915975814,0.9433279668078123,0.928513565207565,0.8947036769988362,0.8668502269608095,0.9391798913161143
"{'n_neighbors': 13, 'metric': 'manhattan'}",0.9018147111211555,0.8431307930413475,0.9474610356963299,0.05253896430367021,0.7646883400293892,0.23531165997061088,0.9414856676734529,0.9383098858485857,0.979144748440414,0.9377892105331059,0.8111118413861712,0.33269946641882353,0.05705739902429387,0.9291587360008412,0.07084126399915874,0.987277932471325,0.01272206752867509,0.9326228167430348,0.9356063401444247,0.9453766845411997,0.9326228167430348,0.9000833513790294,0.8759831362503572,0.9383098858485857
"{'n_neighbors': 8, 'metric': 'manhattan'}",0.9018086153713077,0.8475966911238957,0.9434389140271494,0.05656108597285069,0.7737027856064997,0.22629721439350023,0.9301414857425178,0.9388291893864651,0.9781560470260159,0.9381708962221883,0.8161673249360416,0.4004541538292885,0.0551888697959491,0.9342194647457803,0.06578053525421947,0.9864515008016537,0.013548499198346357,0.9359051236665656,0.9383483298711089,0.9464747972361326,0.9359051236665656,0.9034831973316406,0.8800771432040767,0.9388291893864651
"{'n_neighbors': 3, 'metric': 'manhattan'}",0.8919878806473454,0.836960070148691,0.9348919054801409,0.06510809451985923,0.7638758925076061,0.23612410749239393,0.8933590851181042,0.9325312183516521,0.9694592808292499,0.9316688989892057,0.8035728427889166,0.7676818296129917,0.05670058360517648,0.9301705312231625,0.0698294687768372,0.9843723297090072,0.01562767029099268,0.9309861555319053,0.9337168768924363,0.942910291768237,0.9309861555319053,0.8965629226451958,0.8741241111083067,0.9325312183516521
"{'n_neighbors': 3, 'metric': 'euclidean'}",0.8866250772462402,0.8203551250128327,0.9391654097536452,0.060834590246354965,0.7335892951083938,0.2664107048916061,0.8833138109283978,0.9285814254544905,0.9653870699304137,0.9277490198402562,0.784136468148459,0.8671693876725755,0.06313232825944587,0.917997441155336,0.0820025588446641,0.9851842679957787,0.014815732004221389,0.9219056960811828,0.9256319363905487,0.9379074898339425,0.9219056960811828,0.885190009177407,0.8593867815520864,0.9285814254544905
