Soft Majority Vote Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"(0.425, 0.575) & 0.3875",0.9327527014025006,0.9064923160773021,0.9515086206896551,0.04849137931034482,0.8670283246274544,0.13297167537254562,0.9685286142365638,0.9585557462220896,0.9879041745635555,0.9582822552399639,0.8856604645219144,0.12160182944079327,0.0282753123138298,0.965602871754524,0.034397128245475986,0.9886780033165796,0.011321996683420307,0.9630197974972492,0.9637258439512405,0.965801984528589,0.9630197974972492,0.9417178189498834,0.9278531639720171,0.9585557462220896
"(0.5, 0.5) & 0.425",0.9327188795461399,0.9065150834146294,0.9515086206896551,0.04849137931034482,0.8673571708995055,0.13264282910049446,0.967282507976189,0.9585557462220896,0.9874759621285232,0.9582529758549782,0.8858024559296827,0.13009815060901808,0.030989059387448226,0.965602871754524,0.034397128245475986,0.9887025698205103,0.011297430179489656,0.9630251724542496,0.9637229601523712,0.9658660165765359,0.9630251724542496,0.9417289988130964,0.928029870360008,0.9585557462220896
"(0.4375, 0.5625) & 0.3875",0.931969703639637,0.9047002013819616,0.9515086206896551,0.04849137931034482,0.8639088950374365,0.13609110496256344,0.968375111927889,0.9580517139640251,0.9878691311096728,0.9577756251467247,0.8835325744433287,0.12296055157776221,0.02869210777355493,0.964594807238395,0.03540519276160502,0.9886692498151791,0.011330750184820867,0.9622028040331969,0.9629590083774207,0.9652036257554899,0.9622028040331969,0.940558235325481,0.9262890724263079,0.9580517139640251
"(0.45, 0.55) & 0.3875",0.931969703639637,0.9047002013819616,0.9515086206896551,0.04849137931034482,0.8639088950374365,0.13609110496256344,0.9681164122941894,0.9580517139640251,0.987796833799718,0.9577756251467247,0.8835325744433287,0.12434162958247931,0.02912310152096456,0.964594807238395,0.03540519276160502,0.9886692498151791,0.011330750184820867,0.9622028040331969,0.9629590083774207,0.9652036257554899,0.9622028040331969,0.940558235325481,0.9262890724263079,0.9580517139640251
"(0.45, 0.55) & 0.4",0.931969703639637,0.9047002013819616,0.9515086206896551,0.04849137931034482,0.8639088950374365,0.13609110496256344,0.9681164122941894,0.9580517139640251,0.987796833799718,0.9577756251467247,0.8835325744433287,0.12434162958247931,0.02912310152096456,0.964594807238395,0.03540519276160502,0.9886692498151791,0.011330750184820867,0.9622028040331969,0.9629590083774207,0.9652036257554899,0.9622028040331969,0.940558235325481,0.9262890724263079,0.9580517139640251
"(0.4625, 0.5375) & 0.4",0.931969703639637,0.9047002013819616,0.9515086206896551,0.04849137931034482,0.8639088950374365,0.13609110496256344,0.9678451957516865,0.9580517139640251,0.9877257779485271,0.9577756251467247,0.8835325744433287,0.12574546401006462,0.02956829355605871,0.964594807238395,0.03540519276160502,0.9886692498151791,0.011330750184820867,0.9622028040331969,0.9629590083774207,0.9652036257554899,0.9622028040331969,0.940558235325481,0.9262890724263079,0.9580517139640251
"(0.475, 0.525) & 0.4125",0.931969703639637,0.9047002013819616,0.9515086206896551,0.04849137931034482,0.8639088950374365,0.13609110496256344,0.967696386227877,0.9580517139640251,0.9876537733402322,0.9577756251467247,0.8835325744433287,0.12717249717825133,0.03002768387883737,0.964594807238395,0.03540519276160502,0.9886692498151791,0.011330750184820867,0.9622028040331969,0.9629590083774207,0.9652036257554899,0.9622028040331969,0.940558235325481,0.9262890724263079,0.9580517139640251
"(0.4875, 0.5125) & 0.4125",0.9311430621658534,0.902654614006158,0.9515086206896551,0.04849137931034482,0.8598859065316895,0.14011409346831055,0.9672366272767388,0.9575435838827242,0.987511005582406,0.9572732591236475,0.88099908495506,0.12862321523131648,0.030501272489300547,0.9635785470757934,0.036421452924206635,0.9886609198138463,0.011339080186153663,0.9613804356121443,0.9621525127193894,0.964429341171078,0.9613804356121443,0.939278265596431,0.9242734131727679,0.9575435838827242
"(0.3875, 0.6125) & 0.45",0.9306979791648939,0.9260783273595677,0.9341133004926109,0.06588669950738917,0.9196899529951881,0.08031004700481201,0.9684859266056256,0.957443156933953,0.9879029331047918,0.9569029291169038,0.9094782976867528,0.11765638611402893,0.027110115660761495,0.980773013375295,0.019226986624704956,0.9848520845630002,0.015147915436999823,0.9720551714063108,0.9721269170972024,0.9725891328572442,0.9720551714063108,0.9544210171680795,0.952271018779094,0.957443156933953
"(0.375, 0.625) & 0.4375",0.9306979791648939,0.9260783273595677,0.9341133004926109,0.06588669950738917,0.9196899529951881,0.08031004700481201,0.968378497270255,0.957443156933953,0.9878666380989847,0.9569029291169038,0.9094782976867528,0.11638386536066596,0.026750113351774414,0.980773013375295,0.019226986624704956,0.9848520845630002,0.015147915436999823,0.9720551714063108,0.9721269170972024,0.9725891328572442,0.9720551714063108,0.9544210171680795,0.952271018779094,0.957443156933953
