Soft Majority Vote Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"(0.55, 0.45) & 0.3875",0.9274814564893984,0.8822786131996657,0.9607541581225791,0.03924584187742086,0.8172001507172856,0.1827998492827144,0.968003671921991,0.9550935725347304,0.9863283860590796,0.9549739647595178,0.8571962678858519,0.13471865274383468,0.03493451697419058,0.9494329869468815,0.05056701305311847,0.9905309862769233,0.00946901372307681,0.9515252626363737,0.9530840035858704,0.9579794940978016,0.9515252626363737,0.9258757985783707,0.9038655684971045,0.9550935725347304
"(0.575, 0.425) & 0.3875",0.9274814564893984,0.8822786131996657,0.9607541581225791,0.03924584187742086,0.8172001507172856,0.1827998492827144,0.9677464031918067,0.9550935725347304,0.986275141808774,0.9549739647595178,0.8571962678858519,0.13799527705651995,0.036126246464214744,0.9494329869468815,0.05056701305311847,0.9905309862769233,0.00946901372307681,0.9515252626363737,0.9530840035858704,0.9579794940978016,0.9515252626363737,0.9258757985783707,0.9038655684971045,0.9550935725347304
"(0.575, 0.425) & 0.4",0.9274814564893984,0.8822786131996657,0.9607541581225791,0.03924584187742086,0.8172001507172856,0.1827998492827144,0.9677464031918067,0.9550935725347304,0.986275141808774,0.9549739647595178,0.8571962678858519,0.13799527705651995,0.036126246464214744,0.9494329869468815,0.05056701305311847,0.9905309862769233,0.00946901372307681,0.9515252626363737,0.9530840035858704,0.9579794940978016,0.9515252626363737,0.9258757985783707,0.9038655684971045,0.9550935725347304
"(0.5625, 0.4375) & 0.3875",0.9274814564893984,0.8822786131996657,0.9607541581225791,0.03924584187742086,0.8172001507172856,0.1827998492827144,0.9676665183115903,0.9550935725347304,0.9862485599591508,0.9549739647595178,0.8571962678858519,0.13634205599585014,0.035522863328769645,0.9494329869468815,0.05056701305311847,0.9905309862769233,0.00946901372307681,0.9515252626363737,0.9530840035858704,0.9579794940978016,0.9515252626363737,0.9258757985783707,0.9038655684971045,0.9550935725347304
"(0.5875, 0.4125) & 0.4",0.9274814564893984,0.8822786131996657,0.9607541581225791,0.03924584187742086,0.8172001507172856,0.1827998492827144,0.9675944292273364,0.9550935725347304,0.9862352287588095,0.9549739647595178,0.8571962678858519,0.13967926973165845,0.03674466638052589,0.9494329869468815,0.05056701305311847,0.9905309862769233,0.00946901372307681,0.9515252626363737,0.9530840035858704,0.9579794940978016,0.9515252626363737,0.9258757985783707,0.9038655684971045,0.9550935725347304
"(0.6, 0.4) & 0.4",0.9274814564893984,0.8822786131996657,0.9607541581225791,0.03924584187742086,0.8172001507172856,0.1827998492827144,0.9671984861248664,0.9550935725347304,0.9861290343767286,0.9549739647595178,0.8571962678858519,0.14139507636707696,0.03737812307770305,0.9494329869468815,0.05056701305311847,0.9905309862769233,0.00946901372307681,0.9515252626363737,0.9530840035858704,0.9579794940978016,0.9515252626363737,0.9258757985783707,0.9038655684971045,0.9550935725347304
"(0.6, 0.4) & 0.4125",0.9274814564893984,0.8822786131996657,0.9607541581225791,0.03924584187742086,0.8172001507172856,0.1827998492827144,0.9671984861248664,0.9550935725347304,0.9861290343767286,0.9549739647595178,0.8571962678858519,0.14139507636707696,0.03737812307770305,0.9494329869468815,0.05056701305311847,0.9905309862769233,0.00946901372307681,0.9515252626363737,0.9530840035858704,0.9579794940978016,0.9515252626363737,0.9258757985783707,0.9038655684971045,0.9550935725347304
"(0.6125, 0.3875) & 0.4125",0.9274814564893984,0.8822786131996657,0.9607541581225791,0.03924584187742086,0.8172001507172856,0.1827998492827144,0.9671733765858067,0.9550935725347304,0.9861157031763872,0.9549739647595178,0.8571962678858519,0.14314383725559415,0.03802661655574625,0.9494329869468815,0.05056701305311847,0.9905309862769233,0.00946901372307681,0.9515252626363737,0.9530840035858704,0.9579794940978016,0.9515252626363737,0.9258757985783707,0.9038655684971045,0.9550935725347304
"(0.3875, 0.6125) & 0.4625",0.9268375603454136,0.9219738375262061,0.9302802460697198,0.06971975393028025,0.914641136863359,0.08535886313664091,0.9692580377545088,0.9550251759559041,0.9873940765757871,0.9545803644006247,0.9040959642692873,0.11601632235989245,0.02865436142347183,0.9797701058420882,0.020229894157911838,0.9837792806148546,0.016220719385145355,0.9704148593037482,0.9704911785403786,0.9707970200575603,0.9704148593037482,0.9518598667678791,0.9492102087391069,0.9550251759559041
"(0.6125, 0.3875) & 0.425",0.9256192204265036,0.8835193716040634,0.9563681932102984,0.04363180678970154,0.8222507049474493,0.17774929505255063,0.9671733765858067,0.9539137613045271,0.9861157031763872,0.9538428837721781,0.8582534228861665,0.14314383725559415,0.03802661655574625,0.9514593293987558,0.04854067060124408,0.9894964835651043,0.010503516434895777,0.9523523523523524,0.9537840436670418,0.9580865881403146,0.9523523523523524,0.9267827786512114,0.9058735942562768,0.9539137613045271
"(0.6125, 0.3875) & 0.3875",0.9254458667766463,0.8720460317618272,0.9651401230348599,0.034859876965140146,0.7962505041338979,0.20374949586610205,0.9671733765858067,0.9537373387670214,0.9861157031763872,0.9535909772254073,0.8453615913741791,0.14314383725559415,0.03802661655574625,0.9423345544991827,0.05766544550081724,0.9915095100697863,0.00849048993021373,0.9465910354799244,0.9485321591106759,0.9548124732009464,0.9465910354799244,0.9191471291250309,0.8938800071018421,0.9537373387670214
"(0.4625, 0.5375) & 0.3875",0.9252851701102621,0.8885547899756622,0.9520391888812941,0.04796081111870587,0.8348958962587089,0.16510410374129114,0.9690274088194064,0.9537756295883041,0.9871540100389403,0.953661857709863,0.8641814286987085,0.12412493669211255,0.031237122356386076,0.9555120702953143,0.0444879297046857,0.9885292433385637,0.011470756661436302,0.9548174437063327,0.9560401803198378,0.9596904794704813,0.9548174437063327,0.9301066624118847,0.9117125697986364,0.9537756295883041
"(0.375, 0.625) & 0.45",0.9252241586583864,0.9180333335857022,0.9302802460697198,0.06971975393028025,0.907055666777889,0.092944333222111,0.9693297469832342,0.9540120047299668,0.9874339896257515,0.9535889592173209,0.8992327194327263,0.11474597585948314,0.02827653000101724,0.9777437633902138,0.02225623660978619,0.9837479154458748,0.01625208455412519,0.9687687687687688,0.9689084989756331,0.9693480944598071,0.9687687687687688,0.9493706073139743,0.9454017911118818,0.9540120047299668
"(0.5875, 0.4125) & 0.3875",0.9251648953683563,0.8770280347073993,0.9607541581225791,0.03924584187742086,0.808159583355552,0.19184041664444798,0.9675944292273364,0.9535722712274923,0.9862352287588095,0.9534518800607016,0.8509528737292666,0.13967926973165845,0.03674466638052589,0.9463903843324055,0.053609615667594444,0.9904906920901452,0.009509307909854825,0.9490561268339045,0.9507912978447078,0.9562416739536658,0.9490561268339045,0.9224478690603967,0.8993251377228485,0.9535722712274923
"(0.6, 0.4) & 0.3875",0.9251648953683563,0.8770280347073993,0.9607541581225791,0.03924584187742086,0.808159583355552,0.19184041664444798,0.9671984861248664,0.9535722712274923,0.9861290343767286,0.9534518800607016,0.8509528737292666,0.14139507636707696,0.03737812307770305,0.9463903843324055,0.053609615667594444,0.9904906920901452,0.009509307909854825,0.9490561268339045,0.9507912978447078,0.9562416739536658,0.9490561268339045,0.9224478690603967,0.8993251377228485,0.9535722712274923
