Soft Majority Vote Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"(0.425, 0.575) & 0.3875",0.9233917705013039,0.8895798319327731,0.9475591151792525,0.05244088482074749,0.8388590203106332,0.1611409796893668,0.9643368927182403,0.9525244968608813,0.9860353224197618,0.9524733395283231,0.864723623301012,0.12877773550784524,0.032613271422684165,0.9574898785425101,0.04251012145748989,0.9874943334379468,0.012505666562053208,0.9556326160228157,0.9566771253903656,0.9595087160953297,0.9556326160228157,0.9309070127569357,0.9131766768742899,0.9525244968608813
"(0.4375, 0.5625) & 0.4",0.9233917705013039,0.8895798319327731,0.9475591151792525,0.05244088482074749,0.8388590203106332,0.1611409796893668,0.9643092528584962,0.9525244968608813,0.9860175654767971,0.9524733395283231,0.864723623301012,0.13022260557163212,0.033100539245547844,0.9574898785425101,0.04251012145748989,0.9874943334379468,0.012505666562053208,0.9556326160228157,0.9566771253903656,0.9595087160953297,0.9556326160228157,0.9309070127569357,0.9131766768742899,0.9525244968608813
"(0.45, 0.55) & 0.4",0.9226162925248784,0.8878268438849644,0.9475591151792525,0.05244088482074749,0.8358633776091082,0.16413662239089183,0.9642823603837682,0.9520184239863874,0.9859999629420321,0.9519650990853706,0.862649738386302,0.13169081639923153,0.0336024019385783,0.9564777327935222,0.04352226720647778,0.9874831827791659,0.012516817220834142,0.9548115979604183,0.9559136787878958,0.9589339914054886,0.9548115979604183,0.9297639748510413,0.911673280194137,0.9520184239863874
"(0.375, 0.625) & 0.5",0.9225849560901107,0.9181434599156117,0.9257437070938215,0.07425629290617852,0.9114975631369073,0.08850243686309262,0.9648138715957733,0.9522443231825383,0.9861942084572459,0.9518509147457159,0.8992242827347593,0.12322405888573473,0.030810148832897302,0.978744939271255,0.021255060728744946,0.9827321216828693,0.017267878317130725,0.968781058249071,0.9689289897202894,0.9693045824165881,0.968781058249071,0.9494263074961196,0.9471148424098883,0.9522443231825383
"(0.475, 0.525) & 0.3875",0.9221949878590736,0.8810636004311894,0.9519450800915332,0.04805491990846683,0.8204257246376812,0.17957427536231885,0.9642126112753318,0.9516810420700581,0.98595572499282,0.9516599042350689,0.854749841313269,0.13469909646273065,0.034649911935139575,0.951417004048583,0.04858299595141702,0.9884421443736731,0.01155785562632694,0.9515248249935182,0.9528982840812583,0.9568107981796845,0.9515248249935182,0.9253090661240326,0.9044339345056771,0.9516810420700581
"(0.475, 0.525) & 0.425",0.9215312788520069,0.8909929222812032,0.9432112890922959,0.05678871090770404,0.8447337856837215,0.15526621431627852,0.9642126112753318,0.9513627295663909,0.98595572499282,0.9513066724593359,0.8661629355722027,0.13469909646273065,0.034649911935139575,0.9595141700404859,0.040485829959514164,0.9864809841462359,0.013519015853764138,0.9564549844438683,0.9573924986388707,0.9597914181416451,0.9564549844438683,0.9318911622347119,0.9156073849149786,0.9513627295663909
"(0.5, 0.5) & 0.4375",0.9215312788520069,0.8909929222812032,0.9432112890922959,0.05678871090770404,0.8447337856837215,0.15526621431627852,0.9639145842645935,0.9513627295663909,0.9858232427574833,0.9513066724593359,0.8661629355722027,0.1378066837715418,0.03575580141236799,0.9595141700404859,0.040485829959514164,0.9864809841462359,0.013519015853764138,0.9564549844438683,0.9573924986388707,0.9597914181416451,0.9564549844438683,0.9318911622347119,0.9156073849149786,0.9513627295663909
"(0.4375, 0.5625) & 0.3875",0.9210313891003021,0.8840803452855246,0.9475591151792525,0.05244088482074749,0.8290149393090569,0.17098506069094305,0.9643092528584962,0.9510062782373996,0.9860175654767971,0.950966151373888,0.8581112642736759,0.13022260557163212,0.033100539245547844,0.9544534412955465,0.045546558704453455,0.9874531769494619,0.01254682305053817,0.9531668611183131,0.9543583018473177,0.9576255294875945,0.9531668611183131,0.9273658588109011,0.9082340581292594,0.9510062782373996
"(0.4875, 0.5125) & 0.4125",0.9210313891003021,0.8840803452855246,0.9475591151792525,0.05244088482074749,0.8290149393090569,0.17098506069094305,0.9639171749214297,0.9510062782373996,0.9858409224963482,0.950966151373888,0.8581112642736759,0.13624019139319876,0.03519555923867039,0.9544534412955465,0.045546558704453455,0.9874531769494619,0.01254682305053817,0.9531668611183131,0.9543583018473177,0.9576255294875945,0.9531668611183131,0.9273658588109011,0.9082340581292594,0.9510062782373996
"(0.5125, 0.4875) & 0.425",0.9210313891003021,0.8840803452855246,0.9475591151792525,0.05244088482074749,0.8290149393090569,0.17098506069094305,0.9636908577184511,0.9510062782373996,0.9857176275488934,0.950966151373888,0.8581112642736759,0.13939920675708228,0.03633063845623237,0.9544534412955465,0.045546558704453455,0.9874531769494619,0.01254682305053817,0.9531668611183131,0.9543583018473177,0.9576255294875945,0.9531668611183131,0.9273658588109011,0.9082340581292594,0.9510062782373996
