Logistic Regression Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'C': 10.0, 'solver': 'liblinear'}",0.905645486689303,0.8841418713739505,0.9218200100553042,0.07817998994469584,0.8544595239641679,0.14554047603583206,0.9590780631125703,0.9416918547568701,0.9853707896277556,0.9408902932026432,0.8586486189627305,0.18732478614536655,0.03839371879829489,0.9615636994584362,0.0384363005415637,0.9815994975320581,0.018400502467941875,0.9540143585297651,0.9548541335826315,0.9576550271485379,0.9540143585297651,0.9277168282171402,0.9180295107481131,0.9416918547568701
"{'C': 100.0, 'solver': 'liblinear'}",0.904335004070194,0.8875383320221376,0.9172951231774762,0.08270487682252389,0.8654862423438275,0.13451375765617252,0.9568333191206155,0.9409476299414378,0.9844589323072296,0.940014174136552,0.8629915634584293,0.22766422573912143,0.039229890927237915,0.9646001367053998,0.03539986329460014,0.9806793919965681,0.019320608003432032,0.9556686182485409,0.9563666924650158,0.958946067140874,0.9556686182485409,0.9299511281095463,0.9230828171701979,0.9409476299414378
"{'C': 1.0, 'solver': 'liblinear'}",0.9001718024243606,0.871721685088108,0.9218200100553042,0.07817998994469584,0.8327307283509331,0.16726927164906705,0.9595719604828907,0.9381559170104062,0.9861139559901171,0.9373351659966647,0.8438535333633824,0.15991088712305615,0.03807673058333137,0.9544918239655081,0.045508176034491823,0.9815323020802473,0.01846769791975271,0.948268260535717,0.9495008804706957,0.9535340302572262,0.948268260535717,0.919643843976491,0.9071315152155901,0.9381559170104062
"{'C': 10.0, 'solver': 'lbfgs'}",0.900060578093459,0.8965695302244328,0.9037204625439921,0.09627953745600806,0.895857668303489,0.10414233169651127,0.9595602743310774,0.9387284507717943,0.9862048993318342,0.9373420147537215,0.8746935218546129,0.1850212487052998,0.03412518343570515,0.9737364389995968,0.02626356100040311,0.9779064161230949,0.022093583876905007,0.9605875863832011,0.9607699317151853,0.962475292752327,0.9605875863832011,0.9360965862739102,0.936882042213292,0.9387284507717943
"{'C': 10.0, 'solver': 'sag'}",0.8979092435231575,0.8725706764437676,0.9172951231774762,0.08270487682252389,0.8383829605730267,0.1616170394269735,0.9568189754525627,0.9369121916954732,0.9856982485465458,0.9359232272437507,0.8450223151282898,0.17102377554462544,0.03853406011625898,0.9565292602134706,0.04347073978652926,0.9806011975863898,0.01939880241361025,0.949095390395105,0.9501525502422434,0.9538401636754398,0.949095390395105,0.9203643743073596,0.9094920790797082,0.9369121916954732
"{'C': 100.0, 'solver': 'sag'}",0.8971108965709644,0.8708941478441621,0.9172951231774762,0.08270487682252389,0.8357985884234372,0.16420141157656304,0.9568145720308213,0.9364061188209796,0.9855240201834629,0.9353977813190686,0.8431339819692513,0.1761977941387874,0.03939876360488682,0.9555171144644827,0.04448288553551712,0.9806011975863898,0.01939880241361025,0.948268260535717,0.9494008823529628,0.9533677515620739,0.948268260535717,0.9192537144318345,0.9081998930049134,0.9364061188209796
"{'C': 1.0, 'solver': 'sag'}",0.8905555088544505,0.8792264836293177,0.8994469582704878,0.10055304172951234,0.8650209396726424,0.13497906032735754,0.9603264096451742,0.9325296203624376,0.9866112267505458,0.9313383085693343,0.8525491885281329,0.1432132425853722,0.03410077401782806,0.9656122824543877,0.03438771754561228,0.9766551848252808,0.023344815174719237,0.9531696301627307,0.9536699908778649,0.955632614548732,0.9531696301627307,0.9250753917028276,0.9208380622489616,0.9325296203624376
"{'C': 1.0, 'solver': 'lbfgs'}",0.8901098320121194,0.8913068424153052,0.8906485671191555,0.10935143288084465,0.8987502693385048,0.10124973066149537,0.9551922551901829,0.9326785082822234,0.9850605655094817,0.9310036278484588,0.8685576266925247,0.14805525200807848,0.03202173708378888,0.9747084494452914,0.02529155055470845,0.974983599301339,0.025016400698660998,0.9589329561695273,0.9589531363842689,0.9605568224670074,0.9589329561695273,0.9329791475597797,0.9368669343199219,0.9326785082822234
"{'C': 1.0, 'solver': 'newton-cholesky'}",0.8893342076123955,0.8961479627906542,0.8861236802413275,0.11387631975867271,0.9132030207494606,0.08679697925053963,0.9556740420407301,0.9324339592296247,0.9851755605935174,0.9304402525401263,0.8750576258000946,0.15049650389314462,0.03184382425766066,0.9787442382179224,0.021255761782077578,0.9741276246622453,0.0258723753377546,0.9613795192272959,0.9611735198441902,0.9625879973653723,0.9613795192272959,0.9361969057990657,0.943665322705853,0.9324339592296247
"{'C': 100.0, 'solver': 'lbfgs'}",0.8890845777563914,0.8415814124881761,0.9258421317244847,0.07415786827551535,0.7778490643829182,0.22215093561708182,0.9546632771524742,0.9305375721629593,0.9838470542185713,0.9297603967425055,0.808016913799918,0.3861770208169061,0.05616578788354251,0.9352330126014335,0.06476698739856636,0.9822401600580848,0.017759839941915264,0.9334765296113416,0.935914423277307,0.9436661157676678,0.9334765296113416,0.8997089583266047,0.8800446122205016,0.9305375721629593
