Logistic Regression Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'C': 1.0, 'solver': 'sag'}",0.9141754785819662,0.8911919831223628,0.9302232854864433,0.06977671451355665,0.8555261610817166,0.1444738389182834,0.9522015429833469,0.9468943028078135,0.9840925955818326,0.9467059542306729,0.865930302852731,0.14892611224753574,0.03439247896548259,0.9635653201291836,0.03643467987081639,0.9834782789373545,0.01652172106264549,0.9572663572663572,0.9579350980882522,0.9594136260201536,0.9572663572663572,0.9323019079845515,0.9195022200095355,0.9468943028078135
"{'C': 1.0, 'solver': 'liblinear'}",0.9076484424913792,0.8594540867038765,0.9432672590567327,0.0567327409432673,0.7904229494975054,0.20957705050249467,0.9493913673352953,0.9423080813979551,0.9829181786381831,0.9422618190381925,0.828715313737488,0.18883380457399443,0.04506168617583232,0.9413489037391773,0.05865109626082258,0.9862245059642923,0.013775494035707658,0.9416851194628973,0.9436972536190097,0.9494301047276131,0.9416851194628973,0.9113282280424606,0.8883237277308988,0.9423080813979551
"{'C': 10.0, 'solver': 'liblinear'}",0.9064956506436447,0.8623237230634656,0.9389382547277284,0.06106174527227163,0.7984785478275008,0.2015214521724992,0.9483589669941678,0.941660275132099,0.9822304734768449,0.9415887380634338,0.8318537892553417,0.2201509536447751,0.04516783787574866,0.9443822955364697,0.055617704463530315,0.9852364601372933,0.014763539862706657,0.9433271655493879,0.9451313196338019,0.9501377119689848,0.9433271655493879,0.9133175928923629,0.891857503982397,0.941660275132099
"{'C': 10.0, 'solver': 'sag'}",0.9056859292715371,0.8602709258843121,0.9388812941444521,0.06111870585554798,0.794301785277574,0.205698214722426,0.9501342163350867,0.9411190873469731,0.9827650394201365,0.9411020203217862,0.8292074164301443,0.19862359582481368,0.04427980745200044,0.943356880549494,0.056643119450505965,0.9852012919889224,0.014798708011077633,0.9425000758334091,0.944334828853774,0.9493195106254085,0.9425000758334091,0.9120355456296932,0.8897515386332482,0.9411190873469731
"{'C': 100.0, 'solver': 'sag'}",0.9019564624136701,0.8521387278708632,0.9388812941444521,0.06111870585554798,0.7810949313412366,0.21890506865876325,0.9501388942197545,0.9385984030431685,0.982593358098344,0.9385697785476456,0.8196788132735645,0.21108009105730952,0.04671112851588823,0.9383155119418851,0.061684488058114884,0.9851188820943669,0.014881117905633031,0.9384010272899163,0.9406112067003916,0.9467836548009795,0.9384010272899163,0.906614433727284,0.8831069067178019,0.9385984030431685
"{'C': 10.0, 'solver': 'lbfgs'}",0.9015970612784926,0.8856568832983926,0.9127933470038733,0.08720665299612669,0.8611639540618615,0.1388360459381385,0.9508793536205641,0.9391971381974623,0.9830616146238113,0.9387162835050232,0.8591670099920389,0.1814244408770986,0.03434154611285324,0.9656009293910514,0.03439907060894868,0.9795068964497391,0.020493103550260905,0.9556243111798667,0.9561315430781324,0.9572749072405609,0.9556243111798667,0.9290620050656523,0.9203354252558004,0.9391971381974623
"{'C': 100.0, 'solver': 'liblinear'}",0.9014817076532277,0.8563482934716659,0.9345522898154477,0.06544771018455231,0.7909832721338229,0.20901672786617706,0.9475304432361416,0.9384510605097619,0.981660855097048,0.9384028252889453,0.8243392061486944,0.26412972699680076,0.04663677303689029,0.942349831204076,0.057650168795923884,0.9841557229488265,0.0158442770511736,0.9408580297469187,0.942750305874063,0.947850731405881,0.9408580297469187,0.9095541341581314,0.8875694975413246,0.9384510605097619
"{'C': 1.0, 'solver': 'lbfgs'}",0.8987047970678307,0.8974511118560734,0.899749373433584,0.10025062656641603,0.8961825119199148,0.10381748808008522,0.9519331679434008,0.9377272473090376,0.982831222787162,0.9367789290166026,0.8740531880063022,0.14751288537934612,0.032289942747317564,0.9757051211844913,0.024294878815508698,0.9767624449534366,0.02323755504656348,0.9613734947068281,0.961370179232692,0.9616114304545124,0.9613734947068281,0.9368269447532519,0.9364724784366757,0.9377272473090376
"{'C': 1.0, 'solver': 'newton-cg'}",0.8979892831622487,0.8955469208683077,0.899749373433584,0.10025062656641608,0.8919942669942671,0.10800573300573302,0.9530462726279487,0.9372191172277368,0.9832956022794018,0.9363298344055325,0.8714778910094175,0.14681447531163558,0.03225014035949517,0.9746888610218897,0.025311138978110326,0.9767080049859507,0.023291995014049365,0.9605464049908493,0.9605819554403586,0.960771834865399,0.9605464049908493,0.9356128661455562,0.9343511359901089,0.9372191172277368
"{'C': 100.0, 'solver': 'newton-cg'}",0.8966460922692406,0.8678263570707463,0.9170084301663248,0.0829915698336751,0.8238808370441363,0.17611916295586372,0.9476050524269256,0.9357367314590062,0.9820852054904304,0.935533395131745,0.8370949623878158,0.20464093734912894,0.03937538893016664,0.9544650327516875,0.04553496724831252,0.9802564653150486,0.01974353468495138,0.947418125195903,0.9484883446114608,0.950838128086342,0.947418125195903,0.9175027445522911,0.9020686511795925,0.9357367314590062
