Logistic Regression Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'C': 1.0, 'solver': 'sag'}",0.9178949357520786,0.8767264178665883,0.9475591151792525,0.05244088482074749,0.8157507914970601,0.18424920850293985,0.9508243033318355,0.9489819867394238,0.9828287273367367,0.948972562344528,0.8492262502940513,0.17803486676732438,0.04191512621213249,0.9504048582995952,0.049595141700404854,0.9873839009287926,0.01261609907120742,0.949874686716792,0.9512682611662805,0.9550902382662698,0.949874686716792,0.9226338461084029,0.9015673462129263,0.9489819867394238
"{'C': 10.0, 'solver': 'lbfgs'}",0.9167927818855306,0.879845347139254,0.9432112890922959,0.05678871090770404,0.8245031182607683,0.17549688173923178,0.9489364214327813,0.9483262923194273,0.981062374736348,0.948306663108115,0.8526892709827965,0.2102431418669898,0.04114111376149006,0.9534412955465588,0.04655870445344129,0.9863905896387783,0.013609410361221708,0.9515207739175524,0.9527383354257632,0.9559247224625322,0.9515207739175524,0.9247395328951268,0.9054468539497733,0.9483262923194273
"{'C': 10.0, 'solver': 'newton-cg'}",0.9079307944125968,0.8884751773049645,0.921395881006865,0.07860411899313502,0.8578842975206611,0.14211570247933886,0.9470224420595865,0.9429853898961451,0.9815877486358036,0.942736752699135,0.8623352523439448,0.17611433732820075,0.03568412875775079,0.9645748987854251,0.03542510121457487,0.9814622329322722,0.01853776706772786,0.9564522837265578,0.9570465328854518,0.9582023786395364,0.9564522837265578,0.9307090744907718,0.9196732652264666,0.9429853898961451
"{'C': 100.0, 'solver': 'liblinear'}",0.9075593197776964,0.8482398364751306,0.9519450800915332,0.04805491990846683,0.7649231678486997,0.23507683215130026,0.9452834739808322,0.9420656574546734,0.9807858296506978,0.9420097634914298,0.8160004936229495,0.3259931126839688,0.05516558882644815,0.9321862348178138,0.06781376518218624,0.9881996730445994,0.011800326955400509,0.9359079271454498,0.9384638013776682,0.9461849968600744,0.9359079271454498,0.9038073961970683,0.8765614204466496,0.9420656574546734
"{'C': 10.0, 'solver': 'liblinear'}",0.9053227658071352,0.843447800964043,0.9519450800915332,0.04805491990846683,0.7573359073359074,0.24266409266409267,0.9466382971288099,0.9405474388311917,0.9812718294592315,0.9404632499453811,0.8104425656237437,0.2696456853309722,0.054055806836263945,0.9291497975708503,0.07085020242914974,0.9881667500973358,0.011833249902664211,0.933446223316913,0.9362282506523476,0.9447219256177948,0.933446223316913,0.9005920961041438,0.8727513287166215,0.9405474388311917
"{'C': 100.0, 'solver': 'newton-cg'}",0.9048821548821548,0.8476800976800977,0.9475591151792525,0.05244088482074749,0.7669915042478761,0.23300849575212396,0.9455483969796457,0.9403787478730271,0.9811575673914588,0.9403289583545443,0.8149827688437907,0.2929691983252026,0.05288034088400291,0.9331983805668016,0.06680161943319834,0.987165260454879,0.012834739545121043,0.9359092775041051,0.9383888181051562,0.9457288508690838,0.9359092775041051,0.9035468636946473,0.8770783823513775,0.9403787478730271
"{'C': 1.0, 'solver': 'liblinear'}",0.9042306538283189,0.8359437604720623,0.9563310450038138,0.043668954996186116,0.7425287356321839,0.25747126436781614,0.9483138136760283,0.9397039840403685,0.9820503556020839,0.9395544041035246,0.8021449519267373,0.23147953381984598,0.05480881047460544,0.9230769230769231,0.07692307692307693,0.9891538088717609,0.010846191128239147,0.9293370819289604,0.9325701831551336,0.9427409870283883,0.9293370819289604,0.8954564995594898,0.8658412722519724,0.9397039840403685
"{'C': 100.0, 'solver': 'sag'}",0.9034928147577279,0.834383255435887,0.9563310450038138,0.043668954996186116,0.7401004795615437,0.2598995204384563,0.9453709537355328,0.9391979111658746,0.9818627110374069,0.9390378267334802,0.8003411132208342,0.27394598207831344,0.057784260726461575,0.9220647773279352,0.07793522267206476,0.9891419166816,0.010858083318399991,0.9285160638665629,0.9318293570655587,0.9422728028082519,0.9285160638665629,0.8944012419711683,0.8646211981215719,0.9391979111658746
"{'C': 10.0, 'solver': 'sag'}",0.9023026315789473,0.836855601733133,0.9519450800915332,0.04805491990846683,0.7466216216216216,0.2533783783783784,0.9453882588995917,0.938523147333216,0.9819604128257626,0.9384214269622928,0.8027384249279519,0.2564682415613229,0.055064949899415745,0.9251012145748988,0.0748987854251012,0.9881114892662128,0.011888510733787161,0.9301567496327025,0.9332289677963543,0.9426680976210788,0.9301567496327025,0.8962109223347211,0.8673665554439172,0.938523147333216
"{'C': 10.0, 'solver': 'newton-cholesky'}",0.8983921676196907,0.8903301013988602,0.9038901601830663,0.09610983981693366,0.8773625583902264,0.12263744160977363,0.9508263206968283,0.9372689667312093,0.9819458212508918,0.9366538500548474,0.8646590668956531,0.1798574376772939,0.03361956514143944,0.9706477732793523,0.029352226720647745,0.9775837129651181,0.0224162870348818,0.9580943198513525,0.9583349341371223,0.9587177075444238,0.9580943198513525,0.9322135859344713,0.9274731356776722,0.9372689667312093
"{'C': 1.0, 'solver': 'newton-cg'}",0.8983904027007474,0.8902867715078631,0.9038901601830663,0.09610983981693366,0.8771551724137931,0.1228448275862069,0.9518308600514637,0.9372689667312093,0.9823972336226943,0.9366598140123137,0.864570016116305,0.14883868357274369,0.032494170565582126,0.9706477732793521,0.0293522267206478,0.9775799291735249,0.022420070826475125,0.9580929694926973,0.958330402529044,0.9586805442941477,0.9580929694926973,0.9321930061773982,0.927367550793659,0.9372689667312093
"{'C': 1.0, 'solver': 'lbfgs'}",0.897612384907023,0.8883669521967394,0.9038901601830663,0.09610983981693366,0.8733974358974359,0.1266025641025641,0.9519395781192328,0.9367628938567154,0.982527708551435,0.9361739329775738,0.8621610728803545,0.1470402706187009,0.0324166496874672,0.9696356275303644,0.030364372469635637,0.9775550918579419,0.022444908142058073,0.9572706010716446,0.9575471242512084,0.9579557883784195,0.9572706010716446,0.9309725967329132,0.925476263877689,0.9367628938567154
