Data Under-Sampler Model,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
Neighbourhood Cleaning Rule,0.9028911443916057,0.8824038274808891,0.9170861937452326,0.08291380625476735,0.8502491476527669,0.14975085234723312,0.9433170367311698,0.939818400516341,0.9792873752767766,0.9395299020293174,0.8547984690163961,0.1421969014216773,0.0372324704041173,0.9625506072874493,0.037449392712550655,0.9804123711340206,0.019587628865979423,0.9539892295393657,0.954647318015899,0.9559143032238593,0.9539892295393657,0.9269016073053067,0.9153307593933937,0.939818400516341
Edited Nearest Neighbours,0.8973528206757582,0.8414981617647059,0.9389016018306635,0.06109839816933643,0.7624113475177305,0.2375886524822695,0.9339388385566529,0.9355439183242387,0.9791474814478549,0.9355305350561289,0.8068980315188463,0.18372291801445476,0.05081910767223489,0.9321862348178138,0.06781376518218624,0.9850290085836124,0.01497099141638758,0.9334448729582576,0.9359773678765564,0.9431387446732287,0.9334448729582576,0.8996886383859063,0.8737201780506715,0.9355439183242387
Baseline,0.8936563873973036,0.891399292885368,0.8951945080091533,0.10480549199084666,0.8877681115944203,0.11223188840557974,0.9476203660682743,0.9344393592677346,0.9808580154840543,0.9336123429700043,0.8661296070262245,0.1232994922960067,0.03251306107550284,0.9736842105263157,0.026315789473684237,0.9756588286119854,0.024341171388014615,0.9589180386310605,0.958994890770978,0.9591108245369582,0.9589180386310605,0.9330329010761393,0.9317134701032028,0.9344393592677346
Condensed Nearest Neighbour,0.8928803852661721,0.8589280337247817,0.9170480549199085,0.08295194508009157,0.8077401029646725,0.19225989703532753,0.9318054300093755,0.9332203837352578,0.9746662466763636,0.9330796608557095,0.8262294105963386,0.1688399248752711,0.04458850112135933,0.9493927125506072,0.050607287449392746,0.9801451769289227,0.019854823071077277,0.9433051918589577,0.9446515324352582,0.9477007841533721,0.9433051918589577,0.9117258264623299,0.8939426399467976,0.9332203837352578
Random Under Sampler,0.8881632343870053,0.8167429225050042,0.9432112890922959,0.05678871090770404,0.7203344600604875,0.27966553993951254,0.9257194703353476,0.9290955230886581,0.9723147642032381,0.9289728491423065,0.7784549580261855,0.21844249208899608,0.062406562453671106,0.9149797570850202,0.08502024291497978,0.9858308358308359,0.014169164169164139,0.920299131449313,0.9241688894133002,0.9358641368472498,0.920299131449313,0.8829069776075289,0.8530826479456617,0.9290955230886581
Cluster Centroids,0.8848404026499183,0.8461765429063192,0.912700228832952,0.08729977116704807,0.788888888888889,0.21111111111111108,0.9353476049447489,0.928010033444816,0.9758693953683717,0.927862777365563,0.8107309055985981,0.22865694335459869,0.06725704752713976,0.9433198380566801,0.05668016194331987,0.9790040032308324,0.020995996769167635,0.9375499632702445,0.9392499342830762,0.9432393229566467,0.9375499632702445,0.9034988609900985,0.8839464460598606,0.928010033444816
Tomek Links,0.882618926635695,0.8768846096432303,0.8864988558352402,0.1135011441647597,0.8675482174167154,0.1324517825832846,0.9457121150272982,0.9275611688083084,0.9794916959270206,0.9266394480567488,0.8480741648093082,0.1262687942999782,0.03389352572302759,0.9686234817813766,0.03137651821862347,0.9735563190793559,0.026443680920644086,0.9531641604010025,0.9533553358720768,0.9536124834060673,0.9531641604010025,0.9239829922953593,0.9205522682480356,0.9275611688083084
One Sided Selection,0.882618926635695,0.8768846096432303,0.8864988558352402,0.1135011441647597,0.8675482174167154,0.1324517825832846,0.9456879839892395,0.9275611688083084,0.9794696541565142,0.9266394480567488,0.8480741648093082,0.12577075868412751,0.03386750057054569,0.9686234817813766,0.03137651821862347,0.9735563190793559,0.026443680920644086,0.9531641604010025,0.9533553358720768,0.9536124834060673,0.9531641604010025,0.9239829922953593,0.9205522682480356,0.9275611688083084
All KNN,0.8825438027255029,0.8050974512743628,0.9432494279176201,0.05675057208237988,0.7027506654835848,0.2972493345164152,0.9301019397058828,0.9250660095053688,0.9756704404030672,0.9248726275571924,0.7649521519262922,0.2532061070399908,0.06769107766263315,0.9068825910931174,0.09311740890688258,0.9856799078091106,0.014320092190889366,0.9137323373087892,0.918334777993288,0.9324215011197088,0.9137323373087892,0.8748450540461586,0.8442152866463477,0.9250660095053688
Repeated Edited Nearest Neighbours,0.8765320370274603,0.7838790476682332,0.9519832189168573,0.04801678108314267,0.6671144947007015,0.33288550529929845,0.9281453653233187,0.9203235932640967,0.9757925772890244,0.919739893186586,0.7417614898129671,0.29570984684405105,0.07821097100914404,0.888663967611336,0.11133603238866396,0.9875968403463466,0.01240315965365335,0.9005892965171549,0.9068895618035807,0.9272664061056118,0.9005892965171549,0.8596473036254626,0.8273556675235241,0.9203235932640967
Near Miss,0.8158517749531575,0.7208012326656394,0.8951182303585049,0.10488176964149509,0.6043680939226519,0.39563190607734805,0.8382034490838934,0.8787332042480784,0.9450529156900349,0.878568337123796,0.660873955827185,0.32414933875409047,0.09836174839548331,0.8623481781376519,0.1376518218623482,0.9724706999160246,0.02752930008397536,0.8685088259441708,0.8776319730262285,0.9032370104658093,0.8685088259441708,0.8173811909537478,0.7884193969193383,0.8787332042480784
Instance Hardness Threshold,0.8126557308970099,0.6570633448184469,0.9651029748283753,0.034897025171624685,0.498172514619883,0.501827485380117,0.9036693271104423,0.8696972364020419,0.9681437355049303,0.8644413010952023,0.6005485906293153,0.5439782519472303,0.15224243903463075,0.7742914979757085,0.2257085020242915,0.9896117895977288,0.01038821040227117,0.8101989888514389,0.8289264759966115,0.8971304381368326,0.8101989888514389,0.7629147746343121,0.743892152108806,0.8696972364020419
