Data Under-Sampler Model,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
Edited Nearest Neighbours,0.9149522111383711,0.8768403904092426,0.9429361488185019,0.05706385118149826,0.8217410541478383,0.17825894585216162,0.9513393685295941,0.9471751743268773,0.9842204911245158,0.9467929902364495,0.8498316454274545,0.16577122589940277,0.039959646833394896,0.9514141998352525,0.04858580016474755,0.9864383219050298,0.013561678094970126,0.94986092547773,0.9512449760022524,0.9554026260870158,0.94986092547773,0.9226686070376737,0.9040896880264343,0.9471751743268773
Neighbourhood Cleaning Rule,0.9090644880573743,0.8928643735681127,0.921065862242333,0.0789341377576672,0.8701394108127853,0.1298605891872146,0.9423338072900228,0.9438250775712075,0.9809909108206323,0.9430859644835039,0.8689756308552212,0.14423094849261914,0.03332010917186968,0.9665842929000825,0.03341570709991764,0.9816501605165572,0.018349839483442716,0.9580972123037651,0.9586558658616475,0.9605609071247565,0.9580972123037651,0.933395229232903,0.9258947856646714,0.9438250775712075
Repeated Edited Nearest Neighbours,0.903049289446387,0.8394597175455853,0.9519859225741579,0.04801407742584215,0.7530190879354758,0.2469809120645241,0.9462299611305921,0.9390342182757044,0.9829226054303454,0.9386029859438076,0.8064414515435202,0.21772522488942414,0.05569176493930324,0.9260825139772506,0.07391748602274918,0.9882250081299931,0.011774991870006857,0.9309507732691635,0.9340416985824522,0.9439658649045106,0.9309507732691635,0.8977141971251191,0.8706220480327347,0.9390342182757044
All KNN,0.9019317540447689,0.852712227020374,0.9389140271493214,0.061085972850678745,0.7836331174546278,0.21636688254537223,0.9492824944719462,0.9386047079855131,0.9833759503883341,0.938183155408857,0.8208496486227522,0.19874016520749632,0.048132439881462,0.9382953888217046,0.06170461117829539,0.9851805101805102,0.014819489819489808,0.9383859575023827,0.9406406063085859,0.9472945730241984,0.9383859575023827,0.906860511124512,0.884406813817569,0.9386047079855131
Cluster Centroids,0.8935242022533056,0.8554399583332141,0.9218200100553042,0.07817998994469584,0.8010958974917786,0.1989041025082215,0.9488286661958671,0.9336007353499615,0.9808334390068136,0.9331060964590867,0.8232071461381565,0.20493167749233546,0.05788724624346302,0.9453814606446185,0.054618539355381475,0.9811984947591739,0.01880150524082609,0.940858918321621,0.9425876608481591,0.9473677848371351,0.940858918321621,0.9091177156036938,0.8911471961254762,0.9336007353499615
Random Under Sampler,0.8883048827751353,0.8441500388492199,0.9215686274509806,0.07843137254901963,0.7823720850723139,0.2176279149276861,0.931864465323271,0.9299321833996758,0.9754823086556831,0.9294622314354316,0.8096864611362828,0.19052841114065552,0.05140693660928272,0.938295739348371,0.061704260651629074,0.9810481097798949,0.01895189022010512,0.9351214343339473,0.9373733108733528,0.9436691676080137,0.9351214343339473,0.901570842225529,0.8817100974261045,0.9299321833996758
Baseline,0.8832704496705472,0.8948209930936001,0.8773252890899952,0.12267471091000502,0.9222698053580408,0.07773019464195936,0.9523127135407466,0.92906680179126,0.9840501260005904,0.9265300746840046,0.8748354221390056,0.11630116422140455,0.03132821242051947,0.9808083144925249,0.019191685507474972,0.9723156541596911,0.027684345840308842,0.9613967472400446,0.9610076730694279,0.9628607837612304,0.9613967472400446,0.9355696731087538,0.9472927297588659,0.92906680179126
Condensed Nearest Neighbour,0.8792650618685977,0.8648856164902378,0.8908999497234793,0.10910005027652087,0.8484584637330632,0.15154153626693673,0.9408137960638984,0.9257387212031175,0.97951563801409,0.9241427087870799,0.8359917344887429,0.1494100264230494,0.04046727823290311,0.9605774926827558,0.03942250731724417,0.9746986191021463,0.025301380897853644,0.9474235321686826,0.9480499927717303,0.9510030631528168,0.9474235321686826,0.9161002657916198,0.911578541417605,0.9257387212031175
One Sided Selection,0.878247317060542,0.8880113729671805,0.8730517848164907,0.12694821518350932,0.9101336195227598,0.08986638047724022,0.9464000562637754,0.9259113315305266,0.9821034349207723,0.923333456325993,0.8655190500020117,0.1258272612517987,0.032651844551811866,0.9787708782445623,0.021229121755437546,0.9712337085702804,0.028766291429719537,0.958924342163153,0.9585019179963863,0.959706746567381,0.958924342163153,0.9314145286576596,0.9406836640465203,0.9259113315305266
Tomek Links,0.878247317060542,0.8880113729671805,0.8730517848164907,0.12694821518350932,0.9101336195227598,0.08986638047724022,0.9464000562637754,0.9259113315305266,0.9821034349207723,0.923333456325993,0.8655190500020117,0.12568271119329072,0.03264895678814534,0.9787708782445623,0.021229121755437546,0.9712337085702804,0.028766291429719537,0.958924342163153,0.9585019179963863,0.959706746567381,0.958924342163153,0.9314145286576596,0.9406836640465203,0.9259113315305266
Near Miss,0.8379785346495026,0.7615934529885953,0.9042232277526396,0.09577677224736049,0.670649555514016,0.32935044448598394,0.867684913207192,0.894962885411802,0.9616931835507688,0.8933180545325327,0.7129709186311399,0.28438853642757017,0.07968989452318789,0.8857025430709643,0.1142974569290359,0.975997928693379,0.02400207130662091,0.889004545046159,0.8962274380021183,0.9187924017936655,0.889004545046159,0.8444572178659958,0.8233237421036976,0.894962885411802
Instance Hardness Threshold,0.8270822691026727,0.6823433027924455,0.9650578179989945,0.034942182001005545,0.5294445668980409,0.4705554331019592,0.9265512104572958,0.8812618427324311,0.9733714783095587,0.8768934378247657,0.6290875782838149,0.5345426132544128,0.13761890645254227,0.7974658674658675,0.2025341325341325,0.9898489588061972,0.010151041193802937,0.8289833527380035,0.8450731296439149,0.9032677106282403,0.8289833527380035,0.7825466814668182,0.7596467628521189,0.8812618427324311
