Data Under-Sampler Model,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
Edited Nearest Neighbours,0.9084345106142001,0.8607092410544331,0.9433242196400092,0.05667578035999088,0.791460160796877,0.20853983920312302,0.9400278955159772,0.9428047875618996,0.9805440677034004,0.9427668685976043,0.8298761775234155,0.16662134305053974,0.04358949943639103,0.9422853554837903,0.05771464451620978,0.9862057773450178,0.013794222654982166,0.9424636757970092,0.9443335194557566,0.9495375266682043,0.9424636757970092,0.9122254170677992,0.8888329690709474,0.9428047875618996
Tomek Links,0.8952076387833633,0.8951717892115244,0.8953634085213033,0.10463659147869675,0.8956306306306306,0.10436936936936936,0.9450821563464483,0.9355296594443056,0.9806658944384838,0.9345455152971281,0.8711227286187871,0.1216992898917187,0.03268369253572437,0.9756959103673076,0.02430408963269237,0.9757404985967574,0.02425950140324251,0.9605464049908493,0.9605279894201281,0.9606640191935089,0.9605464049908493,0.9354351882864722,0.9356855646136942,0.9355296594443056
One Sided Selection,0.8952076387833633,0.8951717892115244,0.8953634085213033,0.10463659147869675,0.8956306306306306,0.10436936936936936,0.9450607488599276,0.9355296594443056,0.980652696254554,0.9345455152971281,0.8711227286187871,0.1219290081892888,0.03269698819807073,0.9756959103673076,0.02430408963269237,0.9757404985967574,0.02425950140324251,0.9605464049908493,0.9605279894201281,0.9606640191935089,0.9605464049908493,0.9354351882864722,0.9356855646136942,0.9355296594443056
All KNN,0.8943077599217207,0.8348665881193181,0.9388812941444521,0.06111870585554794,0.7516252955082742,0.24837470449172575,0.9325571578952702,0.9335033419971945,0.9769834348850185,0.9334180479949085,0.7991357719229367,0.21512763265514145,0.05342842435734113,0.928125389849937,0.07187461015006295,0.9849599544913752,0.01504004550862481,0.9301382190271079,0.9329535313254511,0.9410497181679687,0.9301382190271079,0.895281780686517,0.8682926249998246,0.9335033419971945
Neighbourhood Cleaning Rule,0.8922188922188922,0.8752420248634646,0.9039074960127592,0.09609250398724083,0.8483388537589079,0.15166114624109206,0.9418327489883422,0.9332313389299302,0.9784903994208872,0.9327665062187291,0.8458528593069866,0.14129345719151776,0.037207192652243155,0.9625551818471013,0.03744481815289876,0.9773944526007982,0.022605547399201804,0.9515252626363737,0.9521086533581194,0.9531157923406864,0.9515252626363737,0.9225800430967368,0.912866653179853,0.9332313389299302
Repeated Edited Nearest Neighbours,0.8898617073269969,0.8252995801866431,0.9388812941444521,0.06111870585554794,0.7363815313359385,0.2636184686640614,0.9325453017852721,0.9304637723265734,0.9769005716440068,0.9303396106131769,0.7879831787363486,0.23683265615444626,0.06006336508301426,0.9220462505086947,0.07795374949130529,0.9848753422941515,0.015124657705848329,0.9252080363191474,0.9284834119912659,0.9381007315632085,0.9252080363191474,0.8888568398563548,0.8606284368150452,0.9304637723265734
Condensed Nearest Neighbour,0.8894334685551092,0.8750205177224846,0.8996354522670312,0.10036454773296881,0.8531547903714332,0.14684520962856693,0.9463663798782201,0.9316157468922152,0.9798632480055461,0.930979663927331,0.8460359429402683,0.14315820638818477,0.03803837023969316,0.9635960415173992,0.03640395848260081,0.9764419768323389,0.023558023167661053,0.9515252626363737,0.9520813236548954,0.9533007483508923,0.9515252626363737,0.9224739745875884,0.914798383601886,0.9316157468922152
Random Under Sampler,0.885702614379085,0.8216982911079512,0.9346092503987241,0.06539074960127593,0.7341253251579337,0.2658746748420661,0.939516559660701,0.9278518582325516,0.9770541045977755,0.9276904191993077,0.7836756705250396,0.19392895359226078,0.05538559166508541,0.921094466066379,0.07890553393362103,0.9838511876250436,0.016148812374956283,0.9235943013720792,0.9269737134327812,0.9368992210276987,0.9235943013720792,0.8865338933042389,0.8589882563914889,0.9278518582325516
Baseline,0.8830577024294302,0.8911729540300969,0.8779334700387332,0.12206652996126677,0.9059400059400059,0.09405999405999406,0.948656194027602,0.9283375359785907,0.9811782152734909,0.9267708393611213,0.8670444937894223,0.11888381240209023,0.03178179375643331,0.9787416019184482,0.021258398081551944,0.9719210926659919,0.028078907334007974,0.9597274041718485,0.9594438919106759,0.9595183870602106,0.9597274041718485,0.9332311106575905,0.938930549302999,0.9283375359785907
Cluster Centroids,0.8683517203028194,0.8257832698144334,0.8996354522670312,0.10036454773296881,0.7643071099105058,0.23569289008949412,0.9335320115987417,0.9174449419836316,0.9748492897536071,0.9171094418771539,0.7858956983881917,0.22686848235751053,0.06594477127386685,0.9352544317002321,0.0647455682997679,0.9757849335165022,0.024215066483497843,0.9285204396315506,0.9307046201525426,0.9360139498881127,0.9285204396315506,0.8904040282207607,0.8700460217135041,0.9174449419836316
