Soft Majority Vote Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"(0.45, 0.55) & 0.3875",0.9322940906489026,0.906554542765723,0.9515151515151516,0.04848484848484848,0.870516784802499,0.12948321519750092,0.9699465151737879,0.9585648676536744,0.9882825212612447,0.957888936518489,0.8870762499601806,0.12247250875578834,0.02878627913802498,0.9656145837921971,0.03438541620780288,0.9888715744289287,0.011128425571071273,0.9630090226540438,0.9637293207631565,0.9666756122794731,0.9630090226540438,0.9417316543123947,0.929694179615714,0.9585648676536744
"(0.4625, 0.5375) & 0.3875",0.9322940906489026,0.906554542765723,0.9515151515151516,0.04848484848484848,0.870516784802499,0.12948321519750092,0.969290605426969,0.9585648676536744,0.9880983083110741,0.957888936518489,0.8870762499601806,0.12385071670144468,0.02921561035339408,0.9656145837921971,0.03438541620780288,0.9888715744289287,0.011128425571071273,0.9630090226540438,0.9637293207631565,0.9666756122794731,0.9630090226540438,0.9417316543123947,0.929694179615714,0.9585648676536744
"(0.475, 0.525) & 0.425",0.9320718601959227,0.9117512301363233,0.9471861471861471,0.05281385281385281,0.8831628688771547,0.11683713112284541,0.9688970595788778,0.9584267079410467,0.9880062018359891,0.9577607437842185,0.8930350465724691,0.12525152274958062,0.029658753092730188,0.9696672686959458,0.030332731304054148,0.987881407573822,0.012118592426177997,0.9654859924016156,0.9660280768247902,0.9682703365630707,0.9654859924016156,0.945136780799998,0.9355221382254884,0.9584267079410467
"(0.4625, 0.5375) & 0.4125",0.9312215200598682,0.9096808367615821,0.9471861471861471,0.05281385281385281,0.8791946149089005,0.1208053850910994,0.969290605426969,0.9579201223280781,0.9880983083110741,0.9572514345139558,0.8905201394878566,0.12385071670144468,0.02921561035339408,0.9686540974700086,0.03134590252999133,0.987881407573822,0.012118592426177997,0.9646649743392182,0.9652204929055362,0.9675177366725397,0.9646649743392182,0.9438455677275789,0.9335380112413613,0.9579201223280781
"(0.5, 0.5) & 0.4375",0.9312215200598682,0.9096808367615821,0.9471861471861471,0.05281385281385281,0.8791946149089005,0.1208053850910994,0.9685035137307865,0.9579201223280781,0.9879140953609038,0.9572514345139558,0.8905201394878566,0.12812280818091287,0.030586473143303358,0.9686540974700086,0.03134590252999133,0.987881407573822,0.012118592426177997,0.9646649743392182,0.9652204929055362,0.9675177366725397,0.9646649743392182,0.9438455677275789,0.9335380112413613,0.9579201223280781
"(0.4875, 0.5125) & 0.4",0.9307520862873492,0.9028013946026368,0.9515151515151516,0.04848484848484848,0.8632629275486418,0.13673707245135816,0.9688970595788778,0.9575406836970205,0.9880062018359891,0.9568969557476815,0.8823745003290978,0.1266753854441564,0.030115707356033267,0.9635662158788892,0.03643378412111066,0.9888293589611814,0.011170641038818655,0.9613525827035929,0.9621560439615164,0.9652544994472896,0.9613525827035929,0.939326331293848,0.9260461432549116,0.9575406836970205
"(0.45, 0.55) & 0.4",0.9304756076598205,0.9079555089492979,0.9471861471861471,0.05281385281385281,0.8761421118563976,0.12385788814360243,0.9699465151737879,0.9574135367151095,0.9882825212612447,0.9567550339269179,0.8884249766728431,0.12247250875578834,0.02878627913802498,0.9676409262440715,0.032359073755928516,0.9878584032029915,0.012141596797008457,0.9638439562768207,0.9644603123199457,0.9669201722069093,0.9638439562768207,0.9427157562892119,0.9320002575296945,0.9574135367151095
"(0.475, 0.525) & 0.4125",0.9304010164198159,0.9077829761680695,0.9471861471861471,0.05281385281385281,0.8758368615511474,0.12416313844885274,0.9688970595788778,0.9574135367151095,0.9880062018359891,0.9567365585261312,0.888277038445828,0.12525152274958062,0.029658753092730188,0.9676409262440715,0.032359073755928516,0.987881407573822,0.012118592426177997,0.9638439562768207,0.964436610653114,0.9668809213805521,0.9638439562768207,0.9426350554721858,0.9318591345624847,0.9574135367151095
"(0.4875, 0.5125) & 0.425",0.9304010164198159,0.9077829761680695,0.9471861471861471,0.05281385281385281,0.8758368615511474,0.12416313844885274,0.9688970595788778,0.9574135367151095,0.9880062018359891,0.9567365585261312,0.888277038445828,0.1266753854441564,0.030115707356033267,0.9676409262440715,0.032359073755928516,0.987881407573822,0.012118592426177997,0.9638439562768207,0.964436610653114,0.9668809213805521,0.9638439562768207,0.9426350554721858,0.9318591345624847,0.9574135367151095
"(0.5125, 0.4875) & 0.4125",0.9299942503349091,0.9009774766296507,0.9515151515151516,0.04848484848484848,0.8598219241076384,0.14017807589236164,0.9685035137307865,0.9570340980840519,0.9879140953609038,0.9564285170407788,0.8800948193833763,0.12959434194585656,0.031071050454540436,0.9625530446529521,0.037446955347047846,0.9887853080383144,0.011214691961685489,0.9605171608155396,0.9613963290649032,0.9646120295795639,0.9605171608155396,0.938147461608049,0.9243036160729764,0.9570340980840519
