Perceptron Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.9174737660716388,0.9247298621163603,0.9127933470038733,0.08720665299612669,0.9374894374894375,0.06251056251056253,0.96855212889754,0.949310540808086,0.9913116093041371,0.9485284199587608,0.907886219190026,0.1264268500990452,0.026081544810541663,0.9858277346122987,0.014172265387701296,0.9799036841719767,0.020096315828023143,0.9720569053902387,0.9718982803843744,0.9719320639279218,0.9720569053902387,0.9537865673774495,0.9586965608307071,0.949310540808086
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.9174737660716388,0.9247298621163603,0.9127933470038733,0.08720665299612669,0.9374894374894375,0.06251056251056253,0.9680806263262914,0.949310540808086,0.9911520058635684,0.9485284199587608,0.907886219190026,0.12720972515206933,0.02646397413882967,0.9858277346122987,0.014172265387701296,0.9799036841719767,0.020096315828023143,0.9720569053902387,0.9718982803843744,0.9719320639279218,0.9720569053902387,0.9537865673774495,0.9586965608307071,0.949310540808086
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.9133473082126006,0.9146329860615575,0.9128503075871497,0.08714969241285031,0.9182997557997559,0.0817002442002442,0.9683539785690084,0.9468168203239924,0.9908901121328723,0.9460121274692902,0.8956181044493473,0.1438828504007953,0.02812649152158519,0.980783333060835,0.019216666939165017,0.97985568998589,0.020144310014109917,0.9679497679497681,0.9679129153251561,0.9683166619135711,0.9679497679497681,0.9474504281728088,0.9490777228928229,0.9468168203239924
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.9126035726704705,0.9128033991278652,0.9127933470038733,0.08720665299612669,0.9144601992802306,0.08553980071976945,0.9615702588168453,0.9462817544193856,0.9884706833238499,0.9455637615280016,0.8931794705937555,0.18086852533806372,0.02969585099671888,0.9797701618348977,0.020229838165102192,0.9798133250894395,0.020186674910560476,0.9671307671307671,0.9671513871289692,0.9675592847170122,0.9671307671307671,0.9462742057817944,0.9471367621848351,0.9462817544193856
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.9118073050348249,0.9108952586242237,0.9127933470038733,0.08720665299612669,0.9108970155002446,0.0891029844997554,0.9596210192498446,0.945775168806417,0.9879151979489258,0.9450661177318717,0.8908485334159978,0.1780932274181366,0.03007464345967061,0.9787569906089605,0.021243009391039402,0.9797973992909199,0.020202600709080015,0.9663077218632775,0.9663684666286181,0.9668777006306127,0.9663077218632775,0.945058639900239,0.9453472073955823,0.945775168806417
"{'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.9099134463386345,0.9123355666576302,0.9083504215083162,0.09164957849168376,0.9165866139550349,0.083413386044965,0.9643384693909489,0.944557666467392,0.9889075313212712,0.9438267186325646,0.8922015168369691,0.12897598294503343,0.029508347718214614,0.9807649114264677,0.0192350885735324,0.9787782772087539,0.02122172279124605,0.9671186337853005,0.9670717771399459,0.9670876031047638,0.9671186337853005,0.9460498184426305,0.9476824455818944,0.944557666467392
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.9089914855798232,0.9103064881866726,0.908464342674869,0.09153565732513103,0.9139843279083785,0.08601567209162146,0.9678298861993344,0.9441203131951431,0.9906512915030167,0.9432742655470077,0.8902594509247018,0.14265166454861966,0.028651700859784298,0.979776283715417,0.020223716284582933,0.9788334811056196,0.02116651889438041,0.9663077218632775,0.9662794561376306,0.966679993695765,0.9663077218632775,0.9447806665311496,0.946408904506999,0.9441203131951431
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.9085546631457971,0.9029238255623878,0.9128503075871496,0.08714969241285035,0.8955684293919588,0.1044315706080412,0.9596128076243505,0.9437742177095162,0.9870407737796499,0.9430292751629136,0.8810800745524855,0.20993546251574838,0.03396548294808877,0.974698127831883,0.025301872168117006,0.9797627172627172,0.02023728273728272,0.9630155407933185,0.9631758911071557,0.9639532102638658,0.9630155407933185,0.9400362118890966,0.937665573327338,0.9437742177095162
"{'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.9078389567890522,0.9010685334301564,0.9127933470038733,0.08720665299612669,0.8914985446150757,0.10850145538492424,0.9551468439969374,0.9432529400342803,0.988480499635846,0.9426262404656983,0.8785436559369749,0.22311521436797388,0.0330273972999672,0.9737125330646873,0.026287466935312698,0.9796960629455075,0.02030393705449259,0.9622086733197843,0.9624277887704281,0.9631580226975718,0.9622086733197843,0.9388538936296671,0.9355973037802916,0.9432529400342803
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.9071022736223598,0.9118713450292398,0.9039644565960355,0.09603554340396447,0.919990516832622,0.08000948316737788,0.9448922669165783,0.9428727860961476,0.986106422055632,0.9420486138825189,0.8917532613949889,0.3137630416490433,0.03141282038908374,0.9817811155962596,0.018218884403740383,0.9778321565555608,0.02216784344443919,0.967134811579256,0.9670173443928561,0.9669495700086291,0.967134811579256,0.9458360033211285,0.9489113366940914,0.9428727860961476
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.907067712541363,0.8989899397045105,0.9127933470038733,0.08720665299612669,0.8868055183443317,0.11319448165566819,0.958625949739422,0.9427371436041282,0.985970412373126,0.9421468458223488,0.8757443910721588,0.22737814984659951,0.03440558240233592,0.9726809402043827,0.02731905979561729,0.979663011478776,0.02033698852122408,0.9613775391553169,0.9616066956233253,0.9622229421169782,0.9613775391553169,0.9375554378921643,0.933234264911554,0.9427371436041282
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.9061516272901763,0.9097765101300231,0.9041353383458647,0.09586466165413536,0.9175639379271741,0.08243606207282594,0.9638492301536568,0.9424623966436094,0.9891438771046625,0.9414483840414779,0.8898716172399818,0.1847554635478463,0.03134805876891208,0.9807894549413542,0.01921054505864576,0.9778897928232232,0.02211020717677688,0.9663077218632775,0.9661975051469437,0.9665869870953676,0.9663077218632775,0.9445294784581586,0.9477268653751986,0.9424623966436094
