Data Over-Sampler Model,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
Adaptive Synthetic (ADASYN),0.8803079634429332,0.8943674875123061,0.8731601731601731,0.1268398268398268,0.9286459572173859,0.07135404278261422,0.9582078228709521,0.9274932071474624,0.9857879708943541,0.9243447418966027,0.875559722192579,0.16503032604005638,0.03273093445132278,0.9818262411347518,0.018173758865248222,0.9715078850799385,0.028492114920061692,0.9614246018318736,0.9609091778309794,0.963366840248856,0.9614246018318736,0.9353580174705103,0.9500769211486619,0.9274932071474624
Borderline SMOTE,0.8800008836685946,0.8937007880839968,0.8731601731601731,0.1268398268398268,0.9286459572173859,0.07135404278261422,0.9580615927342209,0.9274932071474624,0.9854840195265727,0.9239902694665733,0.8753407373188524,0.1414912082173364,0.03135145021396607,0.9818262411347518,0.018173758865248222,0.9715774660258699,0.028422533974130203,0.9614246018318736,0.9607983929262323,0.9634232248084901,0.9614246018318736,0.9350343291312071,0.9501117116216278,0.9274932071474624
Baseline,0.8795592362791117,0.8923266711857755,0.8731601731601731,0.1268398268398268,0.923884052455481,0.07611594754451896,0.9583090493535777,0.9269866215344936,0.9856866537717602,0.9238840543279542,0.8727581658834384,0.11474463530228027,0.031234817603678168,0.9808130699088147,0.019186930091185408,0.9714673926925073,0.028532607307492852,0.9606035837694762,0.9601074763276316,0.9624309075835074,0.9606035837694762,0.9340817613540285,0.9476757225739938,0.9269866215344936
SMOTE,0.8792521565047732,0.891659971757466,0.8731601731601731,0.1268398268398268,0.923884052455481,0.07611594754451896,0.9578599467992122,0.9269866215344936,0.9856958644192688,0.9235295818979248,0.8725391810097116,0.14341982475305334,0.03212559366410576,0.9808130699088147,0.019186930091185408,0.9715369736384387,0.028463026361561363,0.9606035837694762,0.9599966914228844,0.9624872921431417,0.9606035837694762,0.9337580730147254,0.9477105130469596,0.9269866215344936
SMOTEN,0.8782445675369454,0.8886437311674317,0.8731601731601731,0.1268398268398268,0.9145470931185216,0.08545290688147832,0.9600862441572682,0.9259734503085566,0.9864695588099843,0.9231156175800551,0.8673418523019156,0.11996813759687587,0.03154378546311551,0.9787867274569403,0.021213272543059783,0.9713251671459885,0.028674832854011463,0.9589471438190253,0.9585775531315873,0.96061949752999,0.9589471438190253,0.9317122250520259,0.9429361301322552,0.9259734503085566
KMeans SMOTE,0.8772941235177386,0.8907032538087225,0.870334928229665,0.1296650717703349,0.9241136056925532,0.07588639430744692,0.9564994997238135,0.9256489870711595,0.9849129593810445,0.922181352260996,0.8709573405033122,0.1244023541857557,0.03171783375190712,0.980963045912654,0.019036954087346025,0.9706382415454182,0.02936175845458187,0.9600720556196852,0.9594606701579713,0.9617955626274353,0.9600720556196852,0.9331047086705985,0.9473759236189857,0.9256489870711595
SVM-SMOTE,0.8652342504917931,0.8762736433130447,0.8601731601731603,0.1398268398268398,0.9060835989407418,0.09391640105925819,0.9505520974631585,0.9184557598583961,0.9835166118699884,0.9141459540972263,0.8537041482516775,0.18625478097363551,0.03656338010872534,0.9767383595436324,0.023261640456367562,0.9685429869487998,0.031457013051200224,0.9548420535070385,0.9541725311034558,0.9566719789280976,0.9548420535070385,0.9242749819722702,0.9373132929447708,0.9184557598583961
