Logistic Regression Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'C': 10.0, 'solver': 'sag'}",0.9154616724738676,0.8835699797160244,0.9387490465293669,0.06125095347063314,0.8371065375302663,0.16289346246973369,0.9591870295929938,0.9476133896614446,0.9875318080891369,0.9473418664265294,0.8577894305157214,0.15203093141072724,0.036110523114769845,0.9564777327935222,0.04352226720647778,0.9855315260432531,0.014468473956746886,0.9531695618356235,0.9542760267554931,0.9575693497825344,0.9531695618356235,0.927120450689256,0.9113190317867598,0.9476133896614446
"{'C': 100.0, 'solver': 'sag'}",0.9146921217251155,0.8818696120689655,0.9387490465293669,0.06125095347063314,0.8342949873782907,0.16570501262170934,0.9591701018462129,0.9471073167869506,0.9873941917811604,0.9468291274795149,0.8558011855681186,0.1568625756204735,0.03688534810570031,0.9554655870445343,0.04453441295546562,0.9855224140938427,0.014477585906157331,0.9523485437732262,0.953518887914257,0.9570310417850205,0.9523485437732262,0.9260014862231142,0.9099087007360667,0.9471073167869506
"{'C': 10.0, 'solver': 'liblinear'}",0.914213300358687,0.8863636363636364,0.9343630816170863,0.0656369183829138,0.8452804292220351,0.15471957077796494,0.9591680505110917,0.946938625828786,0.9871370249245717,0.946608090669723,0.8609412132732843,0.15571439436951912,0.03506507939822254,0.9595141700404858,0.04048582995951422,0.9845610825365045,0.01543891746349546,0.954810247601763,0.9557071112182562,0.9583250146483571,0.954810247601763,0.9290726653615641,0.9149207558792698,0.946938625828786
"{'C': 1.0, 'solver': 'sag'}",0.9139261853797755,0.8915487276617386,0.9300152555301298,0.0699847444698703,0.8582738481505516,0.14172615184944837,0.9600445224850274,0.9467890042832834,0.9884684868305247,0.9464404288236761,0.8670207048437408,0.1266375583505893,0.03255662343933942,0.9635627530364372,0.036437246963562764,0.9835806554926871,0.016419344507312916,0.9572760025062657,0.9579826874661906,0.959973174471964,0.9572760025062657,0.9324666891372517,0.9209272518216194,0.9467890042832834
"{'C': 1.0, 'solver': 'liblinear'}",0.9131193381401368,0.8780381944444444,0.9387490465293669,0.06125095347063314,0.826950354609929,0.1730496453900709,0.9610946362990511,0.9460951710379628,0.9881566594712445,0.9458473721811691,0.8510513507164222,0.1435621159893585,0.03698204932140257,0.9534412955465588,0.04655870445344129,0.9854805940871515,0.014519405912848504,0.9507038069311209,0.9519529237153918,0.9556199443855162,0.9507038069311209,0.9235641937836121,0.9062154743485402,0.9460951710379628
"{'C': 100.0, 'solver': 'liblinear'}",0.9112535865353328,0.8907854050711194,0.9256674294431732,0.07433257055682685,0.8594017094017095,0.1405982905982906,0.9562363243672656,0.9451211641142991,0.9861995355401354,0.9448053241700225,0.8656130633808892,0.1802844173448951,0.03491215910348204,0.964574898785425,0.03542510121457493,0.9825353226553963,0.01746467734460372,0.9572733017889552,0.9578832216375031,0.9593483674224048,0.9572733017889552,0.9321102175735656,0.9209685160285528,0.9451211641142991
"{'C': 100.0, 'solver': 'newton-cg'}",0.901807210786084,0.89273598820059,0.9081998474446986,0.09180015255530133,0.8788928571428571,0.12110714285714286,0.9481808228579082,0.9394238103620254,0.9850627051698952,0.9387862040922821,0.8679610026080959,0.18204249187592808,0.03597878447818484,0.9706477732793521,0.0293522267206478,0.9786306984804052,0.021369301519594763,0.9589166882724052,0.9591848781536482,0.9598448201853342,0.9589166882724052,0.9336611712707727,0.9287617778116312,0.9394238103620254
"{'C': 1.0, 'solver': 'lbfgs'}",0.9006697781549278,0.8964294425577424,0.9038520213577421,0.09614797864225783,0.8907221071322877,0.10927789286771233,0.9597487508872573,0.9387681159420289,0.9886150202120333,0.9380117133708896,0.8727355481831731,0.1209442644702848,0.03156850228668095,0.9736842105263157,0.026315789473684237,0.9776955973803276,0.02230440261967237,0.9605627754731657,0.9607281332689047,0.961303612926965,0.9605627754731657,0.9360329216127713,0.9342088522563077,0.9387681159420289
"{'C': 10.0, 'solver': 'lbfgs'}",0.9004157218442932,0.8895473251028807,0.908237986270023,0.09176201372997711,0.8735219594594594,0.12647804054054052,0.9569948037191987,0.9384307340256998,0.9868667333710089,0.9378500055368109,0.864113492758858,0.15631595378559715,0.03355769524575887,0.9686234817813766,0.03137651821862347,0.9785720560368447,0.021427943963155227,0.9572787032235761,0.95770083748595,0.9587729907325282,0.9572787032235761,0.9315272654907143,0.9260470077481522,0.9384307340256998
"{'C': 1.0, 'solver': 'newton-cholesky'}",0.8998941078587096,0.8945814648729447,0.9038520213577421,0.09614797864225783,0.8873027522935779,0.11269724770642203,0.9594461444631054,0.938262043067535,0.9884996000827628,0.9375164851947061,0.8704728467045433,0.12124977478516624,0.03170309119731424,0.9726720647773279,0.027327935222672073,0.9776764272346345,0.02232357276536545,0.9597417574107683,0.9599530282435278,0.9606423717801277,0.9597417574107683,0.9348462591603492,0.9324895897641062,0.938262043067535
