Logistic Regression Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'C': 100.0, 'solver': 'sag'}",0.9264559621830977,0.9186150415637176,0.9337662337662338,0.06623376623376623,0.9130295630295632,0.08697043697043699,0.9698872756740352,0.9552206350541225,0.9899223168649623,0.9538704390671103,0.9030255790186907,0.12101578904799684,0.026869376292491923,0.9766750363420114,0.02332496365798864,0.9851956685057178,0.014804331494282227,0.9687427217957223,0.9689872061472704,0.9715898486611788,0.9687427217957223,0.9496062202847397,0.9491126157676403,0.9552206350541225
"{'C': 10.0, 'solver': 'sag'}",0.9264559621830977,0.9186150415637176,0.9337662337662338,0.06623376623376623,0.9130295630295632,0.08697043697043699,0.9698194422728686,0.9552206350541225,0.9898302103898771,0.9538704390671103,0.9030255790186907,0.1185107898146917,0.02648884588616925,0.9766750363420114,0.02332496365798864,0.9851956685057178,0.014804331494282227,0.9687427217957223,0.9689872061472704,0.9715898486611788,0.9687427217957223,0.9496062202847397,0.9491126157676403,0.9552206350541225
"{'C': 1.0, 'solver': 'sag'}",0.9215690321409646,0.9187828297766186,0.9251082251082252,0.07489177489177487,0.9208962994677281,0.07910370053227196,0.9719059807059554,0.9524113875640239,0.9906573332105246,0.9507859718180975,0.9032768604440645,0.10553070363245459,0.025107991103490854,0.9797145500198229,0.020285449980177086,0.9832722801027377,0.016727719897262468,0.9695781436837757,0.9695182176189009,0.9714485637575724,0.9695781436837757,0.9500131784483176,0.9520842897852326,0.9524113875640239
"{'C': 1.0, 'solver': 'liblinear'}",0.9192163489884384,0.9074673900433953,0.9294372294372295,0.07056277056277055,0.896002146002146,0.10399785399785401,0.9702833273892214,0.9505337586917142,0.9900032938076415,0.9492118253606275,0.8891809660532137,0.11143294629947288,0.027071237194077162,0.9716302879461993,0.028369712053800872,0.9840706434078073,0.015929356592192738,0.9638305289817177,0.9643233193039681,0.9674627031591884,0.9638305289817177,0.9424560948351044,0.9400363947049765,0.9505337586917142
"{'C': 100.0, 'solver': 'newton-cg'}",0.9134660583383818,0.9120404625340878,0.9164502164502165,0.08354978354978353,0.9180903752332324,0.08190962476676764,0.968980053731097,0.947586351488988,0.9892702797767553,0.9457070969646318,0.8957937484552413,0.15614846945143693,0.027575194701657188,0.9787224865277596,0.021277513472240578,0.9813642271145717,0.01863577288542836,0.9671285167916869,0.9670546154568902,0.9694557206925496,0.9671285167916869,0.945888758674972,0.949727301173902,0.947586351488988
"{'C': 10.0, 'solver': 'liblinear'}",0.9127707805457079,0.9054922503751096,0.9207792207792209,0.07922077922077919,0.9046320082034369,0.09536799179656325,0.9684336161261036,0.9467007861087415,0.9891743355318747,0.944918222987309,0.8881799898429696,0.1304615280306185,0.028084343214740393,0.9726223514382627,0.027377648561737373,0.9822188277539992,0.01778117224600075,0.9629955953589407,0.9634877524658785,0.9675849414470727,0.9629955953589407,0.9411871905367543,0.9434254179787179,0.9467007861087415
"{'C': 100.0, 'solver': 'liblinear'}",0.9106410482754493,0.9062213625327932,0.9164502164502165,0.08354978354978353,0.9096206703349561,0.09037932966504397,0.9661024662670431,0.9455494551701766,0.9882459790184119,0.9436414516865819,0.8891170156526487,0.15852022755668227,0.02941036941110479,0.9746486938901371,0.025351306109863005,0.9812858831475852,0.018714116852414742,0.9638305289817177,0.9641285875181205,0.9677720612422508,0.9638305289817177,0.9418578403784542,0.9454532767412706,0.9455494551701766
"{'C': 10.0, 'solver': 'lbfgs'}",0.909628811867411,0.9085549261194898,0.9121212121212122,0.08787878787878785,0.9142945678659965,0.08570543213400357,0.9678526286547676,0.9454218493244856,0.9900420552825735,0.9430226263797127,0.8914181865609818,0.14528171632121065,0.02755084131655799,0.9787224865277595,0.021277513472240578,0.9804143835852477,0.019585616414752333,0.966307986994566,0.9660096830675703,0.9678944800307941,0.966307986994566,0.9439281738072919,0.9473544757256219,0.9454218493244856
"{'C': 100.0, 'solver': 'lbfgs'}",0.9076628064129422,0.9113008198602619,0.9077922077922079,0.0922077922077922,0.9286588411588412,0.07134115884115885,0.9709698970021233,0.9442705183859207,0.9904342753556443,0.9416997668640974,0.8963164191106572,0.1941488752185368,0.029554515358503133,0.9807488289796338,0.019251171020366213,0.9795323824873767,0.020467617512623323,0.9671290050569633,0.9668871140074442,0.9699040137311624,0.9671290050569633,0.9455211862453823,0.9540956118231088,0.9442705183859207
"{'C': 100.0, 'solver': 'newton-cholesky'}",0.9076628064129422,0.9113008198602619,0.9077922077922079,0.0922077922077922,0.9286588411588412,0.07134115884115885,0.9709698970021233,0.9442705183859207,0.9904342753556443,0.9416997668640974,0.8963164191106572,0.19414923963507447,0.029554538147138043,0.9807488289796338,0.019251171020366213,0.9795323824873767,0.020467617512623323,0.9671290050569633,0.9668871140074442,0.9699040137311624,0.9671290050569633,0.9455211862453823,0.9540956118231088,0.9442705183859207
"{'C': 1.0, 'solver': 'lbfgs'}",0.9044206240564899,0.9084743322010405,0.9034632034632034,0.09653679653679652,0.9225705511419798,0.07742944885802029,0.9693597589672509,0.9421060162214184,0.990731018390593,0.9398537812974416,0.8912672047429242,0.11341133708187522,0.026697878381746934,0.9807488289796338,0.019251171020366213,0.9784123320708399,0.021587667929160136,0.9663219025549455,0.9660185485000865,0.9678400437126384,0.9663219025549455,0.9438988252207555,0.9504914416064096,0.9421060162214184
