Logistic Regression Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'C': 1.0, 'solver': 'liblinear'}",0.9179565699223244,0.9077262677592051,0.9256038647342996,0.0743961352657005,0.8936106440002236,0.10638935599977653,0.9637197206323542,0.9496398547380671,0.9891095931977267,0.9489259038751232,0.8873505621032833,0.1206079567563308,0.029495188649474584,0.9736758447418346,0.02632415525816543,0.9828399998432025,0.01716000015679764,0.9646596505430749,0.9648856302054188,0.9660307974038014,0.9646596505430749,0.9429279719165644,0.9382253219217128,0.9496398547380671
"{'C': 100.0, 'solver': 'sag'}",0.9127368818222357,0.901413488123006,0.9211594202898551,0.07884057971014494,0.8855732985470739,0.1144267014529261,0.9610487427856089,0.946402404089449,0.9884261829159937,0.9456042453262098,0.8795681685442412,0.13320593953860305,0.029997304545281316,0.9716453878890429,0.02835461211095731,0.9818141779183618,0.018185822081638194,0.9621905147406057,0.9624522449909246,0.963675683745687,0.9621905147406057,0.939002692607481,0.9336937382327178,0.946402404089449
"{'C': 1.0, 'solver': 'sag'}",0.910233936564423,0.9080457740195691,0.912463768115942,0.08753623188405797,0.907339719104425,0.09266028089557501,0.9629694856354621,0.9450951358653852,0.989571172129842,0.9439650505860948,0.8882307249758827,0.1150855242383868,0.027877384075958377,0.9777265036148284,0.02227349638517151,0.9799812867680154,0.020018713231984543,0.9654826958105647,0.9654425936684976,0.9662885794834969,0.9654826958105647,0.9433924978466873,0.9436605029362202,0.9450951358653852
"{'C': 10.0, 'solver': 'newton-cg'}",0.9072709238981307,0.9075172327933535,0.9080193236714976,0.09198067632850242,0.9115209037734144,0.08847909622658548,0.955370995992034,0.943380527856361,0.9873207837961754,0.9420511636205313,0.8880232990520396,0.16088038764555165,0.03138158471110859,0.9787417320412244,0.021258267958775567,0.9790552240124862,0.020944775987513854,0.9654826958105647,0.9653714590566226,0.9663268017887414,0.9654826958105647,0.9431407900476497,0.9452880638929502,0.943380527856361
"{'C': 10.0, 'solver': 'sag'}",0.9071166836473994,0.900273406368912,0.912463768115942,0.08753623188405797,0.8916795865633075,0.10832041343669252,0.9609836193048382,0.9430672427207408,0.988546900130068,0.9420194207326682,0.8783562846425601,0.1307688124119497,0.029647455731759604,0.9736707173255397,0.02632928267446035,0.9798857454786066,0.020114254521393326,0.9621905147406057,0.9622893397367533,0.963264764680807,0.9621905147406057,0.9384650711750433,0.9357826660209572,0.9430672427207408
"{'C': 1.0, 'solver': 'lbfgs'}",0.9062270478059951,0.9111894297949064,0.903671497584541,0.09632850241545894,0.9226075388026608,0.07739246119733927,0.958525123862724,0.942726893744329,0.9885903370248255,0.9413614808860447,0.8924955049568363,0.1266934090070509,0.030162492931837842,0.9817822899041173,0.018217710095882668,0.9780746301064003,0.021925369893599767,0.9671321594818864,0.9669183594766564,0.9676111786450324,0.9671321594818864,0.9455053586560289,0.9503410844545304,0.942726893744329
"{'C': 10.0, 'solver': 'liblinear'}",0.9033418361168593,0.8977721614799468,0.9080193236714976,0.09198067632850242,0.8920261437908497,0.10797385620915032,0.9610616892266215,0.9408475842066661,0.9882017160248602,0.9396062521027497,0.8757115028418717,0.14308045981176404,0.030805093137740915,0.9736758447418346,0.02632415525816543,0.9789500556248999,0.02104994437510004,0.9613708426094583,0.9614269659385078,0.9625723897792706,0.9613708426094583,0.9369686682713821,0.9354880997078748,0.9408475842066661
"{'C': 100.0, 'solver': 'lbfgs'}",0.902650593795739,0.8962500509036142,0.9080193236714976,0.09198067632850242,0.8898959914745255,0.11010400852547453,0.9622914487772698,0.9403476611179105,0.9883712080960665,0.9391175295210076,0.8739798969536325,0.23317655595735323,0.03513632461862369,0.9726759985643234,0.027324001435676572,0.9789202626882408,0.021079737311759182,0.9605680361600216,0.9606971066435026,0.9621047565024327,0.9605680361600216,0.9359431962635819,0.9344081270813831,0.9403476611179105
"{'C': 100.0, 'solver': 'newton-cholesky'}",0.902650593795739,0.8962500509036142,0.9080193236714976,0.09198067632850242,0.8898959914745255,0.11010400852547453,0.9622914487772698,0.9403476611179105,0.9883712080960665,0.9391175295210076,0.8739798969536325,0.23317638143560257,0.03513635503811272,0.9726759985643234,0.027324001435676572,0.9789202626882408,0.021079737311759182,0.9605680361600216,0.9606971066435026,0.9621047565024327,0.9605680361600216,0.9359431962635819,0.9344081270813831,0.9403476611179105
"{'C': 1.0, 'solver': 'newton-cholesky'}",0.9024495467682201,0.9085563765736179,0.8992270531400965,0.10077294685990339,0.9223511285462503,0.07764887145374952,0.957857263327987,0.9405046715221068,0.9883242810904107,0.9389394303445396,0.8895845324161819,0.12872245781545807,0.030290013188486526,0.9817822899041173,0.018217710095882668,0.9771280445756363,0.0228719554243638,0.9663091142143966,0.9660344748389574,0.96679240335026,0.9663091142143966,0.9439456588837615,0.9497395865609433,0.9405046715221068
