Support Vector Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'C': 1.0, 'gamma': 0.001}",0.9158738553277401,0.9145589532586438,0.9170437405731524,0.08295625942684767,0.9134827075229554,0.08651729247704482,0.9633062006282186,0.9483933146317045,0.9891830947403703,0.9474189627884037,0.8953579539561765,0.09320336117211779,0.024721001650131927,0.979742888690257,0.02025711130974289,0.9808463324252797,0.019153667574720205,0.9679263493192619,0.9678881117269165,0.9681827508194616,0.9679263493192619,0.9474053036974122,0.9471645199741174,0.9483933146317045
"{'C': 10.0, 'gamma': 0.0001}",0.9157099553391475,0.9022301041531813,0.925590749120161,0.07440925087983913,0.8829599708856676,0.11704002911433253,0.9616917745717388,0.9481251325214173,0.9887364080707736,0.9473903998693578,0.8803917862159244,0.10058112611055102,0.027084954349999815,0.9706595159226737,0.029340484077326187,0.9826941173499877,0.017305882650012188,0.9621798808303161,0.9625653299701967,0.9639455951440716,0.9621798808303161,0.9393836336999819,0.9328270441178277,0.9481251325214173
"{'C': 1.0, 'gamma': 'auto'}",0.9155823456406472,0.9202650119058787,0.9127702362996482,0.08722976370035194,0.9293363499245852,0.0706636500754148,0.9640992045463973,0.9482742816179349,0.9894013772032348,0.9471370150488342,0.9026841766322952,0.09129795773423727,0.024054380888223054,0.9837783269362215,0.016221673063778325,0.9799390757690353,0.02006092423096472,0.9703901403897792,0.9701956500094437,0.9703725504390305,0.9703901403897792,0.9510391234327205,0.9546377128468103,0.9482742816179349
"{'C': 1.0, 'gamma': 'scale'}",0.9155823456406472,0.9202650119058787,0.9127702362996482,0.08722976370035194,0.9293363499245852,0.0706636500754148,0.9640992045463973,0.9482742816179349,0.9894013772032348,0.9471370150488342,0.9026841766322952,0.09129877870942774,0.02405453099440859,0.9837783269362215,0.016221673063778325,0.9799390757690353,0.02006092423096472,0.9703901403897792,0.9701956500094437,0.9703725504390305,0.9703901403897792,0.9510391234327205,0.9546377128468103,0.9482742816179349
"{'C': 100.0, 'gamma': 1e-05}",0.9116911625233224,0.8924202364485766,0.925590749120161,0.07440925087983913,0.8640520298415038,0.1359479701584965,0.9556155621616692,0.945587845247288,0.9875765033040576,0.944898029552882,0.868275243901792,0.1045735778645985,0.02827229998316548,0.9655849413744151,0.03441505862558496,0.9826393917797611,0.017360608220238848,0.9580794285486698,0.9586088890879954,0.9603056433968178,0.9580794285486698,0.9331844665155539,0.9233457108106323,0.945587845247288
"{'C': 10.0, 'gamma': 0.001}",0.9094434733432245,0.9250230735524853,0.8996983408748116,0.10030165912518854,0.9539000687994498,0.0460999312005504,0.9713917751597408,0.9447882664291333,0.9920678553186294,0.9431568212872853,0.9097887291351584,0.0827841739538359,0.022008674230754553,0.9898781919834551,0.010121808016544874,0.9771608660902977,0.022839133909702252,0.9728627307141198,0.9724228861403398,0.972807531134402,0.9728627307141198,0.9542251692163514,0.9655304674448735,0.9447882664291333
"{'C': 10.0, 'gamma': 'auto'}",0.9062969842529603,0.9243820479114597,0.8951734539969836,0.10482654600301661,0.9590282739276549,0.04097172607234527,0.9719569116708192,0.9430318958647133,0.9920800275289441,0.9410783202172527,0.9098470554745846,0.08727755793774207,0.0220439256130709,0.990890337732443,0.009109662267557016,0.9762732921258006,0.0237267078741993,0.9728627307141198,0.9723266424336743,0.9730196157137324,0.9728627307141198,0.9539174641009539,0.9676507830267276,0.9430318958647133
"{'C': 10.0, 'gamma': 'scale'}",0.9062969842529603,0.9243820479114597,0.8951734539969836,0.10482654600301661,0.9590282739276549,0.04097172607234527,0.9719569116708192,0.9430318958647133,0.9920800275289441,0.9410783202172527,0.9098470554745846,0.08727846688336245,0.022043900913369243,0.990890337732443,0.009109662267557016,0.9762732921258006,0.0237267078741993,0.9728627307141198,0.9723266424336743,0.9730196157137324,0.9728627307141198,0.9539174641009539,0.9676507830267276,0.9430318958647133
"{'C': 100.0, 'gamma': 'auto'}",0.9062969842529603,0.9243820479114597,0.8951734539969836,0.10482654600301661,0.9590282739276549,0.04097172607234527,0.9719569116708192,0.9430318958647133,0.9920800275289441,0.9410783202172527,0.9098470554745846,0.08726793304673154,0.02204196036238439,0.990890337732443,0.009109662267557016,0.9762732921258006,0.0237267078741993,0.9728627307141198,0.9723266424336743,0.9730196157137324,0.9728627307141198,0.9539174641009539,0.9676507830267276,0.9430318958647133
"{'C': 100.0, 'gamma': 'scale'}",0.9062969842529603,0.9243820479114597,0.8951734539969836,0.10482654600301661,0.9590282739276549,0.04097172607234527,0.9719569116708192,0.9430318958647133,0.9920800275289441,0.9410783202172527,0.9098470554745846,0.08726860106804939,0.022041877143363527,0.990890337732443,0.009109662267557016,0.9762732921258006,0.0237267078741993,0.9728627307141198,0.9723266424336743,0.9730196157137324,0.9728627307141198,0.9539174641009539,0.9676507830267276,0.9430318958647133
"{'C': 1.0, 'gamma': 0.0001}",0.9055231320560764,0.8835139833829998,0.9213172448466567,0.07868275515334341,0.8507209379887399,0.14927906201126018,0.9308650441452598,0.9413868415726001,0.9814192080136352,0.940792475508344,0.8568009044955125,0.1254259422927062,0.03386648546678956,0.9614564382985435,0.038543561701456446,0.9814479136072503,0.018552086392749686,0.9539355357402535,0.9547199798920631,0.9567470284781601,0.9539355357402535,0.9273922363331126,0.9160844257979951,0.9413868415726001
