Classifier Model,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
Deep Neural Network,0.9047567645365573,0.8931623931623931,0.9126620900076277,0.08733790999237229,0.8745098039215686,0.12549019607843137,0.9492791911691957,0.941148858768996,0.9817527723992254,0.9407173122184894,0.8680593625409843,0.23836200691370213,0.035668212583795794,0.9696356275303644,0.030364372469635637,0.9795500167280027,0.02044998327199732,0.9589139875550947,0.9592511541561,0.9597901109789793,0.9589139875550947,0.9338644910027355,0.9270299103247857,0.941148858768996
Logistic Regression,0.897612384907023,0.8883669521967394,0.9038901601830663,0.09610983981693366,0.8733974358974359,0.1266025641025641,0.9519395781192328,0.9367628938567154,0.982527708551435,0.9361739329775738,0.8621610728803545,0.1470402706187009,0.0324166496874672,0.9696356275303644,0.030364372469635637,0.9775550918579419,0.022444908142058073,0.9572706010716446,0.9575471242512084,0.9579557883784195,0.9572706010716446,0.9309725967329132,0.925476263877689,0.9367628938567154
Neural Network,0.8908629906268306,0.8908976486068997,0.8908466819221967,0.10915331807780321,0.8909826060421117,0.10901739395788834,0.9517853094092095,0.9327715190987502,0.9822543288338783,0.9318286724730083,0.865605050298162,0.17381024106257906,0.03535586223153721,0.9746963562753036,0.0253036437246964,0.9746942037002888,0.025305796299711136,0.9589180386310605,0.9589226910629906,0.9589353600954253,0.9589180386310605,0.9327959650400017,0.9328384048712003,0.9327715190987502
k-Nearest Neighbors,0.8905823202561152,0.8120560488346282,0.9519832189168573,0.04801678108314267,0.7080609102796642,0.2919390897203358,0.8722896130958772,0.9304450507539752,0.9672649984404772,0.9301951089751697,0.7740319420392673,0.7925691115482922,0.07013328189703516,0.9089068825910931,0.09109311740890691,0.9878923723398075,0.012107627660192466,0.9170137088410681,0.9213988568707143,0.9352288810482909,0.9170137088410681,0.879401995957231,0.8479766413097358,0.9304450507539752
SVM (RBF Kernel),0.8810907826259766,0.8929283265566452,0.8733790999237223,0.1266209000762777,0.9134134134134134,0.08658658658658658,0.9568490196387117,0.9270741653464765,0.9843698755778727,0.925517694129107,0.8691137123284485,0.11145087916186282,0.030101422223275536,0.9807692307692307,0.019230769230769273,0.9709397590361446,0.029060240963855455,0.9605614251145105,0.9602256715712996,0.9601075551707563,0.9605614251145105,0.9343785447283128,0.9421765862247791,0.9270741653464765
Gaussian Naive Bayes,0.8500369919112853,0.790165443906496,0.8952707856598017,0.10472921434019833,0.70717377860235,0.29282622139764997,0.7336399665686331,0.904619198497917,0.9389085501996497,0.9045565858687564,0.7424986345104492,2.714972226790908,0.08860049501025616,0.9139676113360324,0.08603238866396762,0.9740957966764419,0.02590420332355814,0.9104428636245787,0.9142909605406311,0.9238593875087655,0.9104428636245787,0.8666186227564732,0.840634787639396,0.904619198497917
Gaussian Process Classifier,0.8178310008723024,0.8401826484018264,0.8035850495804729,0.19641495041952706,0.8803113553113553,0.11968864468864465,0.18909936448190273,0.8891407029278883,0.5030364372469636,0.8849564503132441,0.8064641528718146,0.6931258699321066,0.24998934483598967,0.9746963562753036,0.0253036437246964,0.9553668090467098,0.04463319095329016,0.9424868745138708,0.9414502395172973,0.9412371362433154,0.9424868745138708,0.9025582444812738,0.9178390821790325,0.8891407029278883
SVM (Polynomial Kernel),0.7947450915690479,0.8453603435399552,0.7642639206712434,0.23573607932875668,0.9459317278466215,0.05406827215337856,0.9479963684090519,0.8770712315906823,0.9765478649978228,0.8697361403844632,0.8208958844091939,0.12828546449325032,0.0335174694760494,0.9898785425101214,0.010121457489878583,0.9476886558598621,0.05231134414013794,0.9474143332469104,0.9451778867565892,0.9473599252847971,0.9474143332469104,0.9068404860933355,0.9468101918532418,0.8770712315906823
Random Forest Classifier,0.6894934333958724,0.7757324273142475,0.6419527078565981,0.358047292143402,0.9805194805194806,0.019480519480519487,0.9421505689248295,0.8194581353048171,0.9765811013628067,0.7999819547680168,0.7597847104312718,0.20672349148188413,0.055126533197217185,0.9969635627530364,0.0030364372469635637,0.9231561120948928,0.07684388790510721,0.9301553992740472,0.924219786539555,0.9339640146472257,0.9301553992740472,0.8671842340217935,0.9518377963071867,0.8194581353048171
Decision Tree Classifier,0.6241447062811516,0.6376190964040569,0.6155987795575897,0.3844012204424104,0.6620403111739745,0.33795968882602545,0.479827295022369,0.7713621428152321,0.771362142815232,0.755238620864049,0.558260494880338,4.738740895365886,0.13147226903465561,0.9271255060728745,0.07287449392712547,0.91240143027792,0.08759856972208002,0.8685277309653444,0.8666160100841496,0.8652874212013659,0.8685277309653444,0.7786504136937518,0.7872208707259473,0.7713621428152321
