Classifier Model,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
k-Nearest Neighbors,0.9069741328897712,0.8440876613484494,0.9562594268476622,0.043740573152337876,0.7605978594739375,0.23940214052606243,0.9019163680540855,0.9416832651352774,0.9723327011252707,0.9410543057721774,0.8132288894614489,0.6820633906201597,0.060787121469811425,0.9271071034228928,0.07289289657710712,0.9894655533659014,0.010534446634098672,0.9325966042290139,0.9357220534148142,0.9464235980377708,0.9325966042290139,0.9005135602919307,0.8750317064199193,0.9416832651352774
Deep Neural Network,0.9001368483677142,0.8959947735757454,0.9039718451483159,0.09602815485168427,0.8930534764513094,0.10694652354869075,0.9580229147566777,0.9388141820339962,0.9859082523943203,0.9374939243477487,0.8735937416685609,0.23973467543634344,0.03523369834876632,0.9736565189196769,0.02634348108032319,0.9779226646046728,0.022077335395327132,0.9605435901140846,0.9606266462503128,0.9619049904374637,0.9605435901140846,0.9358124471606898,0.9354880705279911,0.9388141820339962
Neural Network,0.8986991302820733,0.8998837405065079,0.899195575666164,0.10080442433383612,0.9073373478946235,0.09266265210537655,0.958163840867165,0.9379510135547288,0.9855581707594092,0.9364416960593775,0.8791016207363408,0.17320427422640644,0.03196203539562487,0.9767064514432936,0.023293548556706452,0.9769797179437959,0.02302028205620403,0.9621890505790371,0.9622154966583422,0.9637889971325991,0.9621890505790371,0.9382729128943481,0.9421585329192097,0.9379510135547288
SVM (RBF Kernel),0.8928687078763683,0.9043919472524785,0.8863750628456513,0.11362493715434895,0.9288382154481227,0.07116178455187744,0.9645346979340086,0.9345773696547689,0.9874862930900081,0.9326729751077685,0.885096947758185,0.10289037015150129,0.02761793521436405,0.9827796764638871,0.017220323536113007,0.9741404629784698,0.025859537021530186,0.9646530268970034,0.964403364190803,0.9656105079310683,0.9646530268970034,0.9413445005835224,0.9514893392132961,0.9345773696547689
Logistic Regression,0.8901098320121194,0.8913068424153052,0.8906485671191555,0.10935143288084465,0.8987502693385048,0.10124973066149537,0.9551922551901829,0.9326785082822234,0.9850605655094817,0.9310036278484588,0.8685576266925247,0.14805525200807848,0.03202173708378888,0.9747084494452914,0.02529155055470845,0.974983599301339,0.025016400698660998,0.9589329561695273,0.9589531363842689,0.9605568224670074,0.9589329561695273,0.9329791475597797,0.9368669343199219,0.9326785082822234
Gaussian Process Classifier,0.8500096488044172,0.8500775281348039,0.8516842634489693,0.1483157365510307,0.8571833610146304,0.14281663898536961,0.18940500219207787,0.9081615666754984,0.5040157211209844,0.9054868107444386,0.8184616939298363,0.693147155175497,0.24999998730777567,0.9646388699020279,0.035361130097972225,0.9659173751424087,0.0340826248575912,0.9433316938934106,0.9434210085497736,0.9455753709910096,0.9433316938934106,0.9075470429601852,0.9115503680785196,0.9081615666754984
Gaussian Naive Bayes,0.8424237501919584,0.7881351373712076,0.8863750628456513,0.11362493715434895,0.7190342958693451,0.280965704130655,0.738067467108186,0.8996496657796968,0.9392933998119759,0.8983520901450367,0.7420141268873957,2.8422751389214227,0.09173876456690079,0.9129242687137424,0.08707573128625759,0.9723161040232658,0.027683895976734083,0.9079755510416927,0.9122391357827871,0.9245729368248055,0.9079755510416927,0.8645826432836132,0.8456751999463055,0.8996496657796968
SVM (Polynomial Kernel),0.8278199931754988,0.8689461076557851,0.8034188034188036,0.19658119658119658,0.954045464339582,0.04595453566041801,0.9539208676527788,0.8971412505623031,0.9790832135414179,0.8904258113050459,0.8493427577901627,0.11870854302607495,0.028934997593653793,0.9908636977058028,0.00913630229419704,0.9565361215530385,0.04346387844696144,0.955633421233248,0.9536452069594618,0.9560225877066036,0.955633421233248,0.9211089794613246,0.9552907929463103,0.8971412505623031
Random Forest Classifier,0.7407025591461743,0.816468583326203,0.698340874811463,0.301659125188537,0.9948717948717949,0.005128205128205127,0.9449205330679102,0.8486643645312377,0.9755982631060031,0.8331973045405202,0.8036688791808042,0.19178615523372866,0.05029373657071774,0.9989878542510121,0.0010121457489878573,0.9350201103088938,0.06497988969110627,0.9424607530123552,0.9377861457574974,0.9463088447097712,0.9424607530123552,0.891154312486656,0.9649459525903443,0.8486643645312377
Decision Tree Classifier,0.7059972327259498,0.7355618882234283,0.6897938662644545,0.3102061337355455,0.8053740664749237,0.19462593352507618,0.6117963756257373,0.8236539655734701,0.8236539655734701,0.8104794608268576,0.6879175404839335,3.346696769547619,0.09285120832279739,0.9575140648824859,0.04248593511751408,0.9306697494772618,0.06933025052273831,0.9071487916772026,0.9044306869991983,0.9071396134020642,0.9071487916772026,0.8395525991260345,0.8680219079760927,0.8236539655734701
