Data Under-Sampler Model,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
All KNN,0.8951811536627999,0.8120939734422881,0.9607551487414188,0.03924485125858124,0.7033700980392157,0.2966299019607843,0.924874367587407,0.9333127970427741,0.9805309789171044,0.9329079144964243,0.7751720901900665,0.24051300888327842,0.06440764197469213,0.9058704453441295,0.09412955465587047,0.990021782226682,0.009978217773317977,0.9161953914959813,0.9208500377287019,0.9360708747633912,0.9161953914959813,0.8790810561831105,0.8466959401329489,0.9333127970427741
Neighbourhood Cleaning Rule,0.8898417901263787,0.870197832505348,0.9038520213577421,0.09614797864225783,0.8406455862977602,0.1593544137022398,0.9382802735740339,0.931683095699114,0.9840080199618921,0.931144746870069,0.8401482902901372,0.1306994929710527,0.0370062464868124,0.9595141700404858,0.04048582995951422,0.9773814535573501,0.022618546442649934,0.9490604204476709,0.9498349827538706,0.9516246708188301,0.9490604204476709,0.9192486819503065,0.9090135199275551,0.931683095699114
Random Under Sampler,0.8867446745969036,0.8138627072450602,0.9432112890922959,0.05678871090770404,0.7160992752031627,0.28390072479683726,0.9285479400988232,0.9280833773396702,0.9790264254192954,0.9279304573994951,0.7751540307353233,0.20734855282505965,0.06065593093737472,0.9129554655870445,0.08704453441295545,0.985803436610027,0.01419656338997305,0.9186584456831735,0.9227124906932916,0.9350388141910002,0.9186584456831735,0.8809052546212908,0.8509513559065949,0.9280833773396702
Edited Nearest Neighbours,0.8857667635287022,0.8216096698113208,0.9344774980930588,0.06552250190694126,0.7332394366197184,0.2667605633802817,0.9329345769075973,0.927765064836003,0.982945691548004,0.9277252510118481,0.7832014289053326,0.1915832049504111,0.05315555986615574,0.9210526315789473,0.07894736842105265,0.9837910366817209,0.016208963318279146,0.9235859044162129,0.9269549885941646,0.9366360033511612,0.9235859044162129,0.8864923567664509,0.8585152366507196,0.927765064836003
Repeated Edited Nearest Neighbours,0.8857083406118025,0.7887110726643598,0.9651029748283753,0.034897025171624685,0.6673577768077986,0.3326422231922014,0.918364332176101,0.9263773983453617,0.9795972725335605,0.9255548766533448,0.7491646693412986,0.2594568328758503,0.06774673285454325,0.8876518218623481,0.1123481781376518,0.990919540229885,0.009080459770114957,0.9022313326419498,0.9085825521129167,0.9300140154221905,0.9022313326419498,0.8625456578406363,0.8291386585188418,0.9263773983453617
Baseline,0.8788244051265715,0.8817268572971098,0.8775743707093822,0.1224256292906179,0.8894065142499217,0.11059348575007827,0.9502098125283946,0.9256292906178489,0.9852501567243227,0.9240576785947581,0.8557547355223781,0.12166078275813819,0.03432583878389445,0.9736842105263158,0.02631578947368418,0.9718689394712667,0.02813106052873332,0.9556312656641603,0.9555622238825443,0.9563187754726239,0.9556312656641603,0.9272016565598165,0.9306377268605942,0.9256292906178489
Cluster Centroids,0.8775328023285986,0.8298952013237728,0.9126620900076277,0.08733790999237229,0.7615298982188294,0.2384701017811705,0.9457939693713524,0.9229302352872146,0.9843840039281446,0.9228522966082887,0.7912292032478134,0.20967074915858291,0.06239155292514198,0.9331983805668016,0.0668016194331984,0.9787651315344559,0.021234868465544066,0.9293424833635814,0.9317757563461522,0.9378672042984051,0.9293424833635814,0.8926476164481554,0.8701475148766427,0.9229302352872146
Condensed Nearest Neighbour,0.8769072907396132,0.8510466017744853,0.8951945080091533,0.10480549199084666,0.8116391184573002,0.18836088154269975,0.9275627702932813,0.9233057560288682,0.9788164302677129,0.9228633738863348,0.8160426574977171,0.16128048254011562,0.04478157276194822,0.951417004048583,0.04858299595141702,0.9751010551057042,0.024898944894295727,0.9408448383890762,0.9419973022650823,0.9443221689658144,0.9408448383890762,0.907067071247045,0.8933700867815022,0.9233057560288682
Tomek Links,0.8687423687423688,0.8695336391437309,0.8688787185354692,0.1311212814645309,0.8735384615384616,0.12646153846153846,0.9481706645912659,0.9192571730329167,0.984748947708119,0.917638859093813,0.8404197183909206,0.12083401958608288,0.03431401954524321,0.9696356275303644,0.030364372469635637,0.9697461629279811,0.030253837072018896,0.9507038069311209,0.950759367593002,0.9516063524380531,0.9507038069311209,0.919562586975794,0.9216423122332214,0.9192571730329167
One Sided Selection,0.8687423687423688,0.8695336391437309,0.8688787185354692,0.1311212814645309,0.8735384615384616,0.12646153846153846,0.9481374203438242,0.9192571730329167,0.9847445470744278,0.917638859093813,0.8404197183909206,0.12124198859285956,0.03444138603927068,0.9696356275303644,0.030364372469635637,0.9697461629279811,0.030253837072018896,0.9507038069311209,0.950759367593002,0.9516063524380531,0.9507038069311209,0.919562586975794,0.9216423122332214,0.9192571730329167
