Data Under-Sampler Model,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
All KNN,0.9092237217138737,0.8470366488641761,0.9560386473429953,0.04396135265700483,0.7604068616895834,0.23959313831041662,0.9392191802484866,0.9431041824111788,0.9848705451236167,0.942923624142036,0.8150643665476907,0.2213599269337388,0.05101089932414551,0.9301697174793622,0.06983028252063783,0.9892413742240489,0.01075862577595108,0.9350772448222358,0.9377992359961176,0.9462138730179734,0.9350772448222358,0.9029146039734419,0.8748241179568161,0.9431041824111788
Repeated Edited Nearest Neighbours,0.8987413025240008,0.8248342913116682,0.9560386473429953,0.04396135265700483,0.7257654755738443,0.2742345244261556,0.9422716821882859,0.9360078382589968,0.9853445735215765,0.9356532074113442,0.7894838620916765,0.24254909667415978,0.05673953903848809,0.9159770291749988,0.08402297082500128,0.9891169326249653,0.010883067375034684,0.923561357350064,0.9273722028337282,0.9395787531611438,0.923561357350064,0.8879687838731736,0.8574412040994048,0.9360078382589968
Neighbourhood Cleaning Rule,0.8976926031092869,0.8715172836657257,0.9168115942028987,0.08318840579710143,0.8334618720858099,0.16653812791419012,0.9483591334583039,0.9366373512213283,0.9861441036818068,0.9360432415582703,0.8426579890258139,0.13107023602887155,0.03457555396749394,0.9564631082397579,0.04353689176024202,0.9804827911841805,0.019517208815819486,0.9490487755515078,0.9500019466084011,0.9527694115625355,0.9490487755515078,0.9198574411116741,0.9069723316349952,0.9366373512213283
Edited Nearest Neighbours,0.8952804926052472,0.8482075814008587,0.9298550724637682,0.07014492753623187,0.7802876025875375,0.21971239741246248,0.9421054023532788,0.9345629769333146,0.9850650079598804,0.9343075866076369,0.8144793259246462,0.19443077132279052,0.043857887622943625,0.9392708814028611,0.0607291185971389,0.9831289194316932,0.016871080568306794,0.9375328880793363,0.9395382274175146,0.9449899624404174,0.9375328880793363,0.9044380907013272,0.8817082610096154,0.9345629769333146
Cluster Centroids,0.8884832706697878,0.8282175387350055,0.9344927536231884,0.06550724637681157,0.7454997293535416,0.2545002706464584,0.9439287907978698,0.9297880370689906,0.9828682370431802,0.9294234371067673,0.7916014577460965,0.2187219112024461,0.06472576417771046,0.9250833205147927,0.07491667948520739,0.9839847529821066,0.01601524701789332,0.9268366727383122,0.92993127615495,0.9391410133577709,0.9268366727383122,0.8908554439047446,0.8647422411678243,0.9297880370689906
One Sided Selection,0.8850795210926616,0.8909951744602266,0.8817391304347826,0.11826086956521739,0.9033503459410843,0.09664965405891564,0.9470007761395817,0.9297328170248054,0.9841809051549358,0.9279740573129572,0.8674700943104019,0.12448615873197932,0.03390691776755537,0.9777265036148284,0.02227349638517153,0.973023583757838,0.026976416242161915,0.9597281252108211,0.9594516871224756,0.9599002825713002,0.9597281252108211,0.9331409732116198,0.9381869648494613,0.9297328170248054
Tomek Links,0.8850795210926616,0.8909951744602266,0.8817391304347826,0.11826086956521739,0.9033503459410843,0.09664965405891564,0.9470007761395817,0.9297328170248054,0.9841809051549358,0.9279740573129572,0.8674700943104019,0.1249810683885283,0.034050126614298314,0.9777265036148284,0.02227349638517153,0.973023583757838,0.026976416242161915,0.9597281252108211,0.9594516871224756,0.9599002825713002,0.9597281252108211,0.9331409732116198,0.9381869648494613,0.9297328170248054
Baseline,0.8822300578625535,0.8905333171888274,0.8773913043478261,0.12260869565217392,0.9073761819575774,0.09262381804242267,0.9489362999502997,0.9280665181945252,0.9848275095049169,0.9261460000816278,0.867251689942772,0.1217199546661645,0.03306191786844716,0.9787417320412244,0.021258267958775567,0.9720869756919859,0.027913024308014123,0.9597348714835053,0.9593833511911243,0.9598866187230823,0.9597348714835053,0.9329240289384615,0.9397315788247816,0.9280665181945252
Condensed Nearest Neighbour,0.8802747587706341,0.8603599376565583,0.8947826086956523,0.10521739130434782,0.8313117699910153,0.1686882300089847,0.9369573756977703,0.9261356000971979,0.979888660756019,0.9249243362803844,0.828852742700956,0.14316354168527323,0.04042811786671578,0.9574885914987437,0.04251140850125619,0.9755458712122005,0.02445412878779942,0.9457565944815489,0.9464141318233604,0.948412562459114,0.9457565944815489,0.9133384016627037,0.9034288206016079,0.9261356000971979
Random Under Sampler,0.8765219562270403,0.8127431121813924,0.9257004830917875,0.07429951690821257,0.7263668938442078,0.2736331061557922,0.9226286332031803,0.921859111976084,0.9789178575524489,0.9215827337449101,0.7726684726869906,0.20156678388249624,0.05574035887539095,0.9180177408603806,0.08198225913961954,0.9817589883855578,0.018241011614442294,0.9194663698306685,0.9231095248513969,0.93373094045279,0.9194663698306685,0.8807061814674244,0.8540629411148828,0.921859111976084
Instance Hardness Threshold,0.8500461658395013,0.7108278243670646,0.9781642512077294,0.021835748792270526,0.5587472502201185,0.44125274977988155,0.918157504108658,0.8989882938856676,0.9780809740406591,0.8953906974577045,0.6639992434679285,0.5375923668550235,0.121550450583747,0.8198123365636055,0.18018766343639442,0.9938470415588234,0.006152958441176559,0.8496289550023611,0.8630416273535765,0.9119467292598478,0.8496289550023611,0.804581372087857,0.776297145889471,0.8989882938856676
Near Miss,0.8408816002689535,0.768702323688647,0.8993236714975845,0.10067632850241545,0.6761934314498643,0.3238065685501357,0.8386481512790604,0.8980338810751525,0.9586309228779617,0.8971737281019359,0.7194359385286333,0.32470529279600246,0.0758583211236252,0.8967440906527202,0.1032559093472799,0.9751794187015068,0.024820581298493072,0.8972711326991837,0.902773441969422,0.9189291075062391,0.8972711326991837,0.8512626363805754,0.8256864250756856,0.8980338810751525
