Data Under-Sampler Model,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
Edited Nearest Neighbours,0.9026066133332836,0.8572699947855227,0.9380952380952381,0.06190476190476189,0.7974328076218833,0.20256719237811677,0.946654288368333,0.9391999067588801,0.9849455804243038,0.9382402318098138,0.8280991623444953,0.185021561944671,0.04285988029797587,0.9403045754225219,0.05969542457747822,0.9855052850735275,0.01449471492647251,0.9400180755805352,0.942325223606417,0.9501841424864114,0.9400180755805352,0.909598999184444,0.8914690463477053,0.9391999067588801
All KNN,0.9024442057280991,0.8468755982706151,0.9476190476190477,0.05238095238095238,0.7765977772943716,0.22340222270562826,0.9512360635868284,0.9384003825088472,0.9855953148506341,0.9373674151680491,0.8168614256761376,0.21672092616191319,0.048907252213468755,0.9291817173986462,0.07081828260135384,0.98739127329903,0.012608726700969998,0.9326433168446148,0.9360580748057631,0.9478332501264994,0.9326433168446148,0.9017673569196528,0.881994525296701,0.9384003825088472
Neighbourhood Cleaning Rule,0.9015255720795753,0.8895986767622378,0.912121212121212,0.08787878787878785,0.8789511414511415,0.12104885854885852,0.9561105805079885,0.939870056451925,0.9852590427867948,0.9380136117096873,0.8678277421418467,0.12116518500503634,0.03166541384220552,0.9676189007826381,0.03238109921736193,0.9801683519391046,0.019831648060895362,0.9573031546331249,0.9577385680221036,0.9611170841659451,0.9573031546331249,0.9315264435855923,0.9295597466951231,0.939870056451925
Cluster Centroids,0.8988641795443102,0.8436873197692788,0.9428571428571428,0.05714285714285713,0.771858514190447,0.228141485809553,0.9522414887407248,0.9365260157408631,0.9858950947295073,0.9353780717265929,0.812470484513334,0.2205642751483069,0.06154643058008012,0.9301948886245835,0.06980511137541663,0.986447130298646,0.013552869701354085,0.9326149974585795,0.9356735685155858,0.9461695243456247,0.9326149974585795,0.9002976677440887,0.8791528222445466,0.9365260157408631
Repeated Edited Nearest Neighbours,0.8916123926496022,0.8296304297671355,0.9428571428571428,0.05714285714285713,0.7527523519120158,0.24724764808798425,0.9506742347153543,0.9309526562706489,0.9851201155202082,0.9298014345966308,0.796285823727525,0.23051181003323773,0.05525614148772816,0.9190481696841549,0.08095183031584512,0.9861077871795897,0.013892212820410341,0.9235391224994103,0.927892410888042,0.9424036557322117,0.9235391224994103,0.8900736049973252,0.8694300695458026,0.9309526562706489
Baseline,0.8870678853623846,0.8981638926980542,0.8818181818181818,0.11818181818181817,0.926851455422884,0.07314854457711599,0.9652175267466673,0.9317795371449394,0.9888828819448615,0.9287506531805718,0.8801148899028932,0.1039652849288987,0.02888564700936165,0.9817408924716973,0.01825910752830272,0.9735791444898299,0.026420855510170253,0.9630095109193203,0.9624518991108397,0.9647224527090168,0.9630095109193203,0.9377560879022617,0.9502152999563568,0.9317795371449394
Condensed Nearest Neighbour,0.8861163246468732,0.8694201588611528,0.8991341991341992,0.10086580086580084,0.8482369482369483,0.15176305176305174,0.9496215986236491,0.9303159285467334,0.9834071520010467,0.9281097354591781,0.841733851699998,0.13400631538108487,0.03679292119412353,0.9614976579592678,0.038502342040732405,0.9768926913525642,0.02310730864743589,0.949815606618338,0.9502279620000638,0.9527523602787604,0.949815606618338,0.9191529829341005,0.912564819794756,0.9303159285467334
Random Under Sampler,0.886073390012157,0.8313625123227465,0.9298701298701298,0.07012987012987011,0.7608048192081804,0.23919518079181942,0.9368805398085827,0.9284705369407034,0.9802641019685425,0.9272476317258245,0.7971989627145785,0.17867658785827803,0.050461282712768354,0.9270709440112773,0.07292905598872296,0.9832957530767614,0.016704246923238547,0.9276044191913642,0.9308260288501314,0.941559271277314,0.9276044191913642,0.8925725499248571,0.8720502861424709,0.9284705369407034
One Sided Selection,0.8851977834050779,0.8928253848750745,0.8818181818181818,0.11818181818181814,0.91275814132957,0.0872418586704301,0.9639537899710565,0.9302593214422539,0.9882986899522515,0.927681296407484,0.8720121951620047,0.10572054214864572,0.02961755871253947,0.9787004610663261,0.021299538933674,0.9733656870380708,0.026634312961929127,0.9605459684668518,0.9601703393656719,0.9618798641672122,0.9605459684668518,0.9343034943222412,0.9430619141838202,0.9302593214422539
Tomek Links,0.8851977834050779,0.8928253848750745,0.8818181818181818,0.11818181818181814,0.91275814132957,0.0872418586704301,0.9639537899710565,0.9302593214422539,0.9882986899522515,0.927681296407484,0.8720121951620047,0.10558211068039516,0.02948429007733114,0.9787004610663261,0.021299538933674,0.9733656870380708,0.026634312961929127,0.9605459684668518,0.9601703393656719,0.9618798641672122,0.9605459684668518,0.9343034943222412,0.9430619141838202,0.9302593214422539
Near Miss,0.845324481438338,0.7765942975074008,0.9030303030303031,0.09696969696969694,0.6914756777041164,0.3085243222958836,0.9118884145348826,0.9009506572931643,0.9700535485688122,0.8989371708312933,0.7306693092809393,0.23642954078846684,0.07067650714841865,0.8988710115560254,0.10112898844397458,0.9766264270697836,0.023373572930216496,0.8998294489389261,0.9052901815244043,0.922968800391703,0.8998294489389261,0.8558132110999599,0.8340510523869499,0.9009506572931643
Instance Hardness Threshold,0.8425383278258552,0.7112903415710299,0.9649350649350649,0.03506493506493506,0.5682915177987578,0.43170848220124214,0.9298152130545455,0.8939283895516551,0.979052901821172,0.8900249699228401,0.662985292599596,0.5537071078858896,0.12199387346719856,0.8229217141682451,0.17707828583175483,0.9906537291919352,0.009346270808064832,0.849572059898431,0.8629033553513691,0.9113469432095206,0.849572059898431,0.8046146338176935,0.7794726234953466,0.8939283895516551
